code,isolate,temp_C,replicate,axis,hpi,col_diam_mm,col_diam_mm_corr,region
MP249.10.3.2,MP249,10,3,2,168,20.62,14.62,south
TN270.10.3.1,TN270,10,3,1,168,21,15,south
TN270.10.3.2,TN270,10,3,2,168,21.02,15.02,south
TN280.10.3.1,TN280,10,3,1,168,18.96,12.96,south
TN280.10.3.2,TN280,10,3,2,168,18.96,12.96,south
TN550.10.3.1,TN550,10,3,1,168,19.8,13.8,south
TN550.10.3.2,TN550,10,3,2,168,19.65,13.65,south
W12-6.10.3.1,W12-6,10,3,1,168,23.15,17.15,north
W12-6.10.3.2,W12-6,10,3,2,168,22.92,16.92,north
Dm13.30.1.1,Dm13,30,1,1,168,84,78,north
Dm13.30.1.2,Dm13,30,1,2,168,84,78,north
IN12-8-3.30.1.1,IN12-8-3,30,1,1,168,84,78,north
IN12-8-3.30.1.2,IN12-8-3,30,1,2,168,84,78,north
IN12-9-6.30.1.1,IN12-9-6,30,1,1,168,84,78,north
IN12-9-6.30.1.2,IN12-9-6,30,1,2,168,84,78,north
MP249.30.1.1,MP249,30,1,1,168,84,78,south
MP249.30.1.2,MP249,30,1,2,168,84,78,south
TN270.30.1.1,TN270,30,1,1,168,84,78,south
TN270.30.1.2,TN270,30,1,2,168,84,78,south
TN280.30.1.1,TN280,30,1,1,168,84,78,south
TN280.30.1.2,TN280,30,1,2,168,84,78,south
TN550.30.1.1,TN550,30,1,1,168,84,78,south
TN550.30.1.2,TN550,30,1,2,168,84,78,south
W12-6.30.1.1,W12-6,30,1,1,168,84,78,north
W12-6.30.1.2,W12-6,30,1,2,168,84,78,north
Dm13.30.2.1,Dm13,30,2,1,168,84,78,north
Dm13.30.2.2,Dm13,30,2,2,168,84,78,north
IN12-8-3.30.2.1,IN12-8-3,30,2,1,168,84,78,north
IN12-8-3.30.2.2,IN12-8-3,30,2,2,168,84,78,north
IN12-9-6.30.2.1,IN12-9-6,30,2,1,168,84,78,north
IN12-9-6.30.2.2,IN12-9-6,30,2,2,168,84,78,north
MP249.30.2.1,MP249,30,2,1,168,84,78,south
MP249.30.2.2,MP249,30,2,2,168,84,78,south
TN270.30.2.1,TN270,30,2,1,168,84,78,south
TN270.30.2.2,TN270,30,2,2,168,84,78,south
TN280.30.2.1,TN280,30,2,1,168,84,78,south
TN280.30.2.2,TN280,30,2,2,168,84,78,south
TN550.30.2.1,TN550,30,2,1,168,84,78,south
TN550.30.2.2,TN550,30,2,2,168,84,78,south
W12-6.30.2.1,W12-6,30,2,1,168,84,78,north
W12-6.30.2.2,W12-6,30,2,2,168,84,78,north
Dm13.30.3.2,Dm13,30,3,2,168,84,78,north
IN12-8-3.30.3.1,IN12-8-3,30,3,1,168,84,78,north
IN12-8-3.30.3.2,IN12-8-3,30,3,2,168,84,78,north
IN12-9-6.30.3.1,IN12-9-6,30,3,1,168,84,78,north
IN12-9-6.30.3.2,IN12-9-6,30,3,2,168,84,78,north
MP249.30.3.1,MP249,30,3,1,168,84,78,south
MP249.30.3.2,MP249,30,3,2,168,84,78,south
TN270.30.3.1,TN270,30,3,1,168,84,78,south
TN270.30.3.2,TN270,30,3,2,168,84,78,south
TN280.30.3.1,TN280,30,3,1,168,84,78,south
TN280.30.3.2,TN280,30,3,2,168,84,78,south
TN550.30.3.1,TN550,30,3,1,168,84,78,south
TN550.30.3.2,TN550,30,3,2,168,84,78,south
W12-6.30.3.1,W12-6,30,3,1,168,84,78,north
W12-6.30.3.2,W12-6,30,3,2,168,84,78,north
Dm13.10.1.1,Dm13,10,1,1,240,27.59,21.59,north
Dm13.10.1.2,Dm13,10,1,2,240,28.37,22.37,north
IN12-8-3.10.1.1,IN12-8-3,10,1,1,240,32.09,26.09,north
IN12-8-3.10.1.2,IN12-8-3,10,1,2,240,29.77,23.77,north
IN12-9-6.10.1.1,IN12-9-6,10,1,1,240,29.66,23.66,north
IN12-9-6.10.1.2,IN12-9-6,10,1,2,240,28.21,22.21,north
MP249.10.1.1,MP249,10,1,1,240,29.09,23.09,south
MP249.10.1.2,MP249,10,1,2,240,28.73,22.73,south
TN270.10.1.1,TN270,10,1,1,240,20.12,14.12,south
TN270.10.1.2,TN270,10,1,2,240,23.8,17.8,south
TN280.10.1.1,TN280,10,1,1,240,25.74,19.74,south
TN280.10.1.2,TN280,10,1,2,240,24.1,18.1,south
TN550.10.1.1,TN550,10,1,1,240,32.03,26.03,south
TN550.10.1.2,TN550,10,1,2,240,32.03,26.03,south
W12-6.10.1.1,W12-6,10,1,1,240,36.24,30.24,north
W12-6.10.1.2,W12-6,10,1,2,240,36.34,30.34,north
Dm13.10.2.1,Dm13,10,2,1,240,28.52,22.52,north
Dm13.10.2.2,Dm13,10,2,2,240,29.56,23.56,north
IN12-8-3.10.2.1,IN12-8-3,10,2,1,240,23.36,17.36,north
IN12-8-3.10.2.2,IN12-8-3,10,2,2,240,25.59,19.59,north
IN12-9-6.10.2.1,IN12-9-6,10,2,1,240,22.52,16.52,north
IN12-9-6.10.2.2,IN12-9-6,10,2,2,240,23.1,17.1,north
MP249.10.2.1,MP249,10,2,1,240,27.94,21.94,south
MP249.10.2.2,MP249,10,2,2,240,28.79,22.79,south
TN270.10.2.1,TN270,10,2,1,240,24.78,18.78,south
TN270.10.2.2,TN270,10,2,2,240,23.6,17.6,south
TN280.10.2.1,TN280,10,2,1,240,26.08,20.08,south
TN280.10.2.2,TN280,10,2,2,240,24.8,18.8,south
TN550.10.2.1,TN550,10,2,1,240,29.21,23.21,south
TN550.10.2.2,TN550,10,2,2,240,30.85,24.85,south
W12-6.10.2.1,W12-6,10,2,1,240,34.04,28.04,north
W12-6.10.2.2,W12-6,10,2,2,240,34.15,28.15,north
Dm13.10.3.1,Dm13,10,3,1,240,27.03,21.03,north
Dm13.10.3.2,Dm13,10,3,2,240,26.5,20.5,north
IN12-8-3.10.3.1,IN12-8-3,10,3,1,240,29.67,23.67,north
IN12-8-3.10.3.2,IN12-8-3,10,3,2,240,29.38,23.38,north
IN12-9-6.10.3.1,IN12-9-6,10,3,1,240,25.84,19.84,north
IN12-9-6.10.3.2,IN12-9-6,10,3,2,240,25.84,19.84,north
MP249.10.3.1,MP249,10,3,1,240,24.78,18.78,south
MP249.10.3.2,MP249,10,3,2,240,25.5,19.5,south
TN270.10.3.1,TN270,10,3,1,240,22.34,16.34,south
TN270.10.3.2,TN270,10,3,2,240,22.15,16.15,south
TN280.10.3.1,TN280,10,3,1,240,22.18,16.18,south
TN280.10.3.2,TN280,10,3,2,240,22.22,16.22,south
TN550.10.3.1,TN550,10,3,1,240,27.96,21.96,south
TN550.10.3.2,TN550,10,3,2,240,28.13,22.13,south
W12-6.10.3.1,W12-6,10,3,1,240,31.07,25.07,north
W12-6.10.3.2,W12-6,10,3,2,240,31.07,25.07,north
Dm13.30.1.1,Dm13,30,1,1,240,84,78,north
Dm13.30.1.2,Dm13,30,1,2,240,84,78,north
IN12-8-3.30.1.1,IN12-8-3,30,1,1,240,84,78,north
IN12-8-3.30.1.2,IN12-8-3,30,1,2,240,84,78,north
IN12-9-6.30.1.1,IN12-9-6,30,1,1,240,84,78,north
IN12-9-6.30.1.2,IN12-9-6,30,1,2,240,84,78,north
MP249.30.1.1,MP249,30,1,1,240,84,78,south
MP249.30.1.2,MP249,30,1,2,240,84,78,south
TN270.30.1.1,TN270,30,1,1,240,84,78,south
TN270.30.1.2,TN270,30,1,2,240,84,78,south
TN280.30.1.1,TN280,30,1,1,240,84,78,south
TN280.30.1.2,TN280,30,1,2,240,84,78,south
TN550.30.1.1,TN550,30,1,1,240,84,78,south
TN550.30.1.2,TN550,30,1,2,240,84,78,south
W12-6.30.1.1,W12-6,30,1,1,240,84,78,north
W12-6.30.1.2,W12-6,30,1,2,240,84,78,north
Dm13.30.2.1,Dm13,30,2,1,240,84,78,north
Dm13.30.2.2,Dm13,30,2,2,240,84,78,north
IN12-8-3.30.2.1,IN12-8-3,30,2,1,240,84,78,north
IN12-8-3.30.2.2,IN12-8-3,30,2,2,240,84,78,north
IN12-9-6.30.2.1,IN12-9-6,30,2,1,240,84,78,north
IN12-9-6.30.2.2,IN12-9-6,30,2,2,240,84,78,north
MP249.30.2.1,MP249,30,2,1,240,84,78,south
MP249.30.2.2,MP249,30,2,2,240,84,78,south
TN270.30.2.1,TN270,30,2,1,240,84,78,south
TN270.30.2.2,TN270,30,2,2,240,84,78,south
TN280.30.2.1,TN280,30,2,1,240,84,78,south
TN280.30.2.2,TN280,30,2,2,240,84,78,south
TN550.30.2.1,TN550,30,2,1,240,84,78,south
TN550.30.2.2,TN550,30,2,2,240,84,78,south
W12-6.30.2.1,W12-6,30,2,1,240,84,78,north
W12-6.30.2.2,W12-6,30,2,2,240,84,78,north
Dm13.30.3.2,Dm13,30,3,2,240,84,78,north
IN12-8-3.30.3.1,IN12-8-3,30,3,1,240,84,78,north
IN12-8-3.30.3.2,IN12-8-3,30,3,2,240,84,78,north
IN12-9-6.30.3.1,IN12-9-6,30,3,1,240,84,78,north
IN12-9-6.30.3.2,IN12-9-6,30,3,2,240,84,78,north
MP249.30.3.1,MP249,30,3,1,240,84,78,south
MP249.30.3.2,MP249,30,3,2,240,84,78,south
TN270.30.3.1,TN270,30,3,1,240,84,78,south
TN270.30.3.2,TN270,30,3,2,240,84,78,south
TN280.30.3.1,TN280,30,3,1,240,84,78,south
TN280.30.3.2,TN280,30,3,2,240,84,78,south
TN550.30.3.1,TN550,30,3,1,240,84,78,south
TN550.30.3.2,TN550,30,3,2,240,84,78,south
W12-6.30.3.1,W12-6,30,3,1,240,84,78,north
W12-6.30.3.2,W12-6,30,3,2,240,84,78,north
