code	isolate	temp_C	replicate	axis	dpi	col_diam_mm	
TN550.35.2.2	TN550	35	2	2	4	84	
W12-6.35.2.1	W12-6	35	2	1	4	84	
W12-6.35.2.2	W12-6	35	2	2	4	84	
W23.35.2.1	W23	35	2	1	4	84	
W23.35.2.2	W23	35	2	2	4	84	
W3-5.35.2.1	W3-5	35	2	1	4	84	
W3-5.35.2.2	W3-5	35	2	2	4	84	
Dm13.40.1.1	Dm13	40	1	1	4	61.19	
Dm13.40.1.2	Dm13	40	1	2	4	62.46	
Et12.40.1.1	Et12	40	1	1	4	84	
Et12.40.1.2	Et12	40	1	2	4	84	
Et14.40.1.1	Et14	40	1	1	4	84	
Et14.40.1.2	Et14	40	1	2	4	84	
Et17.40.1.1	Et17	40	1	1	4	47.47	
Et17.40.1.2	Et17	40	1	2	4	47.19	
Et18.40.1.1	Et18	40	1	1	4	84	
Et18.40.1.2	Et18	40	1	2	4	84	
IN12-4.40.1.1	IN12-4	40	1	1	4	84	
IN12-4.40.1.2	IN12-4	40	1	2	4	84	
IN12-8-3.40.1.1	IN12-8-3	40	1	1	4	76.66	
IN12-8-3.40.1.2	IN12-8-3	40	1	2	4	75.55	
IN12-9-4.40.1.1	IN12-9-4	40	1	1	4	38.94	
IN12-9-4.40.1.2	IN12-9-4	40	1	2	4	37.75	
IN12-9-6.40.1.1	IN12-9-6	40	1	1	4	74.78	
IN12-9-6.40.1.2	IN12-9-6	40	1	2	4	74.45	
IN12-PO-3.40.1.1	IN12-PO-3	40	1	1	4	49.26	
IN12-PO-3.40.1.2	IN12-PO-3	40	1	2	4	49.36	
Md10.40.1.1	Md10	40	1	1	4	84	
Md10.40.1.2	Md10	40	1	2	4	84	
Md3.40.1.1	Md3	40	1	1	4	84	
Md3.40.1.2	Md3	40	1	2	4	84	
Md5.40.1.1	Md5	40	1	1	4	45.04	
Md5.40.1.2	Md5	40	1	2	4	43.84	
Md6.40.1.1	Md6	40	1	1	4	84	
Md6.40.1.2	Md6	40	1	2	4	84	
Md7.40.1.1	Md7	40	1	1	4	84	
Md7.40.1.2	Md7	40	1	2	4	84	
MP144.40.1.1	MP144	40	1	1	4	33.24	
MP144.40.1.2	MP144	40	1	2	4	35.63	
MP220.40.1.1	MP220	40	1	1	4	84	
MP220.40.1.2	MP220	40	1	2	4	84	
MP223.40.1.1	MP223	40	1	1	4	52.93	
MP223.40.1.2	MP223	40	1	2	4	48.53	
MP249.40.1.1	MP249	40	1	1	4	63.83	
MP249.40.1.2	MP249	40	1	2	4	63.29	
MP250.40.1.1	MP250	40	1	1	4	59.76	
MP250.40.1.2	MP250	40	1	2	4	60.35	
MP258.40.1.1	MP258	40	1	1	4	60	
MP258.40.1.2	MP258	40	1	2	4	59.75	
TN262.40.1.1	TN262	40	1	1	4	67.54	
TN262.40.1.2	TN262	40	1	2	4	66.65	
TN264.40.1.1	TN264	40	1	1	4	59.63	
TN264.40.1.2	TN264	40	1	2	4	58.69	
TN270.40.1.1	TN270	40	1	1	4	84	
TN270.40.1.2	TN270	40	1	2	4	84	
TN279.40.1.1	TN279	40	1	1	4	84	
TN279.40.1.2	TN279	40	1	2	4	84	
TN280.40.1.1	TN280	40	1	1	4	84	
TN280.40.1.2	TN280	40	1	2	4	84	
TN380.40.1.1	TN380	40	1	1	4	84	
TN380.40.1.2	TN380	40	1	2	4	84	
TN4.40.1.1	TN4	40	1	1	4	84	
TN4.40.1.2	TN4	40	1	2	4	84	
TN501.40.1.1	TN501	40	1	1	4	51.53	
TN501.40.1.2	TN501	40	1	2	4	52.42	
TN550.40.1.1	TN550	40	1	1	4	61.1	
TN550.40.1.2	TN550	40	1	2	4	58.44	
W12-6.40.1.1	W12-6	40	1	1	4	37.34	
W12-6.40.1.2	W12-6	40	1	2	4	37.16	
W23.40.1.1	W23	40	1	1	4	52.1	
W23.40.1.2	W23	40	1	2	4	58.26	
W3-5.40.1.1	W3-5	40	1	1	4	35.59	
W3-5.40.1.2	W3-5	40	1	2	4	35.88	
Dm13.40.2.1	Dm13	40	2	1	4	84	
Dm13.40.2.2	Dm13	40	2	2	4	84	
Et12.40.2.1	Et12	40	2	1	4	84	
Et12.40.2.2	Et12	40	2	2	4	84	
Et14.40.2.1	Et14	40	2	1	4	84	
Et14.40.2.2	Et14	40	2	2	4	84	
Et17.40.2.1	Et17	40	2	1	4	78.54	
Et17.40.2.2	Et17	40	2	2	4	79.94	
Et18.40.2.1	Et18	40	2	1	4	84	
Et18.40.2.2	Et18	40	2	2	4	84	
IN12-4.40.2.1	IN12-4	40	2	1	4	84	
IN12-4.40.2.2	IN12-4	40	2	2	4	84	
IN12-8-3.40.2.1	IN12-8-3	40	2	1	4	84	
IN12-8-3.40.2.2	IN12-8-3	40	2	2	4	84	
IN12-9-4.40.2.1	IN12-9-4	40	2	1	4	34.15	
IN12-9-4.40.2.2	IN12-9-4	40	2	2	4	33.85	
IN12-9-6.40.2.1	IN12-9-6	40	2	1	4	84	
IN12-9-6.40.2.2	IN12-9-6	40	2	2	4	84	
IN12-PO-3.40.2.1	IN12-PO-3	40	2	1	4	71.43	
IN12-PO-3.40.2.2	IN12-PO-3	40	2	2	4	71.69	
Md10.40.2.1	Md10	40	2	1	4	84	
Md10.40.2.2	Md10	40	2	2	4	84	
Md3.40.2.1	Md3	40	2	1	4	79.5	
Md3.40.2.2	Md3	40	2	2	4	84	
Md5.40.2.1	Md5	40	2	1	4	75.85	
Md5.40.2.2	Md5	40	2	2	4	74.21	
Md6.40.2.1	Md6	40	2	1	4	84	
Md6.40.2.2	Md6	40	2	2	4	84	
Md7.40.2.1	Md7	40	2	1	4	84	
Md7.40.2.2	Md7	40	2	2	4	84	
MP144.40.2.1	MP144	40	2	1	4	26.85	
MP144.40.2.2	MP144	40	2	2	4	27.17	
MP220.40.2.1	MP220	40	2	1	4	84	
MP220.40.2.2	MP220	40	2	2	4	84	
MP223.40.2.1	MP223	40	2	1	4	33.58	
MP223.40.2.2	MP223	40	2	2	4	33.3	
MP249.40.2.1	MP249	40	2	1	4	60.31	
MP249.40.2.2	MP249	40	2	2	4	59.37	
MP250.40.2.1	MP250	40	2	1	4	59.84	
MP250.40.2.2	MP250	40	2	2	4	59.06	
MP258.40.2.1	MP258	40	2	1	4	59.83	
MP258.40.2.2	MP258	40	2	2	4	63.21	
TN262.40.2.1	TN262	40	2	1	4	84	
TN262.40.2.2	TN262	40	2	2	4	84	
TN264.40.2.1	TN264	40	2	1	4	54.02	
TN264.40.2.2	TN264	40	2	2	4	45.68	
TN270.40.2.1	TN270	40	2	1	4	68.99	
TN270.40.2.2	TN270	40	2	2	4	69.09	
TN279.40.2.1	TN279	40	2	1	4	84	
TN279.40.2.2	TN279	40	2	2	4	84	
TN280.40.2.1	TN280	40	2	1	4	84	
TN280.40.2.2	TN280	40	2	2	4	84	
TN380.40.2.1	TN380	40	2	1	4	84	
TN380.40.2.2	TN380	40	2	2	4	84	
TN4.40.2.1	TN4	40	2	1	4	84	
TN4.40.2.2	TN4	40	2	2	4	84	
TN501.40.2.1	TN501	40	2	1	4	60.63	
TN501.40.2.2	TN501	40	2	2	4	60.71	
TN550.40.2.1	TN550	40	2	1	4	75.52	
TN550.40.2.2	TN550	40	2	2	4	75.21	
W12-6.40.2.1	W12-6	40	2	1	4	27.2	
W12-6.40.2.2	W12-6	40	2	2	4	30.23	
W23.40.2.1	W23	40	2	1	4	46.06	
W23.40.2.2	W23	40	2	2	4	49.84	
W3-5.40.2.1	W3-5	40	2	1	4	31.49	
W3-5.40.2.2	W3-5	40	2	2	4	30.65	
Dm13.15.1.1	Dm13	15	1	1	5	62.68	
Dm13.15.1.2	Dm13	15	1	2	5	63.48	
Et12.15.1.1	Et12	15	1	1	5	64.49	
Et12.15.1.2	Et12	15	1	2	5	62.54	
Et14.15.1.1	Et14	15	1	1	5	57.02	
Et14.15.1.2	Et14	15	1	2	5	57.54	
Et17.15.1.1	Et17	15	1	1	5	60.17	
Et17.15.1.2	Et17	15	1	2	5	65.81	
Et18.15.1.1	Et18	15	1	1	5	58.5	
Et18.15.1.2	Et18	15	1	2	5	59.92	
IN12-4.15.1.1	IN12-4	15	1	1	5	55.02	
IN12-4.15.1.2	IN12-4	15	1	2	5	52.99	
IN12-8-3.15.1.1	IN12-8-3	15	1	1	5	65.9	
IN12-8-3.15.1.2	IN12-8-3	15	1	2	5	63.99	
IN12-9-4.15.1.1	IN12-9-4	15	1	1	5	65.46	
IN12-9-4.15.1.2	IN12-9-4	15	1	2	5	65.11	
IN12-9-6.15.1.1	IN12-9-6	15	1	1	5	55.87	
IN12-9-6.15.1.2	IN12-9-6	15	1	2	5	58.74	
IN12-PO-3.15.1.1	IN12-PO-3	15	1	1	5	57.01	
IN12-PO-3.15.1.2	IN12-PO-3	15	1	2	5	56.43	
Md10.15.1.1	Md10	15	1	1	5	54.46	
Md10.15.1.2	Md10	15	1	2	5	54.65	
Md3.15.1.1	Md3	15	1	1	5	52.95	
Md3.15.1.2	Md3	15	1	2	5	52.32	
Md5.15.1.1	Md5	15	1	1	5	58.77	
Md5.15.1.2	Md5	15	1	2	5	59.16	
Md6.15.1.1	Md6	15	1	1	5	56.96	
Md6.15.1.2	Md6	15	1	2	5	57.09	
Md7.15.1.1	Md7	15	1	1	5	53.97	
Md7.15.1.2	Md7	15	1	2	5	54.95	
MP144.15.1.1	MP144	15	1	1	5	48.46	
MP144.15.1.2	MP144	15	1	2	5	48.69	
MP220.15.1.1	MP220	15	1	1	5	55.09	
MP220.15.1.2	MP220	15	1	2	5	55.09	
MP223.15.1.1	MP223	15	1	1	5	49.08	
MP223.15.1.2	MP223	15	1	2	5	46.66	
MP249.15.1.1	MP249	15	1	1	5	52.58	
MP249.15.1.2	MP249	15	1	2	5	52.24	
MP250.15.1.1	MP250	15	1	1	5	58.9	
MP250.15.1.2	MP250	15	1	2	5	58.05	
MP258.15.1.1	MP258	15	1	1	5	67.52	
MP258.15.1.2	MP258	15	1	2	5	68.07	
TN262.15.1.1	TN262	15	1	1	5	54.86	
TN262.15.1.2	TN262	15	1	2	5	53.94	
TN264.15.1.1	TN264	15	1	1	5	63.46	
TN264.15.1.2	TN264	15	1	2	5	60.42	
TN270.15.1.1	TN270	15	1	1	5	64.38	
TN270.15.1.2	TN270	15	1	2	5	66.13	
TN279.15.1.1	TN279	15	1	1	5	56.37	
TN279.15.1.2	TN279	15	1	2	5	55.23	
TN280.15.1.1	TN280	15	1	1	5	52.66	
TN280.15.1.2	TN280	15	1	2	5	52.73	
TN380.15.1.1	TN380	15	1	1	5	45.53	
TN380.15.1.2	TN380	15	1	2	5	51.08	
TN4.15.1.1	TN4	15	1	1	5	45.13	
TN4.15.1.2	TN4	15	1	2	5	46.11	
TN501.15.1.1	TN501	15	1	1	5	38.2	
TN501.15.1.2	TN501	15	1	2	5	38.25	
TN550.15.1.1	TN550	15	1	1	5	55.46	
TN550.15.1.2	TN550	15	1	2	5	55.44	
W12-6.15.1.1	W12-6	15	1	1	5	55.5	
W12-6.15.1.2	W12-6	15	1	2	5	54.52	
W23.15.1.1	W23	15	1	1	5	58.3	
W23.15.1.2	W23	15	1	2	5	60.24	
W3-5.15.1.1	W3-5	15	1	1	5	57.71	
W3-5.15.1.2	W3-5	15	1	2	5	53.88	
Dm13.15.2.1	Dm13	15	2	1	5	61.84	
Dm13.15.2.2	Dm13	15	2	2	5	60.22	
Et12.15.2.1	Et12	15	2	1	5	67.37	
Et12.15.2.2	Et12	15	2	2	5	63.52	
Et14.15.2.1	Et14	15	2	1	5	58.89	
Et14.15.2.2	Et14	15	2	2	5	59.43	
Et17.15.2.1	Et17	15	2	1	5	62.48	
Et17.15.2.2	Et17	15	2	2	5	62.07	
Et18.15.2.1	Et18	15	2	1	5	58.34	
Et18.15.2.2	Et18	15	2	2	5	59.23	
IN12-4.15.2.1	IN12-4	15	2	1	5	54.94	
IN12-4.15.2.2	IN12-4	15	2	2	5	54.09	
IN12-8-3.15.2.1	IN12-8-3	15	2	1	5	65.22	
IN12-8-3.15.2.2	IN12-8-3	15	2	2	5	66.2	
IN12-9-4.15.2.1	IN12-9-4	15	2	1	5	67.26	
IN12-9-4.15.2.2	IN12-9-4	15	2	2	5	65.85	
IN12-9-6.15.2.1	IN12-9-6	15	2	1	5	63.03	
IN12-9-6.15.2.2	IN12-9-6	15	2	2	5	59.7	
IN12-PO-3.15.2.1	IN12-PO-3	15	2	1	5	58.86	
IN12-PO-3.15.2.2	IN12-PO-3	15	2	2	5	58.65	
Md10.15.2.1	Md10	15	2	1	5	54.37	
Md10.15.2.2	Md10	15	2	2	5	54.37	
Md3.15.2.1	Md3	15	2	1	5	54.78	
Md3.15.2.2	Md3	15	2	2	5	54.78	
Md5.15.2.1	Md5	15	2	1	5	57.69	
Md5.15.2.2	Md5	15	2	2	5	57.71	
Md6.15.2.1	Md6	15	2	1	5	58.63	
Md6.15.2.2	Md6	15	2	2	5	57.4	
Md7.15.2.1	Md7	15	2	1	5	52.78	
Md7.15.2.2	Md7	15	2	2	5	52.31	
MP144.15.2.1	MP144	15	2	1	5	47.36	
MP144.15.2.2	MP144	15	2	2	5	46.81	
MP220.15.2.1	MP220	15	2	1	5	53.78	
MP220.15.2.2	MP220	15	2	2	5	53.59	
MP223.15.2.1	MP223	15	2	1	5	45.53	
MP223.15.2.2	MP223	15	2	2	5	45.53	
MP249.15.2.1	MP249	15	2	1	5	52.77	
MP249.15.2.2	MP249	15	2	2	5	52.12	
MP250.15.2.1	MP250	15	2	1	5	56.96	
MP250.15.2.2	MP250	15	2	2	5	57.09	
MP258.15.2.1	MP258	15	2	1	5	64.88	
MP258.15.2.2	MP258	15	2	2	5	61.62	
TN262.15.2.1	TN262	15	2	1	5	52.99	
TN262.15.2.2	TN262	15	2	2	5	52.07	
TN264.15.2.1	TN264	15	2	1	5	65.95	
TN264.15.2.2	TN264	15	2	2	5	61.29	
TN270.15.2.1	TN270	15	2	1	5	66.95	
TN270.15.2.2	TN270	15	2	2	5	65.09	
TN279.15.2.1	TN279	15	2	1	5	57.87	
TN279.15.2.2	TN279	15	2	2	5	55.58	
TN280.15.2.1	TN280	15	2	1	5	53.91	
TN280.15.2.2	TN280	15	2	2	5	53.89	
TN380.15.2.1	TN380	15	2	1	5	45.99	
TN380.15.2.2	TN380	15	2	2	5	48.66	
TN4.15.2.1	TN4	15	2	1	5	41.18	
TN4.15.2.2	TN4	15	2	2	5	41.55	
TN501.15.2.1	TN501	15	2	1	5	41.5	
TN501.15.2.2	TN501	15	2	2	5	41.16	
TN550.15.2.1	TN550	15	2	1	5	57.01	
TN550.15.2.2	TN550	15	2	2	5	56.17	
W12-6.15.2.1	W12-6	15	2	1	5	56.72	
W12-6.15.2.2	W12-6	15	2	2	5	56.72	
W23.15.2.1	W23	15	2	1	5	55.42	
W23.15.2.2	W23	15	2	2	5	55.42	
W3-5.15.2.1	W3-5	15	2	1	5	58.93	
W3-5.15.2.2	W3-5	15	2	2	5	57.18	
Dm13.20.1.1	Dm13	20	1	1	5	84	
Dm13.20.1.2	Dm13	20	1	2	5	84	
Et12.20.1.1	Et12	20	1	1	5	84	
Et12.20.1.2	Et12	20	1	2	5	84	
Et14.20.1.1	Et14	20	1	1	5	84	
Et14.20.1.2	Et14	20	1	2	5	84	
Et17.20.1.1	Et17	20	1	1	5	84	
Et17.20.1.2	Et17	20	1	2	5	84	
Et18.20.1.1	Et18	20	1	1	5	84	
Et18.20.1.2	Et18	20	1	2	5	84	
IN12-4.20.1.1	IN12-4	20	1	1	5	84	
IN12-4.20.1.2	IN12-4	20	1	2	5	84	
IN12-8-3.20.1.1	IN12-8-3	20	1	1	5	84	
IN12-8-3.20.1.2	IN12-8-3	20	1	2	5	84	
IN12-9-4.20.1.1	IN12-9-4	20	1	1	5	84	
IN12-9-4.20.1.2	IN12-9-4	20	1	2	5	84	
IN12-9-6.20.1.1	IN12-9-6	20	1	1	5	84	
IN12-9-6.20.1.2	IN12-9-6	20	1	2	5	84	
IN12-PO-3.20.1.1	IN12-PO-3	20	1	1	5	84	
IN12-PO-3.20.1.2	IN12-PO-3	20	1	2	5	84	
Md10.20.1.1	Md10	20	1	1	5	84	
Md10.20.1.2	Md10	20	1	2	5	84	
Md3.20.1.1	Md3	20	1	1	5	84	
Md3.20.1.2	Md3	20	1	2	5	84	
Md5.20.1.1	Md5	20	1	1	5	84	
Md5.20.1.2	Md5	20	1	2	5	84	
Md6.20.1.1	Md6	20	1	1	5	84	
Md6.20.1.2	Md6	20	1	2	5	84	
Md7.20.1.1	Md7	20	1	1	5	84	
Md7.20.1.2	Md7	20	1	2	5	84	
MP144.20.1.1	MP144	20	1	1	5	84	
MP144.20.1.2	MP144	20	1	2	5	84	
MP220.20.1.1	MP220	20	1	1	5	84	
MP220.20.1.2	MP220	20	1	2	5	84	
MP223.20.1.1	MP223	20	1	1	5	73.27	
MP223.20.1.2	MP223	20	1	2	5	73.79	
MP249.20.1.1	MP249	20	1	1	5	84	
MP249.20.1.2	MP249	20	1	2	5	84	
MP250.20.1.1	MP250	20	1	1	5	84	
MP250.20.1.2	MP250	20	1	2	5	84	
MP258.20.1.1	MP258	20	1	1	5	84	
MP258.20.1.2	MP258	20	1	2	5	84	
TN262.20.1.1	TN262	20	1	1	5	84	
TN262.20.1.2	TN262	20	1	2	5	84	
TN264.20.1.1	TN264	20	1	1	5	84	
TN264.20.1.2	TN264	20	1	2	5	84	
TN270.20.1.1	TN270	20	1	1	5	84	
TN270.20.1.2	TN270	20	1	2	5	84	
TN279.20.1.1	TN279	20	1	1	5	84	
TN279.20.1.2	TN279	20	1	2	5	84	
TN280.20.1.1	TN280	20	1	1	5	84	
TN280.20.1.2	TN280	20	1	2	5	84	
TN380.20.1.1	TN380	20	1	1	5	61.56	
TN380.20.1.2	TN380	20	1	2	5	66.73	
TN4.20.1.1	TN4	20	1	1	5	84	
TN4.20.1.2	TN4	20	1	2	5	84	
TN501.20.1.1	TN501	20	1	1	5	70.58	
TN501.20.1.2	TN501	20	1	2	5	75.4	
TN550.20.1.1	TN550	20	1	1	5	84	
TN550.20.1.2	TN550	20	1	2	5	84	
W12-6.20.1.1	W12-6	20	1	1	5	84	
W12-6.20.1.2	W12-6	20	1	2	5	84	
W23.20.1.1	W23	20	1	1	5	84	
W23.20.1.2	W23	20	1	2	5	84	
W3-5.20.1.1	W3-5	20	1	1	5	84	
W3-5.20.1.2	W3-5	20	1	2	5	84	
Dm13.20.2.1	Dm13	20	2	1	5	84	
Dm13.20.2.2	Dm13	20	2	2	5	84	
Et12.20.2.1	Et12	20	2	1	5	84	
Et12.20.2.2	Et12	20	2	2	5	84	
Et14.20.2.1	Et14	20	2	1	5	84	
Et14.20.2.2	Et14	20	2	2	5	84	
Et17.20.2.1	Et17	20	2	1	5	84	
Et17.20.2.2	Et17	20	2	2	5	84	
Et18.20.2.1	Et18	20	2	1	5	84	
Et18.20.2.2	Et18	20	2	2	5	84	
IN12-4.20.2.1	IN12-4	20	2	1	5	84	
IN12-4.20.2.2	IN12-4	20	2	2	5	84	
IN12-8-3.20.2.1	IN12-8-3	20	2	1	5	84	
IN12-8-3.20.2.2	IN12-8-3	20	2	2	5	84	
IN12-9-4.20.2.1	IN12-9-4	20	2	1	5	84	
IN12-9-4.20.2.2	IN12-9-4	20	2	2	5	84	
IN12-9-6.20.2.1	IN12-9-6	20	2	1	5	84	
IN12-9-6.20.2.2	IN12-9-6	20	2	2	5	84	
IN12-PO-3.20.2.1	IN12-PO-3	20	2	1	5	84	
IN12-PO-3.20.2.2	IN12-PO-3	20	2	2	5	84	
Md10.20.2.1	Md10	20	2	1	5	84	
Md10.20.2.2	Md10	20	2	2	5	84	
Md3.20.2.1	Md3	20	2	1	5	84	
Md3.20.2.2	Md3	20	2	2	5	84	
Md5.20.2.1	Md5	20	2	1	5	84	
Md5.20.2.2	Md5	20	2	2	5	84	
Md6.20.2.1	Md6	20	2	1	5	84	
Md6.20.2.2	Md6	20	2	2	5	84	
Md7.20.2.1	Md7	20	2	1	5	84	
Md7.20.2.2	Md7	20	2	2	5	84	
MP144.20.2.1	MP144	20	2	1	5	84	
MP144.20.2.2	MP144	20	2	2	5	84	
MP220.20.2.1	MP220	20	2	1	5	84	
MP220.20.2.2	MP220	20	2	2	5	84	
MP223.20.2.1	MP223	20	2	1	5	72.26	
MP223.20.2.2	MP223	20	2	2	5	71.21	
MP249.20.2.1	MP249	20	2	1	5	84	
MP249.20.2.2	MP249	20	2	2	5	84	
MP250.20.2.1	MP250	20	2	1	5	84	
MP250.20.2.2	MP250	20	2	2	5	84	
MP258.20.2.1	MP258	20	2	1	5	84	
MP258.20.2.2	MP258	20	2	2	5	84	
TN262.20.2.1	TN262	20	2	1	5	84	
TN262.20.2.2	TN262	20	2	2	5	84	
TN264.20.2.1	TN264	20	2	1	5	84	
TN264.20.2.2	TN264	20	2	2	5	84	
TN270.20.2.1	TN270	20	2	1	5	84	
TN270.20.2.2	TN270	20	2	2	5	84	
TN279.20.2.1	TN279	20	2	1	5	84	
TN279.20.2.2	TN279	20	2	2	5	84	
TN280.20.2.1	TN280	20	2	1	5	84	
TN280.20.2.2	TN280	20	2	2	5	84	
TN380.20.2.1	TN380	20	2	1	5	65.75	
TN380.20.2.2	TN380	20	2	2	5	66.54	
TN4.20.2.1	TN4	20	2	1	5	84	
TN4.20.2.2	TN4	20	2	2	5	84	
TN501.20.2.1	TN501	20	2	1	5	76.32	
TN501.20.2.2	TN501	20	2	2	5	73.38	
TN550.20.2.1	TN550	20	2	1	5	84	
TN550.20.2.2	TN550	20	2	2	5	84	
W12-6.20.2.1	W12-6	20	2	1	5	84	
W12-6.20.2.2	W12-6	20	2	2	5	84	
W23.20.2.1	W23	20	2	1	5	84	
W23.20.2.2	W23	20	2	2	5	84	
W3-5.20.2.1	W3-5	20	2	1	5	84	
W3-5.20.2.2	W3-5	20	2	2	5	84	
Dm13.25.1.1	Dm13	25	1	1	5	84	
Dm13.25.1.2	Dm13	25	1	2	5	84	
Et12.25.1.1	Et12	25	1	1	5	84	
Et12.25.1.2	Et12	25	1	2	5	84	
Et14.25.1.1	Et14	25	1	1	5	84	
Et14.25.1.2	Et14	25	1	2	5	84	
Et17.25.1.1	Et17	25	1	1	5	84	
Et17.25.1.2	Et17	25	1	2	5	84	
Et18.25.1.1	Et18	25	1	1	5	84	
Et18.25.1.2	Et18	25	1	2	5	84	
IN12-4.25.1.1	IN12-4	25	1	1	5	84	
IN12-4.25.1.2	IN12-4	25	1	2	5	84	
IN12-8-3.25.1.1	IN12-8-3	25	1	1	5	84	
IN12-8-3.25.1.2	IN12-8-3	25	1	2	5	84	
IN12-9-4.25.1.1	IN12-9-4	25	1	1	5	84	
IN12-9-4.25.1.2	IN12-9-4	25	1	2	5	84	
IN12-9-6.25.1.1	IN12-9-6	25	1	1	5	84	
IN12-9-6.25.1.2	IN12-9-6	25	1	2	5	84	
IN12-PO-3.25.1.1	IN12-PO-3	25	1	1	5	84	
IN12-PO-3.25.1.2	IN12-PO-3	25	1	2	5	84	
Md10.25.1.1	Md10	25	1	1	5	84	
Md10.25.1.2	Md10	25	1	2	5	84	
Md3.25.1.1	Md3	25	1	1	5	84	
Md3.25.1.2	Md3	25	1	2	5	84	
Md5.25.1.1	Md5	25	1	1	5	84	
Md5.25.1.2	Md5	25	1	2	5	84	
Md6.25.1.1	Md6	25	1	1	5	84	
Md6.25.1.2	Md6	25	1	2	5	84	
Md7.25.1.1	Md7	25	1	1	5	84	
Md7.25.1.2	Md7	25	1	2	5	84	
MP144.25.1.1	MP144	25	1	1	5	84	
MP144.25.1.2	MP144	25	1	2	5	84	
MP220.25.1.1	MP220	25	1	1	5	84	
MP220.25.1.2	MP220	25	1	2	5	84	
MP223.25.1.1	MP223	25	1	1	5	84	
MP223.25.1.2	MP223	25	1	2	5	84	
MP249.25.1.1	MP249	25	1	1	5	84	
MP249.25.1.2	MP249	25	1	2	5	84	
MP250.25.1.1	MP250	25	1	1	5	84	
MP250.25.1.2	MP250	25	1	2	5	84	
MP258.25.1.1	MP258	25	1	1	5	84	
MP258.25.1.2	MP258	25	1	2	5	84	
TN262.25.1.1	TN262	25	1	1	5	84	
TN262.25.1.2	TN262	25	1	2	5	84	
TN264.25.1.1	TN264	25	1	1	5	84	
TN264.25.1.2	TN264	25	1	2	5	84	
TN270.25.1.1	TN270	25	1	1	5	84	
TN270.25.1.2	TN270	25	1	2	5	84	
TN279.25.1.1	TN279	25	1	1	5	84	
TN279.25.1.2	TN279	25	1	2	5	84	
TN280.25.1.1	TN280	25	1	1	5	84	
TN280.25.1.2	TN280	25	1	2	5	84	
TN380.25.1.1	TN380	25	1	1	5	63.78	
TN380.25.1.2	TN380	25	1	2	5	61.24	
TN4.25.1.1	TN4	25	1	1	5	84	
TN4.25.1.2	TN4	25	1	2	5	84	
TN501.25.1.1	TN501	25	1	1	5	84	
TN501.25.1.2	TN501	25	1	2	5	84	
TN550.25.1.1	TN550	25	1	1	5	84	
TN550.25.1.2	TN550	25	1	2	5	84	
W12-6.25.1.1	W12-6	25	1	1	5	84	
W12-6.25.1.2	W12-6	25	1	2	5	84	
W23.25.1.1	W23	25	1	1	5	84	
W23.25.1.2	W23	25	1	2	5	84	
W3-5.25.1.1	W3-5	25	1	1	5	84	
W3-5.25.1.2	W3-5	25	1	2	5	84	
Dm13.25.2.1	Dm13	25	2	1	5	84	
Dm13.25.2.2	Dm13	25	2	2	5	84	
Et12.25.2.1	Et12	25	2	1	5	84	
Et12.25.2.2	Et12	25	2	2	5	84	
Et14.25.2.1	Et14	25	2	1	5	84	
Et14.25.2.2	Et14	25	2	2	5	84	
Et17.25.2.1	Et17	25	2	1	5	84	
Et17.25.2.2	Et17	25	2	2	5	84	
Et18.25.2.1	Et18	25	2	1	5	84	
Et18.25.2.2	Et18	25	2	2	5	84	
IN12-4.25.2.1	IN12-4	25	2	1	5	84	
IN12-4.25.2.2	IN12-4	25	2	2	5	84	
IN12-8-3.25.2.1	IN12-8-3	25	2	1	5	84	
IN12-8-3.25.2.2	IN12-8-3	25	2	2	5	84	
IN12-9-4.25.2.1	IN12-9-4	25	2	1	5	84	
IN12-9-4.25.2.2	IN12-9-4	25	2	2	5	84	
IN12-9-6.25.2.1	IN12-9-6	25	2	1	5	84	
IN12-9-6.25.2.2	IN12-9-6	25	2	2	5	84	
IN12-PO-3.25.2.1	IN12-PO-3	25	2	1	5	84	
IN12-PO-3.25.2.2	IN12-PO-3	25	2	2	5	84	
Md10.25.2.1	Md10	25	2	1	5	84	
Md10.25.2.2	Md10	25	2	2	5	84	
Md3.25.2.1	Md3	25	2	1	5	84	
Md3.25.2.2	Md3	25	2	2	5	84	
Md5.25.2.1	Md5	25	2	1	5	84	
Md5.25.2.2	Md5	25	2	2	5	84	
Md6.25.2.1	Md6	25	2	1	5	84	
Md6.25.2.2	Md6	25	2	2	5	84	
Md7.25.2.1	Md7	25	2	1	5	84	
Md7.25.2.2	Md7	25	2	2	5	84	
MP144.25.2.1	MP144	25	2	1	5	84	
MP144.25.2.2	MP144	25	2	2	5	84	
MP220.25.2.1	MP220	25	2	1	5	84	
MP220.25.2.2	MP220	25	2	2	5	84	
MP223.25.2.1	MP223	25	2	1	5	84	
MP223.25.2.2	MP223	25	2	2	5	84	
MP249.25.2.1	MP249	25	2	1	5	84	
MP249.25.2.2	MP249	25	2	2	5	84	
MP250.25.2.1	MP250	25	2	1	5	84	
MP250.25.2.2	MP250	25	2	2	5	84	
MP258.25.2.1	MP258	25	2	1	5	84	
MP258.25.2.2	MP258	25	2	2	5	84	
TN262.25.2.1	TN262	25	2	1	5	84	
TN262.25.2.2	TN262	25	2	2	5	84	
TN264.25.2.1	TN264	25	2	1	5	84	
