code	isolate	temp_C	replicate	axis	dpi	col_diam_mm	
TN4.40.2.2	TN4	40	2	2	2	51.52	
TN501.40.2.1	TN501	40	2	1	2	31.38	
TN501.40.2.2	TN501	40	2	2	2	32.47	
TN550.40.2.1	TN550	40	2	1	2	37.91	
TN550.40.2.2	TN550	40	2	2	2	37.25	
W12-6.40.2.1	W12-6	40	2	1	2	22.57	
W12-6.40.2.2	W12-6	40	2	2	2	22.82	
W23.40.2.1	W23	40	2	1	2	36.75	
W23.40.2.2	W23	40	2	2	2	36.45	
W3-5.40.2.1	W3-5	40	2	1	2	28	
W3-5.40.2.2	W3-5	40	2	2	2	27.7	
Dm13.15.1.1	Dm13	15	1	1	3	38.64	
Dm13.15.1.2	Dm13	15	1	2	3	40.18	
Et12.15.1.1	Et12	15	1	1	3	40.76	
Et12.15.1.2	Et12	15	1	2	3	40.37	
Et14.15.1.1	Et14	15	1	1	3	35.05	
Et14.15.1.2	Et14	15	1	2	3	34.75	
Et17.15.1.1	Et17	15	1	1	3	35.4	
Et17.15.1.2	Et17	15	1	2	3	38.55	
Et18.15.1.1	Et18	15	1	1	3	38.08	
Et18.15.1.2	Et18	15	1	2	3	38.06	
IN12-4.15.1.1	IN12-4	15	1	1	3	36.6	
IN12-4.15.1.2	IN12-4	15	1	2	3	34.92	
IN12-8-3.15.1.1	IN12-8-3	15	1	1	3	41.45	
IN12-8-3.15.1.2	IN12-8-3	15	1	2	3	38.08	
IN12-9-4.15.1.1	IN12-9-4	15	1	1	3	38.44	
IN12-9-4.15.1.2	IN12-9-4	15	1	2	3	37.58	
IN12-9-6.15.1.1	IN12-9-6	15	1	1	3	33.41	
IN12-9-6.15.1.2	IN12-9-6	15	1	2	3	34.65	
IN12-PO-3.15.1.1	IN12-PO-3	15	1	1	3	35.05	
IN12-PO-3.15.1.2	IN12-PO-3	15	1	2	3	34.42	
Md10.15.1.1	Md10	15	1	1	3	34.45	
Md10.15.1.2	Md10	15	1	2	3	33.74	
Md3.15.1.1	Md3	15	1	1	3	32.12	
Md3.15.1.2	Md3	15	1	2	3	32.94	
Md5.15.1.1	Md5	15	1	1	3	35.48	
Md5.15.1.2	Md5	15	1	2	3	36.07	
Md6.15.1.1	Md6	15	1	1	3	36.19	
Md6.15.1.2	Md6	15	1	2	3	35.22	
Md7.15.1.1	Md7	15	1	1	3	34.17	
Md7.15.1.2	Md7	15	1	2	3	34.08	
MP144.15.1.1	MP144	15	1	1	3	31.98	
MP144.15.1.2	MP144	15	1	2	3	31.26	
MP220.15.1.1	MP220	15	1	1	3	31.68	
MP220.15.1.2	MP220	15	1	2	3	31.96	
MP223.15.1.1	MP223	15	1	1	3	32.71	
MP223.15.1.2	MP223	15	1	2	3	30.63	
MP249.15.1.1	MP249	15	1	1	3	31.34	
MP249.15.1.2	MP249	15	1	2	3	29.75	
MP250.15.1.1	MP250	15	1	1	3	33.49	
MP250.15.1.2	MP250	15	1	2	3	32.85	
MP258.15.1.1	MP258	15	1	1	3	33.84	
MP258.15.1.2	MP258	15	1	2	3	34.43	
TN262.15.1.1	TN262	15	1	1	3	32.24	
TN262.15.1.2	TN262	15	1	2	3	32.35	
TN264.15.1.1	TN264	15	1	1	3	38.04	
TN264.15.1.2	TN264	15	1	2	3	35.71	
TN270.15.1.1	TN270	15	1	1	3	36.09	
TN270.15.1.2	TN270	15	1	2	3	35.89	
TN279.15.1.1	TN279	15	1	1	3	31.24	
TN279.15.1.2	TN279	15	1	2	3	30.94	
TN280.15.1.1	TN280	15	1	1	3	31.11	
TN280.15.1.2	TN280	15	1	2	3	31.11	
TN380.15.1.1	TN380	15	1	1	3	25.76	
TN380.15.1.2	TN380	15	1	2	3	28.44	
TN4.15.1.1	TN4	15	1	1	3	22.49	
TN4.15.1.2	TN4	15	1	2	3	22.35	
TN501.15.1.1	TN501	15	1	1	3	24.83	
TN501.15.1.2	TN501	15	1	2	3	23.64	
TN550.15.1.1	TN550	15	1	1	3	29.27	
TN550.15.1.2	TN550	15	1	2	3	28.97	
W12-6.15.1.1	W12-6	15	1	1	3	29.23	
W12-6.15.1.2	W12-6	15	1	2	3	28.59	
W23.15.1.1	W23	15	1	1	3	32.58	
W23.15.1.2	W23	15	1	2	3	32.58	
W3-5.15.1.1	W3-5	15	1	1	3	31.76	
W3-5.15.1.2	W3-5	15	1	2	3	28.56	
Dm13.15.2.1	Dm13	15	2	1	3	38.93	
Dm13.15.2.2	Dm13	15	2	2	3	39.87	
Et12.15.2.1	Et12	15	2	1	3	40.06	
Et12.15.2.2	Et12	15	2	2	3	38.37	
Et14.15.2.1	Et14	15	2	1	3	36.82	
Et14.15.2.2	Et14	15	2	2	3	35.73	
Et17.15.2.1	Et17	15	2	1	3	37.35	
Et17.15.2.2	Et17	15	2	2	3	36.49	
Et18.15.2.1	Et18	15	2	1	3	35.87	
Et18.15.2.2	Et18	15	2	2	3	36.27	
IN12-4.15.2.1	IN12-4	15	2	1	3	33.77	
IN12-4.15.2.2	IN12-4	15	2	2	3	34	
IN12-8-3.15.2.1	IN12-8-3	15	2	1	3	41.41	
IN12-8-3.15.2.2	IN12-8-3	15	2	2	3	43.93	
IN12-9-4.15.2.1	IN12-9-4	15	2	1	3	38.33	
IN12-9-4.15.2.2	IN12-9-4	15	2	2	3	38.33	
IN12-9-6.15.2.1	IN12-9-6	15	2	1	3	37.78	
IN12-9-6.15.2.2	IN12-9-6	15	2	2	3	36.03	
IN12-PO-3.15.2.1	IN12-PO-3	15	2	1	3	37.24	
IN12-PO-3.15.2.2	IN12-PO-3	15	2	2	3	34.75	
Md10.15.2.1	Md10	15	2	1	3	34.68	
Md10.15.2.2	Md10	15	2	2	3	34.34	
Md3.15.2.1	Md3	15	2	1	3	35.54	
Md3.15.2.2	Md3	15	2	2	3	34.53	
Md5.15.2.1	Md5	15	2	1	3	35.28	
Md5.15.2.2	Md5	15	2	2	3	35.5	
Md6.15.2.1	Md6	15	2	1	3	36.14	
Md6.15.2.2	Md6	15	2	2	3	35.05	
Md7.15.2.1	Md7	15	2	1	3	33.31	
Md7.15.2.2	Md7	15	2	2	3	33.35	
MP144.15.2.1	MP144	15	2	1	3	32.61	
MP144.15.2.2	MP144	15	2	2	3	32.14	
MP220.15.2.1	MP220	15	2	1	3	32.11	
MP220.15.2.2	MP220	15	2	2	3	32.11	
MP223.15.2.1	MP223	15	2	1	3	31.96	
MP223.15.2.2	MP223	15	2	2	3	31.96	
MP249.15.2.1	MP249	15	2	1	3	31.08	
MP249.15.2.2	MP249	15	2	2	3	30.98	
MP250.15.2.1	MP250	15	2	1	3	33.34	
MP250.15.2.2	MP250	15	2	2	3	33.34	
MP258.15.2.1	MP258	15	2	1	3	34.24	
MP258.15.2.2	MP258	15	2	2	3	33.38	
TN262.15.2.1	TN262	15	2	1	3	32	
TN262.15.2.2	TN262	15	2	2	3	32.08	
TN264.15.2.1	TN264	15	2	1	3	38.31	
TN264.15.2.2	TN264	15	2	2	3	34.76	
TN270.15.2.1	TN270	15	2	1	3	36.48	
TN270.15.2.2	TN270	15	2	2	3	36.24	
TN279.15.2.1	TN279	15	2	1	3	32.56	
TN279.15.2.2	TN279	15	2	2	3	30.43	
TN280.15.2.1	TN280	15	2	1	3	31.37	
TN280.15.2.2	TN280	15	2	2	3	32.02	
TN380.15.2.1	TN380	15	2	1	3	25.23	
TN380.15.2.2	TN380	15	2	2	3	26.41	
TN4.15.2.1	TN4	15	2	1	3	20.64	
TN4.15.2.2	TN4	15	2	2	3	20.92	
TN501.15.2.1	TN501	15	2	1	3	25.12	
TN501.15.2.2	TN501	15	2	2	3	24.92	
TN550.15.2.1	TN550	15	2	1	3	29.52	
TN550.15.2.2	TN550	15	2	2	3	29.29	
W12-6.15.2.1	W12-6	15	2	1	3	29.42	
W12-6.15.2.2	W12-6	15	2	2	3	29.09	
W23.15.2.1	W23	15	2	1	3	29.72	
W23.15.2.2	W23	15	2	2	3	30.43	
W3-5.15.2.1	W3-5	15	2	1	3	31.27	
W3-5.15.2.2	W3-5	15	2	2	3	30.79	
Dm13.20.1.1	Dm13	20	1	1	3	68.24	
Dm13.20.1.2	Dm13	20	1	2	3	69.27	
Et12.20.1.1	Et12	20	1	1	3	61.24	
Et12.20.1.2	Et12	20	1	2	3	62.84	
Et14.20.1.1	Et14	20	1	1	3	61.31	
Et14.20.1.2	Et14	20	1	2	3	59.67	
Et17.20.1.1	Et17	20	1	1	3	75.07	
Et17.20.1.2	Et17	20	1	2	3	74.08	
Et18.20.1.1	Et18	20	1	1	3	70.96	
Et18.20.1.2	Et18	20	1	2	3	70.17	
IN12-4.20.1.1	IN12-4	20	1	1	3	61.71	
IN12-4.20.1.2	IN12-4	20	1	2	3	61.55	
IN12-8-3.20.1.1	IN12-8-3	20	1	1	3	73.96	
IN12-8-3.20.1.2	IN12-8-3	20	1	2	3	70.9	
IN12-9-4.20.1.1	IN12-9-4	20	1	1	3	68.74	
IN12-9-4.20.1.2	IN12-9-4	20	1	2	3	69.65	
IN12-9-6.20.1.1	IN12-9-6	20	1	1	3	62.17	
IN12-9-6.20.1.2	IN12-9-6	20	1	2	3	61.7	
IN12-PO-3.20.1.1	IN12-PO-3	20	1	1	3	67.47	
IN12-PO-3.20.1.2	IN12-PO-3	20	1	2	3	63.58	
Md10.20.1.1	Md10	20	1	1	3	62.49	
Md10.20.1.2	Md10	20	1	2	3	61.26	
Md3.20.1.1	Md3	20	1	1	3	54.43	
Md3.20.1.2	Md3	20	1	2	3	56.22	
Md5.20.1.1	Md5	20	1	1	3	69.19	
Md5.20.1.2	Md5	20	1	2	3	69.98	
Md6.20.1.1	Md6	20	1	1	3	65.99	
Md6.20.1.2	Md6	20	1	2	3	67.02	
Md7.20.1.1	Md7	20	1	1	3	57.55	
Md7.20.1.2	Md7	20	1	2	3	58.44	
MP144.20.1.1	MP144	20	1	1	3	53.71	
MP144.20.1.2	MP144	20	1	2	3	54.06	
MP220.20.1.1	MP220	20	1	1	3	60.97	
MP220.20.1.2	MP220	20	1	2	3	59.54	
MP223.20.1.1	MP223	20	1	1	3	48.94	
MP223.20.1.2	MP223	20	1	2	3	49.51	
MP249.20.1.1	MP249	20	1	1	3	63.43	
MP249.20.1.2	MP249	20	1	2	3	61.92	
MP250.20.1.1	MP250	20	1	1	3	72.11	
MP250.20.1.2	MP250	20	1	2	3	67.95	
MP258.20.1.1	MP258	20	1	1	3	69.31	
MP258.20.1.2	MP258	20	1	2	3	68.85	
TN262.20.1.1	TN262	20	1	1	3	59.75	
TN262.20.1.2	TN262	20	1	2	3	57.93	
TN264.20.1.1	TN264	20	1	1	3	68.8	
TN264.20.1.2	TN264	20	1	2	3	74.19	
TN270.20.1.1	TN270	20	1	1	3	71.29	
TN270.20.1.2	TN270	20	1	2	3	72.48	
TN279.20.1.1	TN279	20	1	1	3	64	
TN279.20.1.2	TN279	20	1	2	3	64.97	
TN280.20.1.1	TN280	20	1	1	3	67.77	
TN280.20.1.2	TN280	20	1	2	3	66.56	
TN380.20.1.1	TN380	20	1	1	3	41.44	
TN380.20.1.2	TN380	20	1	2	3	44.38	
TN4.20.1.1	TN4	20	1	1	3	49.91	
TN4.20.1.2	TN4	20	1	2	3	49.65	
TN501.20.1.1	TN501	20	1	1	3	42.01	
TN501.20.1.2	TN501	20	1	2	3	46.21	
TN550.20.1.1	TN550	20	1	1	3	62.93	
TN550.20.1.2	TN550	20	1	2	3	64.02	
W12-6.20.1.1	W12-6	20	1	1	3	61.65	
W12-6.20.1.2	W12-6	20	1	2	3	62.77	
W23.20.1.1	W23	20	1	1	3	64.51	
W23.20.1.2	W23	20	1	2	3	63.82	
W3-5.20.1.1	W3-5	20	1	1	3	66.13	
W3-5.20.1.2	W3-5	20	1	2	3	61.94	
Dm13.20.2.1	Dm13	20	2	1	3	71.17	
Dm13.20.2.2	Dm13	20	2	2	3	68.84	
Et12.20.2.1	Et12	20	2	1	3	65.49	
Et12.20.2.2	Et12	20	2	2	3	64.33	
Et14.20.2.1	Et14	20	2	1	3	64.61	
Et14.20.2.2	Et14	20	2	2	3	61.81	
Et17.20.2.1	Et17	20	2	1	3	76.51	
Et17.20.2.2	Et17	20	2	2	3	75.17	
Et18.20.2.1	Et18	20	2	1	3	67.31	
Et18.20.2.2	Et18	20	2	2	3	68.16	
IN12-4.20.2.1	IN12-4	20	2	1	3	64.64	
IN12-4.20.2.2	IN12-4	20	2	2	3	64.52	
IN12-8-3.20.2.1	IN12-8-3	20	2	1	3	71.25	
IN12-8-3.20.2.2	IN12-8-3	20	2	2	3	70.87	
IN12-9-4.20.2.1	IN12-9-4	20	2	1	3	74.75	
IN12-9-4.20.2.2	IN12-9-4	20	2	2	3	71.92	
IN12-9-6.20.2.1	IN12-9-6	20	2	1	3	57.74	
IN12-9-6.20.2.2	IN12-9-6	20	2	2	3	59.18	
IN12-PO-3.20.2.1	IN12-PO-3	20	2	1	3	68.1	
IN12-PO-3.20.2.2	IN12-PO-3	20	2	2	3	68.42	
Md10.20.2.1	Md10	20	2	1	3	63.3	
Md10.20.2.2	Md10	20	2	2	3	62.46	
Md3.20.2.1	Md3	20	2	1	3	57.21	
Md3.20.2.2	Md3	20	2	2	3	58.94	
Md5.20.2.1	Md5	20	2	1	3	72.43	
Md5.20.2.2	Md5	20	2	2	3	72.09	
Md6.20.2.1	Md6	20	2	1	3	60.46	
Md6.20.2.2	Md6	20	2	2	3	63.02	
Md7.20.2.1	Md7	20	2	1	3	62.67	
Md7.20.2.2	Md7	20	2	2	3	62.32	
MP144.20.2.1	MP144	20	2	1	3	54.1	
MP144.20.2.2	MP144	20	2	2	3	54.51	
MP220.20.2.1	MP220	20	2	1	3	59.48	
MP220.20.2.2	MP220	20	2	2	3	59.48	
MP223.20.2.1	MP223	20	2	1	3	49.62	
MP223.20.2.2	MP223	20	2	2	3	50.43	
MP249.20.2.1	MP249	20	2	1	3	63.27	
MP249.20.2.2	MP249	20	2	2	3	62.4	
MP250.20.2.1	MP250	20	2	1	3	67.69	
MP250.20.2.2	MP250	20	2	2	3	66.9	
MP258.20.2.1	MP258	20	2	1	3	63.5	
MP258.20.2.2	MP258	20	2	2	3	63.06	
TN262.20.2.1	TN262	20	2	1	3	54.55	
TN262.20.2.2	TN262	20	2	2	3	54.55	
TN264.20.2.1	TN264	20	2	1	3	69.83	
TN264.20.2.2	TN264	20	2	2	3	71.95	
TN270.20.2.1	TN270	20	2	1	3	72.63	
TN270.20.2.2	TN270	20	2	2	3	71.52	
TN279.20.2.1	TN279	20	2	1	3	64.35	
TN279.20.2.2	TN279	20	2	2	3	63.94	
TN280.20.2.1	TN280	20	2	1	3	71.99	
TN280.20.2.2	TN280	20	2	2	3	70.28	
TN380.20.2.1	TN380	20	2	1	3	42.18	
TN380.20.2.2	TN380	20	2	2	3	45.87	
TN4.20.2.1	TN4	20	2	1	3	55.7	
TN4.20.2.2	TN4	20	2	2	3	54.4	
TN501.20.2.1	TN501	20	2	1	3	43.65	
TN501.20.2.2	TN501	20	2	2	3	42.44	
TN550.20.2.1	TN550	20	2	1	3	63.61	
TN550.20.2.2	TN550	20	2	2	3	60.67	
W12-6.20.2.1	W12-6	20	2	1	3	61.02	
W12-6.20.2.2	W12-6	20	2	2	3	62.14	
W23.20.2.1	W23	20	2	1	3	61.36	
W23.20.2.2	W23	20	2	2	3	60.91	
W3-5.20.2.1	W3-5	20	2	1	3	59.21	
W3-5.20.2.2	W3-5	20	2	2	3	55.99	
Dm13.25.1.1	Dm13	25	1	1	3	84	
Dm13.25.1.2	Dm13	25	1	2	3	84	
Et12.25.1.1	Et12	25	1	1	3	84	
Et12.25.1.2	Et12	25	1	2	3	84	
Et14.25.1.1	Et14	25	1	1	3	82.56	
Et14.25.1.2	Et14	25	1	2	3	80.19	
Et17.25.1.1	Et17	25	1	1	3	84	
Et17.25.1.2	Et17	25	1	2	3	84	
Et18.25.1.1	Et18	25	1	1	3	84	
Et18.25.1.2	Et18	25	1	2	3	84	
IN12-4.25.1.1	IN12-4	25	1	1	3	80.82	
IN12-4.25.1.2	IN12-4	25	1	2	3	78.15	
IN12-8-3.25.1.1	IN12-8-3	25	1	1	3	84	
IN12-8-3.25.1.2	IN12-8-3	25	1	2	3	84	
IN12-9-4.25.1.1	IN12-9-4	25	1	1	3	84	
IN12-9-4.25.1.2	IN12-9-4	25	1	2	3	84	
IN12-9-6.25.1.1	IN12-9-6	25	1	1	3	79.06	
IN12-9-6.25.1.2	IN12-9-6	25	1	2	3	77.67	
IN12-PO-3.25.1.1	IN12-PO-3	25	1	1	3	84	
IN12-PO-3.25.1.2	IN12-PO-3	25	1	2	3	84	
Md10.25.1.1	Md10	25	1	1	3	84	
Md10.25.1.2	Md10	25	1	2	3	82.39	
Md3.25.1.1	Md3	25	1	1	3	78.22	
Md3.25.1.2	Md3	25	1	2	3	77.66	
Md5.25.1.1	Md5	25	1	1	3	84	
Md5.25.1.2	Md5	25	1	2	3	84	
Md6.25.1.1	Md6	25	1	1	3	84	
Md6.25.1.2	Md6	25	1	2	3	84	
Md7.25.1.1	Md7	25	1	1	3	84	
Md7.25.1.2	Md7	25	1	2	3	84	
MP144.25.1.1	MP144	25	1	1	3	73.16	
MP144.25.1.2	MP144	25	1	2	3	71.25	
MP220.25.1.1	MP220	25	1	1	3	78.45	
MP220.25.1.2	MP220	25	1	2	3	80.03	
MP223.25.1.1	MP223	25	1	1	3	67.26	
MP223.25.1.2	MP223	25	1	2	3	69.01	
MP249.25.1.1	MP249	25	1	1	3	84	
MP249.25.1.2	MP249	25	1	2	3	84	
MP250.25.1.1	MP250	25	1	1	3	84	
MP250.25.1.2	MP250	25	1	2	3	84	
MP258.25.1.1	MP258	25	1	1	3	84	
MP258.25.1.2	MP258	25	1	2	3	84	
TN262.25.1.1	TN262	25	1	1	3	72.62	
TN262.25.1.2	TN262	25	1	2	3	72.1	
TN264.25.1.1	TN264	25	1	1	3	84	
TN264.25.1.2	TN264	25	1	2	3	84	
TN270.25.1.1	TN270	25	1	1	3	84	
TN270.25.1.2	TN270	25	1	2	3	84	
TN279.25.1.1	TN279	25	1	1	3	81.03	
TN279.25.1.2	TN279	25	1	2	3	81.28	
TN280.25.1.1	TN280	25	1	1	3	84	
TN280.25.1.2	TN280	25	1	2	3	84	
TN380.25.1.1	TN380	25	1	1	3	45.46	
TN380.25.1.2	TN380	25	1	2	3	46.36	
TN4.25.1.1	TN4	25	1	1	3	76.96	
TN4.25.1.2	TN4	25	1	2	3	75.4	
TN501.25.1.1	TN501	25	1	1	3	54.36	
TN501.25.1.2	TN501	25	1	2	3	55.39	
TN550.25.1.1	TN550	25	1	1	3	84	
TN550.25.1.2	TN550	25	1	2	3	84	
W12-6.25.1.1	W12-6	25	1	1	3	79.94	
W12-6.25.1.2	W12-6	25	1	2	3	81.05	
W23.25.1.1	W23	25	1	1	3	84	
W23.25.1.2	W23	25	1	2	3	84	
W3-5.25.1.1	W3-5	25	1	1	3	75.37	
W3-5.25.1.2	W3-5	25	1	2	3	75.44	
Dm13.25.2.1	Dm13	25	2	1	3	84	
Dm13.25.2.2	Dm13	25	2	2	3	84	
Et12.25.2.1	Et12	25	2	1	3	84	
Et12.25.2.2	Et12	25	2	2	3	84	
Et14.25.2.1	Et14	25	2	1	3	84	
Et14.25.2.2	Et14	25	2	2	3	84	
Et17.25.2.1	Et17	25	2	1	3	84	
Et17.25.2.2	Et17	25	2	2	3	84	
Et18.25.2.1	Et18	25	2	1	3	84	
Et18.25.2.2	Et18	25	2	2	3	84	
IN12-4.25.2.1	IN12-4	25	2	1	3	82.65	
IN12-4.25.2.2	IN12-4	25	2	2	3	84	
IN12-8-3.25.2.1	IN12-8-3	25	2	1	3	84	
IN12-8-3.25.2.2	IN12-8-3	25	2	2	3	84	
IN12-9-4.25.2.1	IN12-9-4	25	2	1	3	84	
IN12-9-4.25.2.2	IN12-9-4	25	2	2	3	84	
IN12-9-6.25.2.1	IN12-9-6	25	2	1	3	82.51	
IN12-9-6.25.2.2	IN12-9-6	25	2	2	3	83.18	
IN12-PO-3.25.2.1	IN12-PO-3	25	2	1	3	84	
IN12-PO-3.25.2.2	IN12-PO-3	25	2	2	3	84	
Md10.25.2.1	Md10	25	2	1	3	82.57	
Md10.25.2.2	Md10	25	2	2	3	83.49	
Md3.25.2.1	Md3	25	2	1	3	76.95	
Md3.25.2.2	Md3	25	2	2	3	75.98	
Md5.25.2.1	Md5	25	2	1	3	84	
Md5.25.2.2	Md5	25	2	2	3	84	
Md6.25.2.1	Md6	25	2	1	3	84	
Md6.25.2.2	Md6	25	2	2	3	84	
Md7.25.2.1	Md7	25	2	1	3	84	
Md7.25.2.2	Md7	25	2	2	3	84	
MP144.25.2.1	MP144	25	2	1	3	74.21	
MP144.25.2.2	MP144	25	2	2	3	73.87	
MP220.25.2.1	MP220	25	2	1	3	80.46	
MP220.25.2.2	MP220	25	2	2	3	81.57	
MP223.25.2.1	MP223	25	2	1	3	71.2	
MP223.25.2.2	MP223	25	2	2	3	69.32	
MP249.25.2.1	MP249	25	2	1	3	84	
MP249.25.2.2	MP249	25	2	2	3	84	
MP250.25.2.1	MP250	25	2	1	3	84	
MP250.25.2.2	MP250	25	2	2	3	84	
MP258.25.2.1	MP258	25	2	1	3	83.65	
MP258.25.2.2	MP258	25	2	2	3	84	
TN262.25.2.1	TN262	25	2	1	3	80.91	
TN262.25.2.2	TN262	25	2	2	3	78.63	
TN264.25.2.1	TN264	25	2	1	3	84	
TN264.25.2.2	TN264	25	2	2	3	84	
TN270.25.2.1	TN270	25	2	1	3	84	
TN270.25.2.2	TN270	25	2	2	3	84	
TN279.25.2.1	TN279	25	2	1	3	84	
TN279.25.2.2	TN279	25	2	2	3	84	
TN280.25.2.1	TN280	25	2	1	3	84	
TN280.25.2.2	TN280	25	2	2	3	84	
TN380.25.2.1	TN380	25	2	1	3	47.81	
TN380.25.2.2	TN380	25	2	2	3	46.39	
TN4.25.2.1	TN4	25	2	1	3	77.41	
TN4.25.2.2	TN4	25	2	2	3	77.96	
TN501.25.2.1	TN501	25	2	1	3	54.81	
TN501.25.2.2	TN501	25	2	2	3	54.24	
TN550.25.2.1	TN550	25	2	1	3	84	
TN550.25.2.2	TN550	25	2	2	3	84	
W12-6.25.2.1	W12-6	25	2	1	3	84	
W12-6.25.2.2	W12-6	25	2	2	3	84	
W23.25.2.1	W23	25	2	1	3	84	
W23.25.2.2	W23	25	2	2	3	84	
W3-5.25.2.1	W3-5	25	2	1	3	75.85	
W3-5.25.2.2	W3-5	25	2	2	3	75.67	
Dm13.30.1.1	Dm13	30	1	1	3	84	
Dm13.30.1.2	Dm13	30	1	2	3	84	
Et12.30.1.1	Et12	30	1	1	3	84	
Et12.30.1.2	Et12	30	1	2	3	84	
Et14.30.1.1	Et14	30	1	1	3	84	
Et14.30.1.2	Et14	30	1	2	3	84	
Et17.30.1.1	Et17	30	1	1	3	84	
Et17.30.1.2	Et17	30	1	2	3	84	
Et18.30.1.1	Et18	30	1	1	3	84	
Et18.30.1.2	Et18	30	1	2	3	84	
IN12-4.30.1.1	IN12-4	30	1	1	3	84	
IN12-4.30.1.2	IN12-4	30	1	2	3	84	
IN12-8-3.30.1.1	IN12-8-3	30	1	1	3	84	
IN12-8-3.30.1.2	IN12-8-3	30	1	2	3	84	
IN12-9-4.30.1.1	IN12-9-4	30	1	1	3	84	
IN12-9-4.30.1.2	IN12-9-4	30	1	2	3	84	
IN12-9-6.30.1.1	IN12-9-6	30	1	1	3	84	
IN12-9-6.30.1.2	IN12-9-6	30	1	2	3	84	
IN12-PO-3.30.1.1	IN12-PO-3	30	1	1	3	84	
IN12-PO-3.30.1.2	IN12-PO-3	30	1	2	3	84	
Md10.30.1.1	Md10	30	1	1	3	84	
Md10.30.1.2	Md10	30	1	2	3	84	
Md3.30.1.1	Md3	30	1	1	3	84	
Md3.30.1.2	Md3	30	1	2	3	84	
Md5.30.1.1	Md5	30	1	1	3	84	
Md5.30.1.2	Md5	30	1	2	3	84	
Md6.30.1.1	Md6	30	1	1	3	84	
Md6.30.1.2	Md6	30	1	2	3	84	
Md7.30.1.1	Md7	30	1	1	3	84	
Md7.30.1.2	Md7	30	1	2	3	84	
MP144.30.1.1	MP144	30	1	1	3	78.22	
MP144.30.1.2	MP144	30	1	2	3	78.5	
MP220.30.1.1	MP220	30	1	1	3	84	
MP220.30.1.2	MP220	30	1	2	3	84	
MP223.30.1.1	MP223	30	1	1	3	75.89	
MP223.30.1.2	MP223	30	1	2	3	77.72	
MP249.30.1.1	MP249	30	1	1	3	84	
MP249.30.1.2	MP249	30	1	2	3	84	
MP250.30.1.1	MP250	30	1	1	3	84	
MP250.30.1.2	MP250	30	1	2	3	84	
MP258.30.1.1	MP258	30	1	1	3	84	
MP258.30.1.2	MP258	30	1	2	3	84	
TN262.30.1.1	TN262	30	1	1	3	84	
TN262.30.1.2	TN262	30	1	2	3	84	
TN264.30.1.1	TN264	30	1	1	3	84	
TN264.30.1.2	TN264	30	1	2	3	84	
TN270.30.1.1	TN270	30	1	1	3	84	
TN270.30.1.2	TN270	30	1	2	3	84	
TN279.30.1.1	TN279	30	1	1	3	84	
TN279.30.1.2	TN279	30	1	2	3	84	
TN280.30.1.1	TN280	30	1	1	3	84	
TN280.30.1.2	TN280	30	1	2	3	84	
TN380.30.1.1	TN380	30	1	1	3	59.75	
TN380.30.1.2	TN380	30	1	2	3	60.96	
TN4.30.1.1	TN4	30	1	1	3	84	
TN4.30.1.2	TN4	30	1	2	3	84	
TN501.30.1.1	TN501	30	1	1	3	57.65	
TN501.30.1.2	TN501	30	1	2	3	58.88	
TN550.30.1.1	TN550	30	1	1	3	84	
TN550.30.1.2	TN550	30	1	2	3	84	
W12-6.30.1.1	W12-6	30	1	1	3	84	
W12-6.30.1.2	W12-6	30	1	2	3	84	
W23.30.1.1	W23	30	1	1	3	84	
W23.30.1.2	W23	30	1	2	3	84	
W3-5.30.1.1	W3-5	30	1	1	3	84	
W3-5.30.1.2	W3-5	30	1	2	3	84	
Dm13.30.2.1	Dm13	30	2	1	3	84	
Dm13.30.2.2	Dm13	30	2	2	3	84	
Et12.30.2.1	Et12	30	2	1	3	84	
Et12.30.2.2	Et12	30	2	2	3	84	
Et14.30.2.1	Et14	30	2	1	3	84	
Et14.30.2.2	Et14	30	2	2	3	84	
Et17.30.2.1	Et17	30	2	1	3	84	
Et17.30.2.2	Et17	30	2	2	3	84	
Et18.30.2.1	Et18	30	2	1	3	84	
Et18.30.2.2	Et18	30	2	2	3	84	
IN12-4.30.2.1	IN12-4	30	2	1	3	84	
IN12-4.30.2.2	IN12-4	30	2	2	3	84	
IN12-8-3.30.2.1	IN12-8-3	30	2	1	3	84	
IN12-8-3.30.2.2	IN12-8-3	30	2	2	3	84	
IN12-9-4.30.2.1	IN12-9-4	30	2	1	3	84	
IN12-9-4.30.2.2	IN12-9-4	30	2	2	3	84	
IN12-9-6.30.2.1	IN12-9-6	30	2	1	3	84	
IN12-9-6.30.2.2	IN12-9-6	30	2	2	3	84	
IN12-PO-3.30.2.1	IN12-PO-3	30	2	1	3	84	
IN12-PO-3.30.2.2	IN12-PO-3	30	2	2	3	84	
Md10.30.2.1	Md10	30	2	1	3	84	
Md10.30.2.2	Md10	30	2	2	3	84	
Md3.30.2.1	Md3	30	2	1	3	84	
Md3.30.2.2	Md3	30	2	2	3	84	
Md5.30.2.1	Md5	30	2	1	3	84	
Md5.30.2.2	Md5	30	2	2	3	84	
Md6.30.2.1	Md6	30	2	1	3	84	
Md6.30.2.2	Md6	30	2	2	3	84	
Md7.30.2.1	Md7	30	2	1	3	84	
Md7.30.2.2	Md7	30	2	2	3	84	
MP144.30.2.1	MP144	30	2	1	3	79.97	
MP144.30.2.2	MP144	30	2	2	3	78.31	
