code	isolate	temp_C	replicate	axis	dpi	col_diam_mm_corr
MP223.35.2.1	MP223	35	2	1	4	78
MP223.35.2.2	MP223	35	2	2	4	78
MP249.35.2.1	MP249	35	2	1	4	78
MP249.35.2.2	MP249	35	2	2	4	78
MP250.35.2.1	MP250	35	2	1	4	78
MP250.35.2.2	MP250	35	2	2	4	78
MP258.35.2.1	MP258	35	2	1	4	78
MP258.35.2.2	MP258	35	2	2	4	78
TN262.35.2.1	TN262	35	2	1	4	78
TN262.35.2.2	TN262	35	2	2	4	78
TN264.35.2.1	TN264	35	2	1	4	78
TN264.35.2.2	TN264	35	2	2	4	78
TN270.35.2.1	TN270	35	2	1	4	78
TN270.35.2.2	TN270	35	2	2	4	78
TN279.35.2.1	TN279	35	2	1	4	78
TN279.35.2.2	TN279	35	2	2	4	78
TN280.35.2.1	TN280	35	2	1	4	78
TN280.35.2.2	TN280	35	2	2	4	78
TN380.35.2.1	TN380	35	2	1	4	78
TN380.35.2.2	TN380	35	2	2	4	78
TN4.35.2.1	TN4	35	2	1	4	78
TN4.35.2.2	TN4	35	2	2	4	78
TN501.35.2.1	TN501	35	2	1	4	76.48
TN501.35.2.2	TN501	35	2	2	4	75.19
TN550.35.2.1	TN550	35	2	1	4	78
TN550.35.2.2	TN550	35	2	2	4	78
W12-6.35.2.1	W12-6	35	2	1	4	78
W12-6.35.2.2	W12-6	35	2	2	4	78
W23.35.2.1	W23	35	2	1	4	78
W23.35.2.2	W23	35	2	2	4	78
W3-5.35.2.1	W3-5	35	2	1	4	78
W3-5.35.2.2	W3-5	35	2	2	4	78
Dm13.40.1.1	Dm13	40	1	1	4	55.19
Dm13.40.1.2	Dm13	40	1	2	4	56.46
Et12.40.1.1	Et12	40	1	1	4	78
Et12.40.1.2	Et12	40	1	2	4	78
Et14.40.1.1	Et14	40	1	1	4	78
Et14.40.1.2	Et14	40	1	2	4	78
Et17.40.1.1	Et17	40	1	1	4	41.47
Et17.40.1.2	Et17	40	1	2	4	41.19
Et18.40.1.1	Et18	40	1	1	4	78
Et18.40.1.2	Et18	40	1	2	4	78
IN12-4.40.1.1	IN12-4	40	1	1	4	78
IN12-4.40.1.2	IN12-4	40	1	2	4	78
IN12-8-3.40.1.1	IN12-8-3	40	1	1	4	70.66
IN12-8-3.40.1.2	IN12-8-3	40	1	2	4	69.55
IN12-9-4.40.1.1	IN12-9-4	40	1	1	4	32.94
IN12-9-4.40.1.2	IN12-9-4	40	1	2	4	31.75
IN12-9-6.40.1.1	IN12-9-6	40	1	1	4	68.78
IN12-9-6.40.1.2	IN12-9-6	40	1	2	4	68.45
IN12-PO-3.40.1.1	IN12-PO-3	40	1	1	4	43.26
IN12-PO-3.40.1.2	IN12-PO-3	40	1	2	4	43.36
Md10.40.1.1	Md10	40	1	1	4	78
Md10.40.1.2	Md10	40	1	2	4	78
Md3.40.1.1	Md3	40	1	1	4	78
Md3.40.1.2	Md3	40	1	2	4	78
Md5.40.1.1	Md5	40	1	1	4	39.04
Md5.40.1.2	Md5	40	1	2	4	37.84
Md6.40.1.1	Md6	40	1	1	4	78
Md6.40.1.2	Md6	40	1	2	4	78
Md7.40.1.1	Md7	40	1	1	4	78
Md7.40.1.2	Md7	40	1	2	4	78
MP144.40.1.1	MP144	40	1	1	4	27.24
MP144.40.1.2	MP144	40	1	2	4	29.63
MP220.40.1.1	MP220	40	1	1	4	78
MP220.40.1.2	MP220	40	1	2	4	78
MP223.40.1.1	MP223	40	1	1	4	46.93
MP223.40.1.2	MP223	40	1	2	4	42.53
MP249.40.1.1	MP249	40	1	1	4	57.83
MP249.40.1.2	MP249	40	1	2	4	57.29
MP250.40.1.1	MP250	40	1	1	4	53.76
MP250.40.1.2	MP250	40	1	2	4	54.35
MP258.40.1.1	MP258	40	1	1	4	54
MP258.40.1.2	MP258	40	1	2	4	53.75
TN262.40.1.1	TN262	40	1	1	4	61.54
TN262.40.1.2	TN262	40	1	2	4	60.65
TN264.40.1.1	TN264	40	1	1	4	53.63
TN264.40.1.2	TN264	40	1	2	4	52.69
TN270.40.1.1	TN270	40	1	1	4	78
TN270.40.1.2	TN270	40	1	2	4	78
TN279.40.1.1	TN279	40	1	1	4	78
TN279.40.1.2	TN279	40	1	2	4	78
TN280.40.1.1	TN280	40	1	1	4	78
TN280.40.1.2	TN280	40	1	2	4	78
TN380.40.1.1	TN380	40	1	1	4	78
TN380.40.1.2	TN380	40	1	2	4	78
TN4.40.1.1	TN4	40	1	1	4	78
TN4.40.1.2	TN4	40	1	2	4	78
TN501.40.1.1	TN501	40	1	1	4	45.53
TN501.40.1.2	TN501	40	1	2	4	46.42
TN550.40.1.1	TN550	40	1	1	4	55.1
TN550.40.1.2	TN550	40	1	2	4	52.44
W12-6.40.1.1	W12-6	40	1	1	4	31.34
W12-6.40.1.2	W12-6	40	1	2	4	31.16
W23.40.1.1	W23	40	1	1	4	46.1
W23.40.1.2	W23	40	1	2	4	52.26
W3-5.40.1.1	W3-5	40	1	1	4	29.59
W3-5.40.1.2	W3-5	40	1	2	4	29.88
Dm13.40.2.1	Dm13	40	2	1	4	78
Dm13.40.2.2	Dm13	40	2	2	4	78
Et12.40.2.1	Et12	40	2	1	4	78
Et12.40.2.2	Et12	40	2	2	4	78
Et14.40.2.1	Et14	40	2	1	4	78
Et14.40.2.2	Et14	40	2	2	4	78
Et17.40.2.1	Et17	40	2	1	4	72.54
Et17.40.2.2	Et17	40	2	2	4	73.94
Et18.40.2.1	Et18	40	2	1	4	78
Et18.40.2.2	Et18	40	2	2	4	78
IN12-4.40.2.1	IN12-4	40	2	1	4	78
IN12-4.40.2.2	IN12-4	40	2	2	4	78
IN12-8-3.40.2.1	IN12-8-3	40	2	1	4	78
IN12-8-3.40.2.2	IN12-8-3	40	2	2	4	78
IN12-9-4.40.2.1	IN12-9-4	40	2	1	4	28.15
IN12-9-4.40.2.2	IN12-9-4	40	2	2	4	27.85
IN12-9-6.40.2.1	IN12-9-6	40	2	1	4	78
IN12-9-6.40.2.2	IN12-9-6	40	2	2	4	78
IN12-PO-3.40.2.1	IN12-PO-3	40	2	1	4	65.43
IN12-PO-3.40.2.2	IN12-PO-3	40	2	2	4	65.69
Md10.40.2.1	Md10	40	2	1	4	78
Md10.40.2.2	Md10	40	2	2	4	78
Md3.40.2.1	Md3	40	2	1	4	73.5
Md3.40.2.2	Md3	40	2	2	4	78
Md5.40.2.1	Md5	40	2	1	4	69.85
Md5.40.2.2	Md5	40	2	2	4	68.21
Md6.40.2.1	Md6	40	2	1	4	78
Md6.40.2.2	Md6	40	2	2	4	78
Md7.40.2.1	Md7	40	2	1	4	78
Md7.40.2.2	Md7	40	2	2	4	78
MP144.40.2.1	MP144	40	2	1	4	20.85
MP144.40.2.2	MP144	40	2	2	4	21.17
MP220.40.2.1	MP220	40	2	1	4	78
MP220.40.2.2	MP220	40	2	2	4	78
MP223.40.2.1	MP223	40	2	1	4	27.58
MP223.40.2.2	MP223	40	2	2	4	27.3
MP249.40.2.1	MP249	40	2	1	4	54.31
MP249.40.2.2	MP249	40	2	2	4	53.37
MP250.40.2.1	MP250	40	2	1	4	53.84
MP250.40.2.2	MP250	40	2	2	4	53.06
MP258.40.2.1	MP258	40	2	1	4	53.83
MP258.40.2.2	MP258	40	2	2	4	57.21
TN262.40.2.1	TN262	40	2	1	4	78
TN262.40.2.2	TN262	40	2	2	4	78
TN264.40.2.1	TN264	40	2	1	4	48.02
TN264.40.2.2	TN264	40	2	2	4	39.68
TN270.40.2.1	TN270	40	2	1	4	62.99
TN270.40.2.2	TN270	40	2	2	4	63.09
TN279.40.2.1	TN279	40	2	1	4	78
TN279.40.2.2	TN279	40	2	2	4	78
TN280.40.2.1	TN280	40	2	1	4	78
TN280.40.2.2	TN280	40	2	2	4	78
TN380.40.2.1	TN380	40	2	1	4	78
TN380.40.2.2	TN380	40	2	2	4	78
TN4.40.2.1	TN4	40	2	1	4	78
TN4.40.2.2	TN4	40	2	2	4	78
TN501.40.2.1	TN501	40	2	1	4	54.63
TN501.40.2.2	TN501	40	2	2	4	54.71
TN550.40.2.1	TN550	40	2	1	4	69.52
TN550.40.2.2	TN550	40	2	2	4	69.21
W12-6.40.2.1	W12-6	40	2	1	4	21.2
W12-6.40.2.2	W12-6	40	2	2	4	24.23
W23.40.2.1	W23	40	2	1	4	40.06
W23.40.2.2	W23	40	2	2	4	43.84
W3-5.40.2.1	W3-5	40	2	1	4	25.49
W3-5.40.2.2	W3-5	40	2	2	4	24.65
Dm13.15.1.1	Dm13	15	1	1	5	56.68
Dm13.15.1.2	Dm13	15	1	2	5	57.48
Et12.15.1.1	Et12	15	1	1	5	58.49
Et12.15.1.2	Et12	15	1	2	5	56.54
Et14.15.1.1	Et14	15	1	1	5	51.02
Et14.15.1.2	Et14	15	1	2	5	51.54
Et17.15.1.1	Et17	15	1	1	5	54.17
Et17.15.1.2	Et17	15	1	2	5	59.81
Et18.15.1.1	Et18	15	1	1	5	52.5
Et18.15.1.2	Et18	15	1	2	5	53.92
IN12-4.15.1.1	IN12-4	15	1	1	5	49.02
IN12-4.15.1.2	IN12-4	15	1	2	5	46.99
IN12-8-3.15.1.1	IN12-8-3	15	1	1	5	59.9
IN12-8-3.15.1.2	IN12-8-3	15	1	2	5	57.99
IN12-9-4.15.1.1	IN12-9-4	15	1	1	5	59.46
IN12-9-4.15.1.2	IN12-9-4	15	1	2	5	59.11
IN12-9-6.15.1.1	IN12-9-6	15	1	1	5	49.87
IN12-9-6.15.1.2	IN12-9-6	15	1	2	5	52.74
IN12-PO-3.15.1.1	IN12-PO-3	15	1	1	5	51.01
IN12-PO-3.15.1.2	IN12-PO-3	15	1	2	5	50.43
Md10.15.1.1	Md10	15	1	1	5	48.46
Md10.15.1.2	Md10	15	1	2	5	48.65
Md3.15.1.1	Md3	15	1	1	5	46.95
Md3.15.1.2	Md3	15	1	2	5	46.32
Md5.15.1.1	Md5	15	1	1	5	52.77
Md5.15.1.2	Md5	15	1	2	5	53.16
Md6.15.1.1	Md6	15	1	1	5	50.96
Md6.15.1.2	Md6	15	1	2	5	51.09
Md7.15.1.1	Md7	15	1	1	5	47.97
Md7.15.1.2	Md7	15	1	2	5	48.95
MP144.15.1.1	MP144	15	1	1	5	42.46
MP144.15.1.2	MP144	15	1	2	5	42.69
MP220.15.1.1	MP220	15	1	1	5	49.09
MP220.15.1.2	MP220	15	1	2	5	49.09
MP223.15.1.1	MP223	15	1	1	5	43.08
MP223.15.1.2	MP223	15	1	2	5	40.66
MP249.15.1.1	MP249	15	1	1	5	46.58
MP249.15.1.2	MP249	15	1	2	5	46.24
MP250.15.1.1	MP250	15	1	1	5	52.9
MP250.15.1.2	MP250	15	1	2	5	52.05
MP258.15.1.1	MP258	15	1	1	5	61.52
MP258.15.1.2	MP258	15	1	2	5	62.07
TN262.15.1.1	TN262	15	1	1	5	48.86
TN262.15.1.2	TN262	15	1	2	5	47.94
TN264.15.1.1	TN264	15	1	1	5	57.46
TN264.15.1.2	TN264	15	1	2	5	54.42
TN270.15.1.1	TN270	15	1	1	5	58.38
TN270.15.1.2	TN270	15	1	2	5	60.13
TN279.15.1.1	TN279	15	1	1	5	50.37
TN279.15.1.2	TN279	15	1	2	5	49.23
TN280.15.1.1	TN280	15	1	1	5	46.66
TN280.15.1.2	TN280	15	1	2	5	46.73
TN380.15.1.1	TN380	15	1	1	5	39.53
TN380.15.1.2	TN380	15	1	2	5	45.08
TN4.15.1.1	TN4	15	1	1	5	39.13
TN4.15.1.2	TN4	15	1	2	5	40.11
TN501.15.1.1	TN501	15	1	1	5	32.2
TN501.15.1.2	TN501	15	1	2	5	32.25
TN550.15.1.1	TN550	15	1	1	5	49.46
TN550.15.1.2	TN550	15	1	2	5	49.44
W12-6.15.1.1	W12-6	15	1	1	5	49.5
W12-6.15.1.2	W12-6	15	1	2	5	48.52
W23.15.1.1	W23	15	1	1	5	52.3
W23.15.1.2	W23	15	1	2	5	54.24
W3-5.15.1.1	W3-5	15	1	1	5	51.71
W3-5.15.1.2	W3-5	15	1	2	5	47.88
Dm13.15.2.1	Dm13	15	2	1	5	55.84
Dm13.15.2.2	Dm13	15	2	2	5	54.22
Et12.15.2.1	Et12	15	2	1	5	61.37
Et12.15.2.2	Et12	15	2	2	5	57.52
Et14.15.2.1	Et14	15	2	1	5	52.89
Et14.15.2.2	Et14	15	2	2	5	53.43
Et17.15.2.1	Et17	15	2	1	5	56.48
Et17.15.2.2	Et17	15	2	2	5	56.07
Et18.15.2.1	Et18	15	2	1	5	52.34
Et18.15.2.2	Et18	15	2	2	5	53.23
IN12-4.15.2.1	IN12-4	15	2	1	5	48.94
IN12-4.15.2.2	IN12-4	15	2	2	5	48.09
IN12-8-3.15.2.1	IN12-8-3	15	2	1	5	59.22
IN12-8-3.15.2.2	IN12-8-3	15	2	2	5	60.2
IN12-9-4.15.2.1	IN12-9-4	15	2	1	5	61.26
IN12-9-4.15.2.2	IN12-9-4	15	2	2	5	59.85
IN12-9-6.15.2.1	IN12-9-6	15	2	1	5	57.03
IN12-9-6.15.2.2	IN12-9-6	15	2	2	5	53.7
IN12-PO-3.15.2.1	IN12-PO-3	15	2	1	5	52.86
IN12-PO-3.15.2.2	IN12-PO-3	15	2	2	5	52.65
Md10.15.2.1	Md10	15	2	1	5	48.37
Md10.15.2.2	Md10	15	2	2	5	48.37
Md3.15.2.1	Md3	15	2	1	5	48.78
Md3.15.2.2	Md3	15	2	2	5	48.78
Md5.15.2.1	Md5	15	2	1	5	51.69
Md5.15.2.2	Md5	15	2	2	5	51.71
Md6.15.2.1	Md6	15	2	1	5	52.63
Md6.15.2.2	Md6	15	2	2	5	51.4
Md7.15.2.1	Md7	15	2	1	5	46.78
Md7.15.2.2	Md7	15	2	2	5	46.31
MP144.15.2.1	MP144	15	2	1	5	41.36
MP144.15.2.2	MP144	15	2	2	5	40.81
MP220.15.2.1	MP220	15	2	1	5	47.78
MP220.15.2.2	MP220	15	2	2	5	47.59
MP223.15.2.1	MP223	15	2	1	5	39.53
MP223.15.2.2	MP223	15	2	2	5	39.53
MP249.15.2.1	MP249	15	2	1	5	46.77
MP249.15.2.2	MP249	15	2	2	5	46.12
MP250.15.2.1	MP250	15	2	1	5	50.96
MP250.15.2.2	MP250	15	2	2	5	51.09
MP258.15.2.1	MP258	15	2	1	5	58.88
MP258.15.2.2	MP258	15	2	2	5	55.62
TN262.15.2.1	TN262	15	2	1	5	46.99
TN262.15.2.2	TN262	15	2	2	5	46.07
TN264.15.2.1	TN264	15	2	1	5	59.95
TN264.15.2.2	TN264	15	2	2	5	55.29
TN270.15.2.1	TN270	15	2	1	5	60.95
TN270.15.2.2	TN270	15	2	2	5	59.09
TN279.15.2.1	TN279	15	2	1	5	51.87
TN279.15.2.2	TN279	15	2	2	5	49.58
TN280.15.2.1	TN280	15	2	1	5	47.91
TN280.15.2.2	TN280	15	2	2	5	47.89
TN380.15.2.1	TN380	15	2	1	5	39.99
TN380.15.2.2	TN380	15	2	2	5	42.66
TN4.15.2.1	TN4	15	2	1	5	35.18
TN4.15.2.2	TN4	15	2	2	5	35.55
TN501.15.2.1	TN501	15	2	1	5	35.5
TN501.15.2.2	TN501	15	2	2	5	35.16
TN550.15.2.1	TN550	15	2	1	5	51.01
TN550.15.2.2	TN550	15	2	2	5	50.17
W12-6.15.2.1	W12-6	15	2	1	5	50.72
W12-6.15.2.2	W12-6	15	2	2	5	50.72
W23.15.2.1	W23	15	2	1	5	49.42
W23.15.2.2	W23	15	2	2	5	49.42
W3-5.15.2.1	W3-5	15	2	1	5	52.93
W3-5.15.2.2	W3-5	15	2	2	5	51.18
Dm13.20.1.1	Dm13	20	1	1	5	78
Dm13.20.1.2	Dm13	20	1	2	5	78
Et12.20.1.1	Et12	20	1	1	5	78
Et12.20.1.2	Et12	20	1	2	5	78
Et14.20.1.1	Et14	20	1	1	5	78
Et14.20.1.2	Et14	20	1	2	5	78
Et17.20.1.1	Et17	20	1	1	5	78
Et17.20.1.2	Et17	20	1	2	5	78
Et18.20.1.1	Et18	20	1	1	5	78
Et18.20.1.2	Et18	20	1	2	5	78
IN12-4.20.1.1	IN12-4	20	1	1	5	78
IN12-4.20.1.2	IN12-4	20	1	2	5	78
IN12-8-3.20.1.1	IN12-8-3	20	1	1	5	78
IN12-8-3.20.1.2	IN12-8-3	20	1	2	5	78
IN12-9-4.20.1.1	IN12-9-4	20	1	1	5	78
IN12-9-4.20.1.2	IN12-9-4	20	1	2	5	78
IN12-9-6.20.1.1	IN12-9-6	20	1	1	5	78
IN12-9-6.20.1.2	IN12-9-6	20	1	2	5	78
IN12-PO-3.20.1.1	IN12-PO-3	20	1	1	5	78
IN12-PO-3.20.1.2	IN12-PO-3	20	1	2	5	78
Md10.20.1.1	Md10	20	1	1	5	78
Md10.20.1.2	Md10	20	1	2	5	78
Md3.20.1.1	Md3	20	1	1	5	78
Md3.20.1.2	Md3	20	1	2	5	78
Md5.20.1.1	Md5	20	1	1	5	78
Md5.20.1.2	Md5	20	1	2	5	78
Md6.20.1.1	Md6	20	1	1	5	78
Md6.20.1.2	Md6	20	1	2	5	78
Md7.20.1.1	Md7	20	1	1	5	78
Md7.20.1.2	Md7	20	1	2	5	78
MP144.20.1.1	MP144	20	1	1	5	78
MP144.20.1.2	MP144	20	1	2	5	78
MP220.20.1.1	MP220	20	1	1	5	78
MP220.20.1.2	MP220	20	1	2	5	78
MP223.20.1.1	MP223	20	1	1	5	67.27
MP223.20.1.2	MP223	20	1	2	5	67.79
MP249.20.1.1	MP249	20	1	1	5	78
MP249.20.1.2	MP249	20	1	2	5	78
MP250.20.1.1	MP250	20	1	1	5	78
MP250.20.1.2	MP250	20	1	2	5	78
MP258.20.1.1	MP258	20	1	1	5	78
MP258.20.1.2	MP258	20	1	2	5	78
TN262.20.1.1	TN262	20	1	1	5	78
TN262.20.1.2	TN262	20	1	2	5	78
TN264.20.1.1	TN264	20	1	1	5	78
TN264.20.1.2	TN264	20	1	2	5	78
TN270.20.1.1	TN270	20	1	1	5	78
TN270.20.1.2	TN270	20	1	2	5	78
TN279.20.1.1	TN279	20	1	1	5	78
TN279.20.1.2	TN279	20	1	2	5	78
TN280.20.1.1	TN280	20	1	1	5	78
TN280.20.1.2	TN280	20	1	2	5	78
TN380.20.1.1	TN380	20	1	1	5	55.56
TN380.20.1.2	TN380	20	1	2	5	60.73
TN4.20.1.1	TN4	20	1	1	5	78
TN4.20.1.2	TN4	20	1	2	5	78
TN501.20.1.1	TN501	20	1	1	5	64.58
TN501.20.1.2	TN501	20	1	2	5	69.4
TN550.20.1.1	TN550	20	1	1	5	78
TN550.20.1.2	TN550	20	1	2	5	78
W12-6.20.1.1	W12-6	20	1	1	5	78
W12-6.20.1.2	W12-6	20	1	2	5	78
W23.20.1.1	W23	20	1	1	5	78
W23.20.1.2	W23	20	1	2	5	78
W3-5.20.1.1	W3-5	20	1	1	5	78
W3-5.20.1.2	W3-5	20	1	2	5	78
Dm13.20.2.1	Dm13	20	2	1	5	78
Dm13.20.2.2	Dm13	20	2	2	5	78
Et12.20.2.1	Et12	20	2	1	5	78
Et12.20.2.2	Et12	20	2	2	5	78
Et14.20.2.1	Et14	20	2	1	5	78
Et14.20.2.2	Et14	20	2	2	5	78
Et17.20.2.1	Et17	20	2	1	5	78
Et17.20.2.2	Et17	20	2	2	5	78
Et18.20.2.1	Et18	20	2	1	5	78
Et18.20.2.2	Et18	20	2	2	5	78
IN12-4.20.2.1	IN12-4	20	2	1	5	78
IN12-4.20.2.2	IN12-4	20	2	2	5	78
IN12-8-3.20.2.1	IN12-8-3	20	2	1	5	78
IN12-8-3.20.2.2	IN12-8-3	20	2	2	5	78
IN12-9-4.20.2.1	IN12-9-4	20	2	1	5	78
IN12-9-4.20.2.2	IN12-9-4	20	2	2	5	78
IN12-9-6.20.2.1	IN12-9-6	20	2	1	5	78
IN12-9-6.20.2.2	IN12-9-6	20	2	2	5	78
IN12-PO-3.20.2.1	IN12-PO-3	20	2	1	5	78
IN12-PO-3.20.2.2	IN12-PO-3	20	2	2	5	78
Md10.20.2.1	Md10	20	2	1	5	78
Md10.20.2.2	Md10	20	2	2	5	78
Md3.20.2.1	Md3	20	2	1	5	78
Md3.20.2.2	Md3	20	2	2	5	78
Md5.20.2.1	Md5	20	2	1	5	78
Md5.20.2.2	Md5	20	2	2	5	78
Md6.20.2.1	Md6	20	2	1	5	78
Md6.20.2.2	Md6	20	2	2	5	78
Md7.20.2.1	Md7	20	2	1	5	78
Md7.20.2.2	Md7	20	2	2	5	78
MP144.20.2.1	MP144	20	2	1	5	78
MP144.20.2.2	MP144	20	2	2	5	78
MP220.20.2.1	MP220	20	2	1	5	78
MP220.20.2.2	MP220	20	2	2	5	78
MP223.20.2.1	MP223	20	2	1	5	66.26
MP223.20.2.2	MP223	20	2	2	5	65.21
MP249.20.2.1	MP249	20	2	1	5	78
MP249.20.2.2	MP249	20	2	2	5	78
MP250.20.2.1	MP250	20	2	1	5	78
MP250.20.2.2	MP250	20	2	2	5	78
MP258.20.2.1	MP258	20	2	1	5	78
MP258.20.2.2	MP258	20	2	2	5	78
TN262.20.2.1	TN262	20	2	1	5	78
TN262.20.2.2	TN262	20	2	2	5	78
TN264.20.2.1	TN264	20	2	1	5	78
TN264.20.2.2	TN264	20	2	2	5	78
TN270.20.2.1	TN270	20	2	1	5	78
TN270.20.2.2	TN270	20	2	2	5	78
TN279.20.2.1	TN279	20	2	1	5	78
TN279.20.2.2	TN279	20	2	2	5	78
TN280.20.2.1	TN280	20	2	1	5	78
TN280.20.2.2	TN280	20	2	2	5	78
TN380.20.2.1	TN380	20	2	1	5	59.75
TN380.20.2.2	TN380	20	2	2	5	60.54
TN4.20.2.1	TN4	20	2	1	5	78
TN4.20.2.2	TN4	20	2	2	5	78
TN501.20.2.1	TN501	20	2	1	5	70.32
TN501.20.2.2	TN501	20	2	2	5	67.38
TN550.20.2.1	TN550	20	2	1	5	78
TN550.20.2.2	TN550	20	2	2	5	78
W12-6.20.2.1	W12-6	20	2	1	5	78
W12-6.20.2.2	W12-6	20	2	2	5	78
W23.20.2.1	W23	20	2	1	5	78
W23.20.2.2	W23	20	2	2	5	78
W3-5.20.2.1	W3-5	20	2	1	5	78
W3-5.20.2.2	W3-5	20	2	2	5	78
Dm13.25.1.1	Dm13	25	1	1	5	78
Dm13.25.1.2	Dm13	25	1	2	5	78
Et12.25.1.1	Et12	25	1	1	5	78
Et12.25.1.2	Et12	25	1	2	5	78
Et14.25.1.1	Et14	25	1	1	5	78
Et14.25.1.2	Et14	25	1	2	5	78
Et17.25.1.1	Et17	25	1	1	5	78
Et17.25.1.2	Et17	25	1	2	5	78
Et18.25.1.1	Et18	25	1	1	5	78
Et18.25.1.2	Et18	25	1	2	5	78
IN12-4.25.1.1	IN12-4	25	1	1	5	78
IN12-4.25.1.2	IN12-4	25	1	2	5	78
IN12-8-3.25.1.1	IN12-8-3	25	1	1	5	78
IN12-8-3.25.1.2	IN12-8-3	25	1	2	5	78
IN12-9-4.25.1.1	IN12-9-4	25	1	1	5	78
IN12-9-4.25.1.2	IN12-9-4	25	1	2	5	78
IN12-9-6.25.1.1	IN12-9-6	25	1	1	5	78
IN12-9-6.25.1.2	IN12-9-6	25	1	2	5	78
IN12-PO-3.25.1.1	IN12-PO-3	25	1	1	5	78
IN12-PO-3.25.1.2	IN12-PO-3	25	1	2	5	78
Md10.25.1.1	Md10	25	1	1	5	78
Md10.25.1.2	Md10	25	1	2	5	78
Md3.25.1.1	Md3	25	1	1	5	78
Md3.25.1.2	Md3	25	1	2	5	78
Md5.25.1.1	Md5	25	1	1	5	78
Md5.25.1.2	Md5	25	1	2	5	78
Md6.25.1.1	Md6	25	1	1	5	78
Md6.25.1.2	Md6	25	1	2	5	78
Md7.25.1.1	Md7	25	1	1	5	78
Md7.25.1.2	Md7	25	1	2	5	78
MP144.25.1.1	MP144	25	1	1	5	78
MP144.25.1.2	MP144	25	1	2	5	78
MP220.25.1.1	MP220	25	1	1	5	78
MP220.25.1.2	MP220	25	1	2	5	78
MP223.25.1.1	MP223	25	1	1	5	78
MP223.25.1.2	MP223	25	1	2	5	78
MP249.25.1.1	MP249	25	1	1	5	78
MP249.25.1.2	MP249	25	1	2	5	78
MP250.25.1.1	MP250	25	1	1	5	78
MP250.25.1.2	MP250	25	1	2	5	78
MP258.25.1.1	MP258	25	1	1	5	78
MP258.25.1.2	MP258	25	1	2	5	78
TN262.25.1.1	TN262	25	1	1	5	78
TN262.25.1.2	TN262	25	1	2	5	78
TN264.25.1.1	TN264	25	1	1	5	78
TN264.25.1.2	TN264	25	1	2	5	78
TN270.25.1.1	TN270	25	1	1	5	78
TN270.25.1.2	TN270	25	1	2	5	78
TN279.25.1.1	TN279	25	1	1	5	78
TN279.25.1.2	TN279	25	1	2	5	78
TN280.25.1.1	TN280	25	1	1	5	78
TN280.25.1.2	TN280	25	1	2	5	78
TN380.25.1.1	TN380	25	1	1	5	57.78
TN380.25.1.2	TN380	25	1	2	5	55.24
TN4.25.1.1	TN4	25	1	1	5	78
TN4.25.1.2	TN4	25	1	2	5	78
TN501.25.1.1	TN501	25	1	1	5	78
TN501.25.1.2	TN501	25	1	2	5	78
TN550.25.1.1	TN550	25	1	1	5	78
TN550.25.1.2	TN550	25	1	2	5	78
W12-6.25.1.1	W12-6	25	1	1	5	78
W12-6.25.1.2	W12-6	25	1	2	5	78
W23.25.1.1	W23	25	1	1	5	78
W23.25.1.2	W23	25	1	2	5	78
W3-5.25.1.1	W3-5	25	1	1	5	78
W3-5.25.1.2	W3-5	25	1	2	5	78
Dm13.25.2.1	Dm13	25	2	1	5	78
Dm13.25.2.2	Dm13	25	2	2	5	78
Et12.25.2.1	Et12	25	2	1	5	78
Et12.25.2.2	Et12	25	2	2	5	78
Et14.25.2.1	Et14	25	2	1	5	78
Et14.25.2.2	Et14	25	2	2	5	78
Et17.25.2.1	Et17	25	2	1	5	78
Et17.25.2.2	Et17	25	2	2	5	78
Et18.25.2.1	Et18	25	2	1	5	78
Et18.25.2.2	Et18	25	2	2	5	78
IN12-4.25.2.1	IN12-4	25	2	1	5	78
IN12-4.25.2.2	IN12-4	25	2	2	5	78
IN12-8-3.25.2.1	IN12-8-3	25	2	1	5	78
IN12-8-3.25.2.2	IN12-8-3	25	2	2	5	78
IN12-9-4.25.2.1	IN12-9-4	25	2	1	5	78
IN12-9-4.25.2.2	IN12-9-4	25	2	2	5	78
IN12-9-6.25.2.1	IN12-9-6	25	2	1	5	78
IN12-9-6.25.2.2	IN12-9-6	25	2	2	5	78
IN12-PO-3.25.2.1	IN12-PO-3	25	2	1	5	78
IN12-PO-3.25.2.2	IN12-PO-3	25	2	2	5	78
Md10.25.2.1	Md10	25	2	1	5	78
Md10.25.2.2	Md10	25	2	2	5	78
Md3.25.2.1	Md3	25	2	1	5	78
Md3.25.2.2	Md3	25	2	2	5	78
Md5.25.2.1	Md5	25	2	1	5	78
Md5.25.2.2	Md5	25	2	2	5	78
Md6.25.2.1	Md6	25	2	1	5	78
Md6.25.2.2	Md6	25	2	2	5	78
Md7.25.2.1	Md7	25	2	1	5	78
Md7.25.2.2	Md7	25	2	2	5	78
MP144.25.2.1	MP144	25	2	1	5	78
MP144.25.2.2	MP144	25	2	2	5	78
MP220.25.2.1	MP220	25	2	1	5	78
MP220.25.2.2	MP220	25	2	2	5	78
MP223.25.2.1	MP223	25	2	1	5	78
MP223.25.2.2	MP223	25	2	2	5	78
MP249.25.2.1	MP249	25	2	1	5	78
MP249.25.2.2	MP249	25	2	2	5	78
MP250.25.2.1	MP250	25	2	1	5	78
MP250.25.2.2	MP250	25	2	2	5	78
MP258.25.2.1	MP258	25	2	1	5	78
