code	isolate	temp_C	replicate	axis	dpi	col_diam_mm_corr
IN12-PO-3.35.2.2	IN12-PO-3	35	2	2	2	78
Md10.35.2.1	Md10	35	2	1	2	74.59
Md10.35.2.2	Md10	35	2	2	2	72.79
Md3.35.2.1	Md3	35	2	1	2	78
Md3.35.2.2	Md3	35	2	2	2	78
Md5.35.2.1	Md5	35	2	1	2	78
Md5.35.2.2	Md5	35	2	2	2	78
Md6.35.2.1	Md6	35	2	1	2	78
Md6.35.2.2	Md6	35	2	2	2	78
Md7.35.2.1	Md7	35	2	1	2	74.34
Md7.35.2.2	Md7	35	2	2	2	74.62
MP144.35.2.1	MP144	35	2	1	2	55.69
MP144.35.2.2	MP144	35	2	2	2	55.87
MP220.35.2.1	MP220	35	2	1	2	74.68
MP220.35.2.2	MP220	35	2	2	2	74.34
MP223.35.2.1	MP223	35	2	1	2	50.39
MP223.35.2.2	MP223	35	2	2	2	50.34
MP249.35.2.1	MP249	35	2	1	2	74.77
MP249.35.2.2	MP249	35	2	2	2	76.03
MP250.35.2.1	MP250	35	2	1	2	78
MP250.35.2.2	MP250	35	2	2	2	78
MP258.35.2.1	MP258	35	2	1	2	65.49
MP258.35.2.2	MP258	35	2	2	2	65.04
TN262.35.2.1	TN262	35	2	1	2	74.25
TN262.35.2.2	TN262	35	2	2	2	74.38
TN264.35.2.1	TN264	35	2	1	2	71.52
TN264.35.2.2	TN264	35	2	2	2	69.97
TN270.35.2.1	TN270	35	2	1	2	78
TN270.35.2.2	TN270	35	2	2	2	78
TN279.35.2.1	TN279	35	2	1	2	71.82
TN279.35.2.2	TN279	35	2	2	2	72.52
TN280.35.2.1	TN280	35	2	1	2	78
TN280.35.2.2	TN280	35	2	2	2	78
TN380.35.2.1	TN380	35	2	1	2	73.77
TN380.35.2.2	TN380	35	2	2	2	71.17
TN4.35.2.1	TN4	35	2	1	2	59.19
TN4.35.2.2	TN4	35	2	2	2	59.35
TN501.35.2.1	TN501	35	2	1	2	35.01
TN501.35.2.2	TN501	35	2	2	2	30.47
TN550.35.2.1	TN550	35	2	1	2	64.24
TN550.35.2.2	TN550	35	2	2	2	64.21
W12-6.35.2.1	W12-6	35	2	1	2	62.75
W12-6.35.2.2	W12-6	35	2	2	2	61.81
W23.35.2.1	W23	35	2	1	2	78
W23.35.2.2	W23	35	2	2	2	78
W3-5.35.2.1	W3-5	35	2	1	2	53.79
W3-5.35.2.2	W3-5	35	2	2	2	52.98
Dm13.40.1.1	Dm13	40	1	1	2	14.8
Dm13.40.1.2	Dm13	40	1	2	2	14.36
Et12.40.1.1	Et12	40	1	1	2	50.92
Et12.40.1.2	Et12	40	1	2	2	50.59
Et14.40.1.1	Et14	40	1	1	2	53.07
Et14.40.1.2	Et14	40	1	2	2	52.39
Et17.40.1.1	Et17	40	1	1	2	30.27
Et17.40.1.2	Et17	40	1	2	2	30.41
Et18.40.1.1	Et18	40	1	1	2	57.86
Et18.40.1.2	Et18	40	1	2	2	56.74
IN12-4.40.1.1	IN12-4	40	1	1	2	56.17
IN12-4.40.1.2	IN12-4	40	1	2	2	55.46
IN12-8-3.40.1.1	IN12-8-3	40	1	1	2	51.61
IN12-8-3.40.1.2	IN12-8-3	40	1	2	2	51.82
IN12-9-4.40.1.1	IN12-9-4	40	1	1	2	24.41
IN12-9-4.40.1.2	IN12-9-4	40	1	2	2	24.41
IN12-9-6.40.1.1	IN12-9-6	40	1	1	2	44.65
IN12-9-6.40.1.2	IN12-9-6	40	1	2	2	42.63
IN12-PO-3.40.1.1	IN12-PO-3	40	1	1	2	40.82
IN12-PO-3.40.1.2	IN12-PO-3	40	1	2	2	40.82
Md10.40.1.1	Md10	40	1	1	2	43.68
Md10.40.1.2	Md10	40	1	2	2	43.68
Md3.40.1.1	Md3	40	1	1	2	37.79
Md3.40.1.2	Md3	40	1	2	2	36.12
Md5.40.1.1	Md5	40	1	1	2	26.15
Md5.40.1.2	Md5	40	1	2	2	25.65
Md6.40.1.1	Md6	40	1	1	2	52.46
Md6.40.1.2	Md6	40	1	2	2	52.19
Md7.40.1.1	Md7	40	1	1	2	49.85
Md7.40.1.2	Md7	40	1	2	2	49.36
MP144.40.1.1	MP144	40	1	1	2	20.07
MP144.40.1.2	MP144	40	1	2	2	20.31
MP220.40.1.1	MP220	40	1	1	2	47.32
MP220.40.1.2	MP220	40	1	2	2	47.5
MP223.40.1.1	MP223	40	1	1	2	28.22
MP223.40.1.2	MP223	40	1	2	2	27.14
MP249.40.1.1	MP249	40	1	1	2	39.06
MP249.40.1.2	MP249	40	1	2	2	38.02
MP250.40.1.1	MP250	40	1	1	2	40.34
MP250.40.1.2	MP250	40	1	2	2	40.92
MP258.40.1.1	MP258	40	1	1	2	42.8
MP258.40.1.2	MP258	40	1	2	2	42.8
TN262.40.1.1	TN262	40	1	1	2	40.35
TN262.40.1.2	TN262	40	1	2	2	39.81
TN264.40.1.1	TN264	40	1	1	2	32.07
TN264.40.1.2	TN264	40	1	2	2	32.27
TN270.40.1.1	TN270	40	1	1	2	45.55
TN270.40.1.2	TN270	40	1	2	2	45.65
TN279.40.1.1	TN279	40	1	1	2	40.93
TN279.40.1.2	TN279	40	1	2	2	41.89
TN280.40.1.1	TN280	40	1	1	2	42.16
TN280.40.1.2	TN280	40	1	2	2	41.88
TN380.40.1.1	TN380	40	1	1	2	47.39
TN380.40.1.2	TN380	40	1	2	2	46.52
TN4.40.1.1	TN4	40	1	1	2	45.65
TN4.40.1.2	TN4	40	1	2	2	45.2
TN501.40.1.1	TN501	40	1	1	2	28.63
TN501.40.1.2	TN501	40	1	2	2	28.79
TN550.40.1.1	TN550	40	1	1	2	35.31
TN550.40.1.2	TN550	40	1	2	2	36.21
W12-6.40.1.1	W12-6	40	1	1	2	25.4
W12-6.40.1.2	W12-6	40	1	2	2	25.31
W23.40.1.1	W23	40	1	1	2	39.05
W23.40.1.2	W23	40	1	2	2	40.69
W3-5.40.1.1	W3-5	40	1	1	2	27.19
W3-5.40.1.2	W3-5	40	1	2	2	27.9
Dm13.40.2.1	Dm13	40	2	1	2	18.39
Dm13.40.2.2	Dm13	40	2	2	2	19.19
Et12.40.2.1	Et12	40	2	1	2	51.9
Et12.40.2.2	Et12	40	2	2	2	51.84
Et14.40.2.1	Et14	40	2	1	2	57.11
Et14.40.2.2	Et14	40	2	2	2	57.35
Et17.40.2.1	Et17	40	2	1	2	30.05
Et17.40.2.2	Et17	40	2	2	2	29.17
Et18.40.2.1	Et18	40	2	1	2	57.89
Et18.40.2.2	Et18	40	2	2	2	58.47
IN12-4.40.2.1	IN12-4	40	2	1	2	63.47
IN12-4.40.2.2	IN12-4	40	2	2	2	61.12
IN12-8-3.40.2.1	IN12-8-3	40	2	1	2	57.58
IN12-8-3.40.2.2	IN12-8-3	40	2	2	2	54.57
IN12-9-4.40.2.1	IN12-9-4	40	2	1	2	25.63
IN12-9-4.40.2.2	IN12-9-4	40	2	2	2	25.65
IN12-9-6.40.2.1	IN12-9-6	40	2	1	2	48.96
IN12-9-6.40.2.2	IN12-9-6	40	2	2	2	48.96
IN12-PO-3.40.2.1	IN12-PO-3	40	2	1	2	47.29
IN12-PO-3.40.2.2	IN12-PO-3	40	2	2	2	47.48
Md10.40.2.1	Md10	40	2	1	2	49.79
Md10.40.2.2	Md10	40	2	2	2	49.96
Md3.40.2.1	Md3	40	2	1	2	16.65
Md3.40.2.2	Md3	40	2	2	2	17.13
Md5.40.2.1	Md5	40	2	1	2	16.48
Md5.40.2.2	Md5	40	2	2	2	16.31
Md6.40.2.1	Md6	40	2	1	2	41.42
Md6.40.2.2	Md6	40	2	2	2	41.04
Md7.40.2.1	Md7	40	2	1	2	45.96
Md7.40.2.2	Md7	40	2	2	2	45.3
MP144.40.2.1	MP144	40	2	1	2	13.88
MP144.40.2.2	MP144	40	2	2	2	13.98
MP220.40.2.1	MP220	40	2	1	2	43.57
MP220.40.2.2	MP220	40	2	2	2	43.78
MP223.40.2.1	MP223	40	2	1	2	25.87
MP223.40.2.2	MP223	40	2	2	2	24.67
MP249.40.2.1	MP249	40	2	1	2	28.19
MP249.40.2.2	MP249	40	2	2	2	28.04
MP250.40.2.1	MP250	40	2	1	2	37.14
MP250.40.2.2	MP250	40	2	2	2	38.44
MP258.40.2.1	MP258	40	2	1	2	45.23
MP258.40.2.2	MP258	40	2	2	2	43.62
TN262.40.2.1	TN262	40	2	1	2	46.72
TN262.40.2.2	TN262	40	2	2	2	46.67
TN264.40.2.1	TN264	40	2	1	2	19.62
TN264.40.2.2	TN264	40	2	2	2	19.46
TN270.40.2.1	TN270	40	2	1	2	37.79
TN270.40.2.2	TN270	40	2	2	2	37.79
TN279.40.2.1	TN279	40	2	1	2	34.71
TN279.40.2.2	TN279	40	2	2	2	35.68
TN280.40.2.1	TN280	40	2	1	2	38.34
TN280.40.2.2	TN280	40	2	2	2	38.66
TN380.40.2.1	TN380	40	2	1	2	44.91
TN380.40.2.2	TN380	40	2	2	2	45.05
TN4.40.2.1	TN4	40	2	1	2	46.37
TN4.40.2.2	TN4	40	2	2	2	45.52
TN501.40.2.1	TN501	40	2	1	2	25.38
TN501.40.2.2	TN501	40	2	2	2	26.47
TN550.40.2.1	TN550	40	2	1	2	31.91
TN550.40.2.2	TN550	40	2	2	2	31.25
W12-6.40.2.1	W12-6	40	2	1	2	16.57
W12-6.40.2.2	W12-6	40	2	2	2	16.82
W23.40.2.1	W23	40	2	1	2	30.75
W23.40.2.2	W23	40	2	2	2	30.45
W3-5.40.2.1	W3-5	40	2	1	2	22
W3-5.40.2.2	W3-5	40	2	2	2	21.7
Dm13.15.1.1	Dm13	15	1	1	3	32.64
Dm13.15.1.2	Dm13	15	1	2	3	34.18
Et12.15.1.1	Et12	15	1	1	3	34.76
Et12.15.1.2	Et12	15	1	2	3	34.37
Et14.15.1.1	Et14	15	1	1	3	29.05
Et14.15.1.2	Et14	15	1	2	3	28.75
Et17.15.1.1	Et17	15	1	1	3	29.4
Et17.15.1.2	Et17	15	1	2	3	32.55
Et18.15.1.1	Et18	15	1	1	3	32.08
Et18.15.1.2	Et18	15	1	2	3	32.06
IN12-4.15.1.1	IN12-4	15	1	1	3	30.6
IN12-4.15.1.2	IN12-4	15	1	2	3	28.92
IN12-8-3.15.1.1	IN12-8-3	15	1	1	3	35.45
IN12-8-3.15.1.2	IN12-8-3	15	1	2	3	32.08
IN12-9-4.15.1.1	IN12-9-4	15	1	1	3	32.44
IN12-9-4.15.1.2	IN12-9-4	15	1	2	3	31.58
IN12-9-6.15.1.1	IN12-9-6	15	1	1	3	27.41
IN12-9-6.15.1.2	IN12-9-6	15	1	2	3	28.65
IN12-PO-3.15.1.1	IN12-PO-3	15	1	1	3	29.05
IN12-PO-3.15.1.2	IN12-PO-3	15	1	2	3	28.42
Md10.15.1.1	Md10	15	1	1	3	28.45
Md10.15.1.2	Md10	15	1	2	3	27.74
Md3.15.1.1	Md3	15	1	1	3	26.12
Md3.15.1.2	Md3	15	1	2	3	26.94
Md5.15.1.1	Md5	15	1	1	3	29.48
Md5.15.1.2	Md5	15	1	2	3	30.07
Md6.15.1.1	Md6	15	1	1	3	30.19
Md6.15.1.2	Md6	15	1	2	3	29.22
Md7.15.1.1	Md7	15	1	1	3	28.17
Md7.15.1.2	Md7	15	1	2	3	28.08
MP144.15.1.1	MP144	15	1	1	3	25.98
MP144.15.1.2	MP144	15	1	2	3	25.26
MP220.15.1.1	MP220	15	1	1	3	25.68
MP220.15.1.2	MP220	15	1	2	3	25.96
MP223.15.1.1	MP223	15	1	1	3	26.71
MP223.15.1.2	MP223	15	1	2	3	24.63
MP249.15.1.1	MP249	15	1	1	3	25.34
MP249.15.1.2	MP249	15	1	2	3	23.75
MP250.15.1.1	MP250	15	1	1	3	27.49
MP250.15.1.2	MP250	15	1	2	3	26.85
MP258.15.1.1	MP258	15	1	1	3	27.84
MP258.15.1.2	MP258	15	1	2	3	28.43
TN262.15.1.1	TN262	15	1	1	3	26.24
TN262.15.1.2	TN262	15	1	2	3	26.35
TN264.15.1.1	TN264	15	1	1	3	32.04
TN264.15.1.2	TN264	15	1	2	3	29.71
TN270.15.1.1	TN270	15	1	1	3	30.09
TN270.15.1.2	TN270	15	1	2	3	29.89
TN279.15.1.1	TN279	15	1	1	3	25.24
TN279.15.1.2	TN279	15	1	2	3	24.94
TN280.15.1.1	TN280	15	1	1	3	25.11
TN280.15.1.2	TN280	15	1	2	3	25.11
TN380.15.1.1	TN380	15	1	1	3	19.76
TN380.15.1.2	TN380	15	1	2	3	22.44
TN4.15.1.1	TN4	15	1	1	3	16.49
TN4.15.1.2	TN4	15	1	2	3	16.35
TN501.15.1.1	TN501	15	1	1	3	18.83
TN501.15.1.2	TN501	15	1	2	3	17.64
TN550.15.1.1	TN550	15	1	1	3	23.27
TN550.15.1.2	TN550	15	1	2	3	22.97
W12-6.15.1.1	W12-6	15	1	1	3	23.23
W12-6.15.1.2	W12-6	15	1	2	3	22.59
W23.15.1.1	W23	15	1	1	3	26.58
W23.15.1.2	W23	15	1	2	3	26.58
W3-5.15.1.1	W3-5	15	1	1	3	25.76
W3-5.15.1.2	W3-5	15	1	2	3	22.56
Dm13.15.2.1	Dm13	15	2	1	3	32.93
Dm13.15.2.2	Dm13	15	2	2	3	33.87
Et12.15.2.1	Et12	15	2	1	3	34.06
Et12.15.2.2	Et12	15	2	2	3	32.37
Et14.15.2.1	Et14	15	2	1	3	30.82
Et14.15.2.2	Et14	15	2	2	3	29.73
Et17.15.2.1	Et17	15	2	1	3	31.35
Et17.15.2.2	Et17	15	2	2	3	30.49
Et18.15.2.1	Et18	15	2	1	3	29.87
Et18.15.2.2	Et18	15	2	2	3	30.27
IN12-4.15.2.1	IN12-4	15	2	1	3	27.77
IN12-4.15.2.2	IN12-4	15	2	2	3	28
IN12-8-3.15.2.1	IN12-8-3	15	2	1	3	35.41
IN12-8-3.15.2.2	IN12-8-3	15	2	2	3	37.93
IN12-9-4.15.2.1	IN12-9-4	15	2	1	3	32.33
IN12-9-4.15.2.2	IN12-9-4	15	2	2	3	32.33
IN12-9-6.15.2.1	IN12-9-6	15	2	1	3	31.78
IN12-9-6.15.2.2	IN12-9-6	15	2	2	3	30.03
IN12-PO-3.15.2.1	IN12-PO-3	15	2	1	3	31.24
IN12-PO-3.15.2.2	IN12-PO-3	15	2	2	3	28.75
Md10.15.2.1	Md10	15	2	1	3	28.68
Md10.15.2.2	Md10	15	2	2	3	28.34
Md3.15.2.1	Md3	15	2	1	3	29.54
Md3.15.2.2	Md3	15	2	2	3	28.53
Md5.15.2.1	Md5	15	2	1	3	29.28
Md5.15.2.2	Md5	15	2	2	3	29.5
Md6.15.2.1	Md6	15	2	1	3	30.14
Md6.15.2.2	Md6	15	2	2	3	29.05
Md7.15.2.1	Md7	15	2	1	3	27.31
Md7.15.2.2	Md7	15	2	2	3	27.35
MP144.15.2.1	MP144	15	2	1	3	26.61
MP144.15.2.2	MP144	15	2	2	3	26.14
MP220.15.2.1	MP220	15	2	1	3	26.11
MP220.15.2.2	MP220	15	2	2	3	26.11
MP223.15.2.1	MP223	15	2	1	3	25.96
MP223.15.2.2	MP223	15	2	2	3	25.96
MP249.15.2.1	MP249	15	2	1	3	25.08
MP249.15.2.2	MP249	15	2	2	3	24.98
MP250.15.2.1	MP250	15	2	1	3	27.34
MP250.15.2.2	MP250	15	2	2	3	27.34
MP258.15.2.1	MP258	15	2	1	3	28.24
MP258.15.2.2	MP258	15	2	2	3	27.38
TN262.15.2.1	TN262	15	2	1	3	26
TN262.15.2.2	TN262	15	2	2	3	26.08
TN264.15.2.1	TN264	15	2	1	3	32.31
TN264.15.2.2	TN264	15	2	2	3	28.76
TN270.15.2.1	TN270	15	2	1	3	30.48
TN270.15.2.2	TN270	15	2	2	3	30.24
TN279.15.2.1	TN279	15	2	1	3	26.56
TN279.15.2.2	TN279	15	2	2	3	24.43
TN280.15.2.1	TN280	15	2	1	3	25.37
TN280.15.2.2	TN280	15	2	2	3	26.02
TN380.15.2.1	TN380	15	2	1	3	19.23
TN380.15.2.2	TN380	15	2	2	3	20.41
TN4.15.2.1	TN4	15	2	1	3	14.64
TN4.15.2.2	TN4	15	2	2	3	14.92
TN501.15.2.1	TN501	15	2	1	3	19.12
TN501.15.2.2	TN501	15	2	2	3	18.92
TN550.15.2.1	TN550	15	2	1	3	23.52
TN550.15.2.2	TN550	15	2	2	3	23.29
W12-6.15.2.1	W12-6	15	2	1	3	23.42
W12-6.15.2.2	W12-6	15	2	2	3	23.09
W23.15.2.1	W23	15	2	1	3	23.72
W23.15.2.2	W23	15	2	2	3	24.43
W3-5.15.2.1	W3-5	15	2	1	3	25.27
W3-5.15.2.2	W3-5	15	2	2	3	24.79
Dm13.20.1.1	Dm13	20	1	1	3	62.24
Dm13.20.1.2	Dm13	20	1	2	3	63.27
Et12.20.1.1	Et12	20	1	1	3	55.24
Et12.20.1.2	Et12	20	1	2	3	56.84
Et14.20.1.1	Et14	20	1	1	3	55.31
Et14.20.1.2	Et14	20	1	2	3	53.67
Et17.20.1.1	Et17	20	1	1	3	69.07
Et17.20.1.2	Et17	20	1	2	3	68.08
Et18.20.1.1	Et18	20	1	1	3	64.96
Et18.20.1.2	Et18	20	1	2	3	64.17
IN12-4.20.1.1	IN12-4	20	1	1	3	55.71
IN12-4.20.1.2	IN12-4	20	1	2	3	55.55
IN12-8-3.20.1.1	IN12-8-3	20	1	1	3	67.96
IN12-8-3.20.1.2	IN12-8-3	20	1	2	3	64.9
IN12-9-4.20.1.1	IN12-9-4	20	1	1	3	62.74
IN12-9-4.20.1.2	IN12-9-4	20	1	2	3	63.65
IN12-9-6.20.1.1	IN12-9-6	20	1	1	3	56.17
IN12-9-6.20.1.2	IN12-9-6	20	1	2	3	55.7
IN12-PO-3.20.1.1	IN12-PO-3	20	1	1	3	61.47
IN12-PO-3.20.1.2	IN12-PO-3	20	1	2	3	57.58
Md10.20.1.1	Md10	20	1	1	3	56.49
Md10.20.1.2	Md10	20	1	2	3	55.26
Md3.20.1.1	Md3	20	1	1	3	48.43
Md3.20.1.2	Md3	20	1	2	3	50.22
Md5.20.1.1	Md5	20	1	1	3	63.19
Md5.20.1.2	Md5	20	1	2	3	63.98
Md6.20.1.1	Md6	20	1	1	3	59.99
Md6.20.1.2	Md6	20	1	2	3	61.02
Md7.20.1.1	Md7	20	1	1	3	51.55
Md7.20.1.2	Md7	20	1	2	3	52.44
MP144.20.1.1	MP144	20	1	1	3	47.71
MP144.20.1.2	MP144	20	1	2	3	48.06
MP220.20.1.1	MP220	20	1	1	3	54.97
MP220.20.1.2	MP220	20	1	2	3	53.54
MP223.20.1.1	MP223	20	1	1	3	42.94
MP223.20.1.2	MP223	20	1	2	3	43.51
MP249.20.1.1	MP249	20	1	1	3	57.43
MP249.20.1.2	MP249	20	1	2	3	55.92
MP250.20.1.1	MP250	20	1	1	3	66.11
MP250.20.1.2	MP250	20	1	2	3	61.95
MP258.20.1.1	MP258	20	1	1	3	63.31
MP258.20.1.2	MP258	20	1	2	3	62.85
TN262.20.1.1	TN262	20	1	1	3	53.75
TN262.20.1.2	TN262	20	1	2	3	51.93
TN264.20.1.1	TN264	20	1	1	3	62.8
TN264.20.1.2	TN264	20	1	2	3	68.19
TN270.20.1.1	TN270	20	1	1	3	65.29
TN270.20.1.2	TN270	20	1	2	3	66.48
TN279.20.1.1	TN279	20	1	1	3	58
TN279.20.1.2	TN279	20	1	2	3	58.97
TN280.20.1.1	TN280	20	1	1	3	61.77
TN280.20.1.2	TN280	20	1	2	3	60.56
TN380.20.1.1	TN380	20	1	1	3	35.44
TN380.20.1.2	TN380	20	1	2	3	38.38
TN4.20.1.1	TN4	20	1	1	3	43.91
TN4.20.1.2	TN4	20	1	2	3	43.65
TN501.20.1.1	TN501	20	1	1	3	36.01
TN501.20.1.2	TN501	20	1	2	3	40.21
TN550.20.1.1	TN550	20	1	1	3	56.93
TN550.20.1.2	TN550	20	1	2	3	58.02
W12-6.20.1.1	W12-6	20	1	1	3	55.65
W12-6.20.1.2	W12-6	20	1	2	3	56.77
W23.20.1.1	W23	20	1	1	3	58.51
W23.20.1.2	W23	20	1	2	3	57.82
W3-5.20.1.1	W3-5	20	1	1	3	60.13
W3-5.20.1.2	W3-5	20	1	2	3	55.94
Dm13.20.2.1	Dm13	20	2	1	3	65.17
Dm13.20.2.2	Dm13	20	2	2	3	62.84
Et12.20.2.1	Et12	20	2	1	3	59.49
Et12.20.2.2	Et12	20	2	2	3	58.33
Et14.20.2.1	Et14	20	2	1	3	58.61
Et14.20.2.2	Et14	20	2	2	3	55.81
Et17.20.2.1	Et17	20	2	1	3	70.51
Et17.20.2.2	Et17	20	2	2	3	69.17
Et18.20.2.1	Et18	20	2	1	3	61.31
Et18.20.2.2	Et18	20	2	2	3	62.16
IN12-4.20.2.1	IN12-4	20	2	1	3	58.64
IN12-4.20.2.2	IN12-4	20	2	2	3	58.52
IN12-8-3.20.2.1	IN12-8-3	20	2	1	3	65.25
IN12-8-3.20.2.2	IN12-8-3	20	2	2	3	64.87
IN12-9-4.20.2.1	IN12-9-4	20	2	1	3	68.75
IN12-9-4.20.2.2	IN12-9-4	20	2	2	3	65.92
IN12-9-6.20.2.1	IN12-9-6	20	2	1	3	51.74
IN12-9-6.20.2.2	IN12-9-6	20	2	2	3	53.18
IN12-PO-3.20.2.1	IN12-PO-3	20	2	1	3	62.1
IN12-PO-3.20.2.2	IN12-PO-3	20	2	2	3	62.42
Md10.20.2.1	Md10	20	2	1	3	57.3
Md10.20.2.2	Md10	20	2	2	3	56.46
Md3.20.2.1	Md3	20	2	1	3	51.21
Md3.20.2.2	Md3	20	2	2	3	52.94
Md5.20.2.1	Md5	20	2	1	3	66.43
Md5.20.2.2	Md5	20	2	2	3	66.09
Md6.20.2.1	Md6	20	2	1	3	54.46
Md6.20.2.2	Md6	20	2	2	3	57.02
Md7.20.2.1	Md7	20	2	1	3	56.67
Md7.20.2.2	Md7	20	2	2	3	56.32
MP144.20.2.1	MP144	20	2	1	3	48.1
MP144.20.2.2	MP144	20	2	2	3	48.51
MP220.20.2.1	MP220	20	2	1	3	53.48
MP220.20.2.2	MP220	20	2	2	3	53.48
MP223.20.2.1	MP223	20	2	1	3	43.62
MP223.20.2.2	MP223	20	2	2	3	44.43
MP249.20.2.1	MP249	20	2	1	3	57.27
MP249.20.2.2	MP249	20	2	2	3	56.4
MP250.20.2.1	MP250	20	2	1	3	61.69
MP250.20.2.2	MP250	20	2	2	3	60.9
MP258.20.2.1	MP258	20	2	1	3	57.5
MP258.20.2.2	MP258	20	2	2	3	57.06
TN262.20.2.1	TN262	20	2	1	3	48.55
TN262.20.2.2	TN262	20	2	2	3	48.55
TN264.20.2.1	TN264	20	2	1	3	63.83
TN264.20.2.2	TN264	20	2	2	3	65.95
TN270.20.2.1	TN270	20	2	1	3	66.63
TN270.20.2.2	TN270	20	2	2	3	65.52
TN279.20.2.1	TN279	20	2	1	3	58.35
TN279.20.2.2	TN279	20	2	2	3	57.94
TN280.20.2.1	TN280	20	2	1	3	65.99
TN280.20.2.2	TN280	20	2	2	3	64.28
TN380.20.2.1	TN380	20	2	1	3	36.18
TN380.20.2.2	TN380	20	2	2	3	39.87
TN4.20.2.1	TN4	20	2	1	3	49.7
TN4.20.2.2	TN4	20	2	2	3	48.4
TN501.20.2.1	TN501	20	2	1	3	37.65
TN501.20.2.2	TN501	20	2	2	3	36.44
TN550.20.2.1	TN550	20	2	1	3	57.61
TN550.20.2.2	TN550	20	2	2	3	54.67
W12-6.20.2.1	W12-6	20	2	1	3	55.02
W12-6.20.2.2	W12-6	20	2	2	3	56.14
W23.20.2.1	W23	20	2	1	3	55.36
W23.20.2.2	W23	20	2	2	3	54.91
W3-5.20.2.1	W3-5	20	2	1	3	53.21
W3-5.20.2.2	W3-5	20	2	2	3	49.99
Dm13.25.1.1	Dm13	25	1	1	3	78
Dm13.25.1.2	Dm13	25	1	2	3	78
Et12.25.1.1	Et12	25	1	1	3	78
Et12.25.1.2	Et12	25	1	2	3	78
Et14.25.1.1	Et14	25	1	1	3	76.56
Et14.25.1.2	Et14	25	1	2	3	74.19
Et17.25.1.1	Et17	25	1	1	3	78
Et17.25.1.2	Et17	25	1	2	3	78
Et18.25.1.1	Et18	25	1	1	3	78
Et18.25.1.2	Et18	25	1	2	3	78
IN12-4.25.1.1	IN12-4	25	1	1	3	74.82
IN12-4.25.1.2	IN12-4	25	1	2	3	72.15
IN12-8-3.25.1.1	IN12-8-3	25	1	1	3	78
IN12-8-3.25.1.2	IN12-8-3	25	1	2	3	78
IN12-9-4.25.1.1	IN12-9-4	25	1	1	3	78
IN12-9-4.25.1.2	IN12-9-4	25	1	2	3	78
IN12-9-6.25.1.1	IN12-9-6	25	1	1	3	73.06
IN12-9-6.25.1.2	IN12-9-6	25	1	2	3	71.67
IN12-PO-3.25.1.1	IN12-PO-3	25	1	1	3	78
IN12-PO-3.25.1.2	IN12-PO-3	25	1	2	3	78
Md10.25.1.1	Md10	25	1	1	3	78
Md10.25.1.2	Md10	25	1	2	3	76.39
Md3.25.1.1	Md3	25	1	1	3	72.22
Md3.25.1.2	Md3	25	1	2	3	71.66
Md5.25.1.1	Md5	25	1	1	3	78
Md5.25.1.2	Md5	25	1	2	3	78
Md6.25.1.1	Md6	25	1	1	3	78
Md6.25.1.2	Md6	25	1	2	3	78
Md7.25.1.1	Md7	25	1	1	3	78
Md7.25.1.2	Md7	25	1	2	3	78
MP144.25.1.1	MP144	25	1	1	3	67.16
MP144.25.1.2	MP144	25	1	2	3	65.25
MP220.25.1.1	MP220	25	1	1	3	72.45
MP220.25.1.2	MP220	25	1	2	3	74.03
MP223.25.1.1	MP223	25	1	1	3	61.26
MP223.25.1.2	MP223	25	1	2	3	63.01
MP249.25.1.1	MP249	25	1	1	3	78
MP249.25.1.2	MP249	25	1	2	3	78
MP250.25.1.1	MP250	25	1	1	3	78
MP250.25.1.2	MP250	25	1	2	3	78
MP258.25.1.1	MP258	25	1	1	3	78
MP258.25.1.2	MP258	25	1	2	3	78
TN262.25.1.1	TN262	25	1	1	3	66.62
TN262.25.1.2	TN262	25	1	2	3	66.1
TN264.25.1.1	TN264	25	1	1	3	78
TN264.25.1.2	TN264	25	1	2	3	78
TN270.25.1.1	TN270	25	1	1	3	78
TN270.25.1.2	TN270	25	1	2	3	78
TN279.25.1.1	TN279	25	1	1	3	75.03
TN279.25.1.2	TN279	25	1	2	3	75.28
TN280.25.1.1	TN280	25	1	1	3	78
TN280.25.1.2	TN280	25	1	2	3	78
TN380.25.1.1	TN380	25	1	1	3	39.46
TN380.25.1.2	TN380	25	1	2	3	40.36
TN4.25.1.1	TN4	25	1	1	3	70.96
TN4.25.1.2	TN4	25	1	2	3	69.4
TN501.25.1.1	TN501	25	1	1	3	48.36
TN501.25.1.2	TN501	25	1	2	3	49.39
TN550.25.1.1	TN550	25	1	1	3	78
TN550.25.1.2	TN550	25	1	2	3	78
W12-6.25.1.1	W12-6	25	1	1	3	73.94
W12-6.25.1.2	W12-6	25	1	2	3	75.05
W23.25.1.1	W23	25	1	1	3	78
W23.25.1.2	W23	25	1	2	3	78
W3-5.25.1.1	W3-5	25	1	1	3	69.37
W3-5.25.1.2	W3-5	25	1	2	3	69.44
Dm13.25.2.1	Dm13	25	2	1	3	78
Dm13.25.2.2	Dm13	25	2	2	3	78
Et12.25.2.1	Et12	25	2	1	3	78
Et12.25.2.2	Et12	25	2	2	3	78
Et14.25.2.1	Et14	25	2	1	3	78
Et14.25.2.2	Et14	25	2	2	3	78
Et17.25.2.1	Et17	25	2	1	3	78
Et17.25.2.2	Et17	25	2	2	3	78
Et18.25.2.1	Et18	25	2	1	3	78
