code,isolate,temp_C,replicate,axis,hpi,hpi_corr,col_diam_mm_corr,region
MP144.40.1.2,MP144,40,1,2,40,44.25,20.31,south
MP220.40.1.1,MP220,40,1,1,40,44,47.32,south
MP220.40.1.2,MP220,40,1,2,40,44,47.5,south
MP223.40.1.1,MP223,40,1,1,40,43.75,28.22,south
MP223.40.1.2,MP223,40,1,2,40,43.75,27.14,south
MP249.40.1.1,MP249,40,1,1,40,43.5,39.06,south
MP249.40.1.2,MP249,40,1,2,40,43.5,38.02,south
MP250.40.1.1,MP250,40,1,1,40,43.25,40.34,south
MP250.40.1.2,MP250,40,1,2,40,43.25,40.92,south
MP258.40.1.1,MP258,40,1,1,40,43,42.8,south
MP258.40.1.2,MP258,40,1,2,40,43,42.8,south
TN262.40.1.1,TN262,40,1,1,40,42.75,40.35,south
TN262.40.1.2,TN262,40,1,2,40,42.75,39.81,south
TN264.40.1.1,TN264,40,1,1,40,42.5,32.07,south
TN264.40.1.2,TN264,40,1,2,40,42.5,32.27,south
TN270.40.1.1,TN270,40,1,1,40,42.25,45.55,south
TN270.40.1.2,TN270,40,1,2,40,42.25,45.65,south
TN279.40.1.1,TN279,40,1,1,40,42,40.93,south
TN279.40.1.2,TN279,40,1,2,40,42,41.89,south
TN280.40.1.1,TN280,40,1,1,40,41.75,42.16,south
TN280.40.1.2,TN280,40,1,2,40,41.75,41.88,south
TN380.40.1.1,TN380,40,1,1,40,41.5,47.39,south
TN380.40.1.2,TN380,40,1,2,40,41.5,46.52,south
TN4.40.1.1,TN4,40,1,1,40,40,45.65,south
TN4.40.1.2,TN4,40,1,2,40,40,45.2,south
TN501.40.1.1,TN501,40,1,1,40,41.25,28.63,south
TN501.40.1.2,TN501,40,1,2,40,41.25,28.79,south
TN550.40.1.1,TN550,40,1,1,40,41,35.31,south
TN550.40.1.2,TN550,40,1,2,40,41,36.21,south
W12-6.40.1.1,W12-6,40,1,1,40,40.75,25.4,north
W12-6.40.1.2,W12-6,40,1,2,40,40.75,25.31,north
W23.40.1.1,W23,40,1,1,40,40.5,39.05,north
W23.40.1.2,W23,40,1,2,40,40.5,40.69,north
W3-5.40.1.1,W3-5,40,1,1,40,40.25,27.19,north
W3-5.40.1.2,W3-5,40,1,2,40,40.25,27.9,north
Dm13.40.2.1,Dm13,40,2,1,40,48,18.39,north
Dm13.40.2.2,Dm13,40,2,2,40,48,19.19,north
Et12.40.2.1,Et12,40,2,1,40,47.75,51.9,north
Et12.40.2.2,Et12,40,2,2,40,47.75,51.84,north
Et14.40.2.1,Et14,40,2,1,40,47.5,57.11,north
Et14.40.2.2,Et14,40,2,2,40,47.5,57.35,north
Et17.40.2.1,Et17,40,2,1,40,47.25,30.05,north
Et17.40.2.2,Et17,40,2,2,40,47.25,29.17,north
Et18.40.2.1,Et18,40,2,1,40,47,57.89,north
Et18.40.2.2,Et18,40,2,2,40,47,58.47,north
IN12-4.40.2.1,IN12-4,40,2,1,40,46.75,63.47,north
IN12-4.40.2.2,IN12-4,40,2,2,40,46.75,61.12,north
IN12-8-3.40.2.1,IN12-8-3,40,2,1,40,46.5,57.58,north
IN12-8-3.40.2.2,IN12-8-3,40,2,2,40,46.5,54.57,north
IN12-9-4.40.2.1,IN12-9-4,40,2,1,40,46.25,25.63,north
IN12-9-4.40.2.2,IN12-9-4,40,2,2,40,46.25,25.65,north
IN12-9-6.40.2.1,IN12-9-6,40,2,1,40,46,48.96,north
IN12-9-6.40.2.2,IN12-9-6,40,2,2,40,46,48.96,north
IN12-PO-3.40.2.1,IN12-PO-3,40,2,1,40,45.75,47.29,north
IN12-PO-3.40.2.2,IN12-PO-3,40,2,2,40,45.75,47.48,north
Md10.40.2.1,Md10,40,2,1,40,45.5,49.79,north
Md10.40.2.2,Md10,40,2,2,40,45.5,49.96,north
Md3.40.2.1,Md3,40,2,1,40,45.25,16.65,north
Md3.40.2.2,Md3,40,2,2,40,45.25,17.13,north
Md5.40.2.1,Md5,40,2,1,40,45,16.48,north
Md5.40.2.2,Md5,40,2,2,40,45,16.31,north
Md6.40.2.1,Md6,40,2,1,40,44.75,41.42,north
Md6.40.2.2,Md6,40,2,2,40,44.75,41.04,north
Md7.40.2.1,Md7,40,2,1,40,44.5,45.96,north
Md7.40.2.2,Md7,40,2,2,40,44.5,45.3,north
MP144.40.2.1,MP144,40,2,1,40,44.25,13.88,south
MP144.40.2.2,MP144,40,2,2,40,44.25,13.98,south
MP220.40.2.1,MP220,40,2,1,40,44,43.57,south
MP220.40.2.2,MP220,40,2,2,40,44,43.78,south
MP223.40.2.1,MP223,40,2,1,40,43.75,25.87,south
MP223.40.2.2,MP223,40,2,2,40,43.75,24.67,south
MP249.40.2.1,MP249,40,2,1,40,43.5,28.19,south
MP249.40.2.2,MP249,40,2,2,40,43.5,28.04,south
MP250.40.2.1,MP250,40,2,1,40,43.25,37.14,south
MP250.40.2.2,MP250,40,2,2,40,43.25,38.44,south
MP258.40.2.1,MP258,40,2,1,40,43,45.23,south
MP258.40.2.2,MP258,40,2,2,40,43,43.62,south
TN262.40.2.1,TN262,40,2,1,40,42.75,46.72,south
TN262.40.2.2,TN262,40,2,2,40,42.75,46.67,south
TN264.40.2.1,TN264,40,2,1,40,42.5,19.62,south
TN264.40.2.2,TN264,40,2,2,40,42.5,19.46,south
TN270.40.2.1,TN270,40,2,1,40,42.25,37.79,south
TN270.40.2.2,TN270,40,2,2,40,42.25,37.79,south
TN279.40.2.1,TN279,40,2,1,40,42,34.71,south
TN279.40.2.2,TN279,40,2,2,40,42,35.68,south
TN280.40.2.1,TN280,40,2,1,40,41.75,38.34,south
TN280.40.2.2,TN280,40,2,2,40,41.75,38.66,south
TN380.40.2.1,TN380,40,2,1,40,41.5,44.91,south
TN380.40.2.2,TN380,40,2,2,40,41.5,45.05,south
TN4.40.2.1,TN4,40,2,1,40,40,46.37,south
TN4.40.2.2,TN4,40,2,2,40,40,45.52,south
TN501.40.2.1,TN501,40,2,1,40,41.25,25.38,south
TN501.40.2.2,TN501,40,2,2,40,41.25,26.47,south
TN550.40.2.1,TN550,40,2,1,40,41,31.91,south
TN550.40.2.2,TN550,40,2,2,40,41,31.25,south
W12-6.40.2.1,W12-6,40,2,1,40,40.75,16.57,north
W12-6.40.2.2,W12-6,40,2,2,40,40.75,16.82,north
W23.40.2.1,W23,40,2,1,40,40.5,30.75,north
W23.40.2.2,W23,40,2,2,40,40.5,30.45,north
W3-5.40.2.1,W3-5,40,2,1,40,40.25,22,north
W3-5.40.2.2,W3-5,40,2,2,40,40.25,21.7,north
Dm13.15.1.1,Dm13,15,1,1,67,75,32.64,north
Dm13.15.1.2,Dm13,15,1,2,67,75,34.18,north
Et12.15.1.1,Et12,15,1,1,67,74.75,34.76,north
Et12.15.1.2,Et12,15,1,2,67,74.75,34.37,north
Et14.15.1.1,Et14,15,1,1,67,74.5,29.05,north
Et14.15.1.2,Et14,15,1,2,67,74.5,28.75,north
Et17.15.1.1,Et17,15,1,1,67,74.25,29.4,north
Et17.15.1.2,Et17,15,1,2,67,74.25,32.55,north
Et18.15.1.1,Et18,15,1,1,67,74,32.08,north
Et18.15.1.2,Et18,15,1,2,67,74,32.06,north
IN12-4.15.1.1,IN12-4,15,1,1,67,73.75,30.6,north
IN12-4.15.1.2,IN12-4,15,1,2,67,73.75,28.92,north
IN12-8-3.15.1.1,IN12-8-3,15,1,1,67,73.5,35.45,north
IN12-8-3.15.1.2,IN12-8-3,15,1,2,67,73.5,32.08,north
IN12-9-4.15.1.1,IN12-9-4,15,1,1,67,73.25,32.44,north
IN12-9-4.15.1.2,IN12-9-4,15,1,2,67,73.25,31.58,north
IN12-9-6.15.1.1,IN12-9-6,15,1,1,67,73,27.41,north
IN12-9-6.15.1.2,IN12-9-6,15,1,2,67,73,28.65,north
IN12-PO-3.15.1.1,IN12-PO-3,15,1,1,67,72.75,29.05,north
IN12-PO-3.15.1.2,IN12-PO-3,15,1,2,67,72.75,28.42,north
Md10.15.1.1,Md10,15,1,1,67,72.5,28.45,north
Md10.15.1.2,Md10,15,1,2,67,72.5,27.74,north
Md3.15.1.1,Md3,15,1,1,67,72.25,26.12,north
Md3.15.1.2,Md3,15,1,2,67,72.25,26.94,north
Md5.15.1.1,Md5,15,1,1,67,72,29.48,north
Md5.15.1.2,Md5,15,1,2,67,72,30.07,north
Md6.15.1.1,Md6,15,1,1,67,71.75,30.19,north
Md6.15.1.2,Md6,15,1,2,67,71.75,29.22,north
Md7.15.1.1,Md7,15,1,1,67,71.5,28.17,north
Md7.15.1.2,Md7,15,1,2,67,71.5,28.08,north
MP144.15.1.1,MP144,15,1,1,67,71.25,25.98,south
MP144.15.1.2,MP144,15,1,2,67,71.25,25.26,south
MP220.15.1.1,MP220,15,1,1,67,71,25.68,south
MP220.15.1.2,MP220,15,1,2,67,71,25.96,south
MP223.15.1.1,MP223,15,1,1,67,70.75,26.71,south
MP223.15.1.2,MP223,15,1,2,67,70.75,24.63,south
MP249.15.1.1,MP249,15,1,1,67,70.5,25.34,south
MP249.15.1.2,MP249,15,1,2,67,70.5,23.75,south
MP250.15.1.1,MP250,15,1,1,67,70.25,27.49,south
MP250.15.1.2,MP250,15,1,2,67,70.25,26.85,south
MP258.15.1.1,MP258,15,1,1,67,70,27.84,south
MP258.15.1.2,MP258,15,1,2,67,70,28.43,south
TN262.15.1.1,TN262,15,1,1,67,69.75,26.24,south
TN262.15.1.2,TN262,15,1,2,67,69.75,26.35,south
TN264.15.1.1,TN264,15,1,1,67,69.5,32.04,south
TN264.15.1.2,TN264,15,1,2,67,69.5,29.71,south
TN270.15.1.1,TN270,15,1,1,67,69.25,30.09,south
TN270.15.1.2,TN270,15,1,2,67,69.25,29.89,south
TN279.15.1.1,TN279,15,1,1,67,69,25.24,south
TN279.15.1.2,TN279,15,1,2,67,69,24.94,south
TN280.15.1.1,TN280,15,1,1,67,68.75,25.11,south
TN280.15.1.2,TN280,15,1,2,67,68.75,25.11,south
TN380.15.1.1,TN380,15,1,1,67,68.5,19.76,south
TN380.15.1.2,TN380,15,1,2,67,68.5,22.44,south
TN4.15.1.1,TN4,15,1,1,67,67,16.49,south
TN4.15.1.2,TN4,15,1,2,67,67,16.35,south
TN501.15.1.1,TN501,15,1,1,67,68.25,18.83,south
TN501.15.1.2,TN501,15,1,2,67,68.25,17.64,south
TN550.15.1.1,TN550,15,1,1,67,68,23.27,south
TN550.15.1.2,TN550,15,1,2,67,68,22.97,south
W12-6.15.1.1,W12-6,15,1,1,67,67.75,23.23,north
W12-6.15.1.2,W12-6,15,1,2,67,67.75,22.59,north
W23.15.1.1,W23,15,1,1,67,67.5,26.58,north
W23.15.1.2,W23,15,1,2,67,67.5,26.58,north
W3-5.15.1.1,W3-5,15,1,1,67,67.25,25.76,north
W3-5.15.1.2,W3-5,15,1,2,67,67.25,22.56,north
Dm13.15.2.1,Dm13,15,2,1,67,75,32.93,north
Dm13.15.2.2,Dm13,15,2,2,67,75,33.87,north
Et12.15.2.1,Et12,15,2,1,67,74.75,34.06,north
Et12.15.2.2,Et12,15,2,2,67,74.75,32.37,north
Et14.15.2.1,Et14,15,2,1,67,74.5,30.82,north
Et14.15.2.2,Et14,15,2,2,67,74.5,29.73,north
Et17.15.2.1,Et17,15,2,1,67,74.25,31.35,north
Et17.15.2.2,Et17,15,2,2,67,74.25,30.49,north
Et18.15.2.1,Et18,15,2,1,67,74,29.87,north
Et18.15.2.2,Et18,15,2,2,67,74,30.27,north
IN12-4.15.2.1,IN12-4,15,2,1,67,73.75,27.77,north
IN12-4.15.2.2,IN12-4,15,2,2,67,73.75,28,north
IN12-8-3.15.2.1,IN12-8-3,15,2,1,67,73.5,35.41,north
IN12-8-3.15.2.2,IN12-8-3,15,2,2,67,73.5,37.93,north
IN12-9-4.15.2.1,IN12-9-4,15,2,1,67,73.25,32.33,north
IN12-9-4.15.2.2,IN12-9-4,15,2,2,67,73.25,32.33,north
IN12-9-6.15.2.1,IN12-9-6,15,2,1,67,73,31.78,north
IN12-9-6.15.2.2,IN12-9-6,15,2,2,67,73,30.03,north
IN12-PO-3.15.2.1,IN12-PO-3,15,2,1,67,72.75,31.24,north
IN12-PO-3.15.2.2,IN12-PO-3,15,2,2,67,72.75,28.75,north
Md10.15.2.1,Md10,15,2,1,67,72.5,28.68,north
Md10.15.2.2,Md10,15,2,2,67,72.5,28.34,north
Md3.15.2.1,Md3,15,2,1,67,72.25,29.54,north
Md3.15.2.2,Md3,15,2,2,67,72.25,28.53,north
Md5.15.2.1,Md5,15,2,1,67,72,29.28,north
Md5.15.2.2,Md5,15,2,2,67,72,29.5,north
Md6.15.2.1,Md6,15,2,1,67,71.75,30.14,north
Md6.15.2.2,Md6,15,2,2,67,71.75,29.05,north
Md7.15.2.1,Md7,15,2,1,67,71.5,27.31,north
Md7.15.2.2,Md7,15,2,2,67,71.5,27.35,north
MP144.15.2.1,MP144,15,2,1,67,71.25,26.61,south
MP144.15.2.2,MP144,15,2,2,67,71.25,26.14,south
MP220.15.2.1,MP220,15,2,1,67,71,26.11,south
MP220.15.2.2,MP220,15,2,2,67,71,26.11,south
MP223.15.2.1,MP223,15,2,1,67,70.75,25.96,south
MP223.15.2.2,MP223,15,2,2,67,70.75,25.96,south
MP249.15.2.1,MP249,15,2,1,67,70.5,25.08,south
MP249.15.2.2,MP249,15,2,2,67,70.5,24.98,south
MP250.15.2.1,MP250,15,2,1,67,70.25,27.34,south
MP250.15.2.2,MP250,15,2,2,67,70.25,27.34,south
MP258.15.2.1,MP258,15,2,1,67,70,28.24,south
MP258.15.2.2,MP258,15,2,2,67,70,27.38,south
TN262.15.2.1,TN262,15,2,1,67,69.75,26,south
TN262.15.2.2,TN262,15,2,2,67,69.75,26.08,south
TN264.15.2.1,TN264,15,2,1,67,69.5,32.31,south
TN264.15.2.2,TN264,15,2,2,67,69.5,28.76,south
TN270.15.2.1,TN270,15,2,1,67,69.25,30.48,south
TN270.15.2.2,TN270,15,2,2,67,69.25,30.24,south
TN279.15.2.1,TN279,15,2,1,67,69,26.56,south
TN279.15.2.2,TN279,15,2,2,67,69,24.43,south
TN280.15.2.1,TN280,15,2,1,67,68.75,25.37,south
TN280.15.2.2,TN280,15,2,2,67,68.75,26.02,south
TN380.15.2.1,TN380,15,2,1,67,68.5,19.23,south
TN380.15.2.2,TN380,15,2,2,67,68.5,20.41,south
TN4.15.2.1,TN4,15,2,1,67,67,14.64,south
TN4.15.2.2,TN4,15,2,2,67,67,14.92,south
TN501.15.2.1,TN501,15,2,1,67,68.25,19.12,south
TN501.15.2.2,TN501,15,2,2,67,68.25,18.92,south
TN550.15.2.1,TN550,15,2,1,67,68,23.52,south
TN550.15.2.2,TN550,15,2,2,67,68,23.29,south
W12-6.15.2.1,W12-6,15,2,1,67,67.75,23.42,north
W12-6.15.2.2,W12-6,15,2,2,67,67.75,23.09,north
W23.15.2.1,W23,15,2,1,67,67.5,23.72,north
W23.15.2.2,W23,15,2,2,67,67.5,24.43,north
W3-5.15.2.1,W3-5,15,2,1,67,67.25,25.27,north
W3-5.15.2.2,W3-5,15,2,2,67,67.25,24.79,north
Dm13.20.1.1,Dm13,20,1,1,67,75,62.24,north
Dm13.20.1.2,Dm13,20,1,2,67,75,63.27,north
Et12.20.1.1,Et12,20,1,1,67,74.75,55.24,north
Et12.20.1.2,Et12,20,1,2,67,74.75,56.84,north
Et14.20.1.1,Et14,20,1,1,67,74.5,55.31,north
Et14.20.1.2,Et14,20,1,2,67,74.5,53.67,north
Et17.20.1.1,Et17,20,1,1,67,74.25,69.07,north
Et17.20.1.2,Et17,20,1,2,67,74.25,68.08,north
Et18.20.1.1,Et18,20,1,1,67,74,64.96,north
Et18.20.1.2,Et18,20,1,2,67,74,64.17,north
IN12-4.20.1.1,IN12-4,20,1,1,67,73.75,55.71,north
IN12-4.20.1.2,IN12-4,20,1,2,67,73.75,55.55,north
IN12-8-3.20.1.1,IN12-8-3,20,1,1,67,73.5,67.96,north
IN12-8-3.20.1.2,IN12-8-3,20,1,2,67,73.5,64.9,north
IN12-9-4.20.1.1,IN12-9-4,20,1,1,67,73.25,62.74,north
IN12-9-4.20.1.2,IN12-9-4,20,1,2,67,73.25,63.65,north
IN12-9-6.20.1.1,IN12-9-6,20,1,1,67,73,56.17,north
IN12-9-6.20.1.2,IN12-9-6,20,1,2,67,73,55.7,north
IN12-PO-3.20.1.1,IN12-PO-3,20,1,1,67,72.75,61.47,north
IN12-PO-3.20.1.2,IN12-PO-3,20,1,2,67,72.75,57.58,north
Md10.20.1.1,Md10,20,1,1,67,72.5,56.49,north
Md10.20.1.2,Md10,20,1,2,67,72.5,55.26,north
Md3.20.1.1,Md3,20,1,1,67,72.25,48.43,north
Md3.20.1.2,Md3,20,1,2,67,72.25,50.22,north
Md5.20.1.1,Md5,20,1,1,67,72,63.19,north
Md5.20.1.2,Md5,20,1,2,67,72,63.98,north
Md6.20.1.1,Md6,20,1,1,67,71.75,59.99,north
Md6.20.1.2,Md6,20,1,2,67,71.75,61.02,north
Md7.20.1.1,Md7,20,1,1,67,71.5,51.55,north
Md7.20.1.2,Md7,20,1,2,67,71.5,52.44,north
MP144.20.1.1,MP144,20,1,1,67,71.25,47.71,south
MP144.20.1.2,MP144,20,1,2,67,71.25,48.06,south
MP220.20.1.1,MP220,20,1,1,67,71,54.97,south
MP220.20.1.2,MP220,20,1,2,67,71,53.54,south
MP223.20.1.1,MP223,20,1,1,67,70.75,42.94,south
MP223.20.1.2,MP223,20,1,2,67,70.75,43.51,south
MP249.20.1.1,MP249,20,1,1,67,70.5,57.43,south
MP249.20.1.2,MP249,20,1,2,67,70.5,55.92,south
MP250.20.1.1,MP250,20,1,1,67,70.25,66.11,south
MP250.20.1.2,MP250,20,1,2,67,70.25,61.95,south
MP258.20.1.1,MP258,20,1,1,67,70,63.31,south
MP258.20.1.2,MP258,20,1,2,67,70,62.85,south
TN262.20.1.1,TN262,20,1,1,67,69.75,53.75,south
TN262.20.1.2,TN262,20,1,2,67,69.75,51.93,south
TN264.20.1.1,TN264,20,1,1,67,69.5,62.8,south
TN264.20.1.2,TN264,20,1,2,67,69.5,68.19,south
TN270.20.1.1,TN270,20,1,1,67,69.25,65.29,south
TN270.20.1.2,TN270,20,1,2,67,69.25,66.48,south
TN279.20.1.1,TN279,20,1,1,67,69,58,south
TN279.20.1.2,TN279,20,1,2,67,69,58.97,south
TN280.20.1.1,TN280,20,1,1,67,68.75,61.77,south
TN280.20.1.2,TN280,20,1,2,67,68.75,60.56,south
TN380.20.1.1,TN380,20,1,1,67,68.5,35.44,south
TN380.20.1.2,TN380,20,1,2,67,68.5,38.38,south
TN4.20.1.1,TN4,20,1,1,67,67,43.91,south
TN4.20.1.2,TN4,20,1,2,67,67,43.65,south
TN501.20.1.1,TN501,20,1,1,67,68.25,36.01,south
TN501.20.1.2,TN501,20,1,2,67,68.25,40.21,south
TN550.20.1.1,TN550,20,1,1,67,68,56.93,south
TN550.20.1.2,TN550,20,1,2,67,68,58.02,south
W12-6.20.1.1,W12-6,20,1,1,67,67.75,55.65,north
W12-6.20.1.2,W12-6,20,1,2,67,67.75,56.77,north
W23.20.1.1,W23,20,1,1,67,67.5,58.51,north
W23.20.1.2,W23,20,1,2,67,67.5,57.82,north
W3-5.20.1.1,W3-5,20,1,1,67,67.25,60.13,north
W3-5.20.1.2,W3-5,20,1,2,67,67.25,55.94,north
Dm13.20.2.1,Dm13,20,2,1,67,75,65.17,north
Dm13.20.2.2,Dm13,20,2,2,67,75,62.84,north
Et12.20.2.1,Et12,20,2,1,67,74.75,59.49,north
Et12.20.2.2,Et12,20,2,2,67,74.75,58.33,north
Et14.20.2.1,Et14,20,2,1,67,74.5,58.61,north
Et14.20.2.2,Et14,20,2,2,67,74.5,55.81,north
Et17.20.2.1,Et17,20,2,1,67,74.25,70.51,north
Et17.20.2.2,Et17,20,2,2,67,74.25,69.17,north
Et18.20.2.1,Et18,20,2,1,67,74,61.31,north
Et18.20.2.2,Et18,20,2,2,67,74,62.16,north
IN12-4.20.2.1,IN12-4,20,2,1,67,73.75,58.64,north
IN12-4.20.2.2,IN12-4,20,2,2,67,73.75,58.52,north
IN12-8-3.20.2.1,IN12-8-3,20,2,1,67,73.5,65.25,north
IN12-8-3.20.2.2,IN12-8-3,20,2,2,67,73.5,64.87,north
IN12-9-4.20.2.1,IN12-9-4,20,2,1,67,73.25,68.75,north
IN12-9-4.20.2.2,IN12-9-4,20,2,2,67,73.25,65.92,north
IN12-9-6.20.2.1,IN12-9-6,20,2,1,67,73,51.74,north
IN12-9-6.20.2.2,IN12-9-6,20,2,2,67,73,53.18,north
IN12-PO-3.20.2.1,IN12-PO-3,20,2,1,67,72.75,62.1,north
IN12-PO-3.20.2.2,IN12-PO-3,20,2,2,67,72.75,62.42,north
Md10.20.2.1,Md10,20,2,1,67,72.5,57.3,north
Md10.20.2.2,Md10,20,2,2,67,72.5,56.46,north
Md3.20.2.1,Md3,20,2,1,67,72.25,51.21,north
Md3.20.2.2,Md3,20,2,2,67,72.25,52.94,north
Md5.20.2.1,Md5,20,2,1,67,72,66.43,north
Md5.20.2.2,Md5,20,2,2,67,72,66.09,north
Md6.20.2.1,Md6,20,2,1,67,71.75,54.46,north
Md6.20.2.2,Md6,20,2,2,67,71.75,57.02,north
Md7.20.2.1,Md7,20,2,1,67,71.5,56.67,north
Md7.20.2.2,Md7,20,2,2,67,71.5,56.32,north
MP144.20.2.1,MP144,20,2,1,67,71.25,48.1,south
MP144.20.2.2,MP144,20,2,2,67,71.25,48.51,south
MP220.20.2.1,MP220,20,2,1,67,71,53.48,south
MP220.20.2.2,MP220,20,2,2,67,71,53.48,south
MP223.20.2.1,MP223,20,2,1,67,70.75,43.62,south
MP223.20.2.2,MP223,20,2,2,67,70.75,44.43,south
MP249.20.2.1,MP249,20,2,1,67,70.5,57.27,south
MP249.20.2.2,MP249,20,2,2,67,70.5,56.4,south
MP250.20.2.1,MP250,20,2,1,67,70.25,61.69,south
MP250.20.2.2,MP250,20,2,2,67,70.25,60.9,south
MP258.20.2.1,MP258,20,2,1,67,70,57.5,south
MP258.20.2.2,MP258,20,2,2,67,70,57.06,south
TN262.20.2.1,TN262,20,2,1,67,69.75,48.55,south
TN262.20.2.2,TN262,20,2,2,67,69.75,48.55,south
TN264.20.2.1,TN264,20,2,1,67,69.5,63.83,south
TN264.20.2.2,TN264,20,2,2,67,69.5,65.95,south
TN270.20.2.1,TN270,20,2,1,67,69.25,66.63,south
TN270.20.2.2,TN270,20,2,2,67,69.25,65.52,south
TN279.20.2.1,TN279,20,2,1,67,69,58.35,south
TN279.20.2.2,TN279,20,2,2,67,69,57.94,south
TN280.20.2.1,TN280,20,2,1,67,68.75,65.99,south
TN280.20.2.2,TN280,20,2,2,67,68.75,64.28,south
TN380.20.2.1,TN380,20,2,1,67,68.5,36.18,south
TN380.20.2.2,TN380,20,2,2,67,68.5,39.87,south
TN4.20.2.1,TN4,20,2,1,67,67,49.7,south
TN4.20.2.2,TN4,20,2,2,67,67,48.4,south
TN501.20.2.1,TN501,20,2,1,67,68.25,37.65,south
TN501.20.2.2,TN501,20,2,2,67,68.25,36.44,south
TN550.20.2.1,TN550,20,2,1,67,68,57.61,south
TN550.20.2.2,TN550,20,2,2,67,68,54.67,south
W12-6.20.2.1,W12-6,20,2,1,67,67.75,55.02,north
W12-6.20.2.2,W12-6,20,2,2,67,67.75,56.14,north
W23.20.2.1,W23,20,2,1,67,67.5,55.36,north
W23.20.2.2,W23,20,2,2,67,67.5,54.91,north
W3-5.20.2.1,W3-5,20,2,1,67,67.25,53.21,north
W3-5.20.2.2,W3-5,20,2,2,67,67.25,49.99,north
Dm13.25.1.1,Dm13,25,1,1,67,75,78,north
Dm13.25.1.2,Dm13,25,1,2,67,75,78,north
Et12.25.1.1,Et12,25,1,1,67,74.75,78,north
Et12.25.1.2,Et12,25,1,2,67,74.75,78,north
Et14.25.1.1,Et14,25,1,1,67,74.5,76.56,north
Et14.25.1.2,Et14,25,1,2,67,74.5,74.19,north
Et17.25.1.1,Et17,25,1,1,67,74.25,78,north
Et17.25.1.2,Et17,25,1,2,67,74.25,78,north
Et18.25.1.1,Et18,25,1,1,67,74,78,north
Et18.25.1.2,Et18,25,1,2,67,74,78,north
IN12-4.25.1.1,IN12-4,25,1,1,67,73.75,74.82,north
IN12-4.25.1.2,IN12-4,25,1,2,67,73.75,72.15,north
IN12-8-3.25.1.1,IN12-8-3,25,1,1,67,73.5,78,north
IN12-8-3.25.1.2,IN12-8-3,25,1,2,67,73.5,78,north
IN12-9-4.25.1.1,IN12-9-4,25,1,1,67,73.25,78,north
IN12-9-4.25.1.2,IN12-9-4,25,1,2,67,73.25,78,north
IN12-9-6.25.1.1,IN12-9-6,25,1,1,67,73,73.06,north
IN12-9-6.25.1.2,IN12-9-6,25,1,2,67,73,71.67,north
IN12-PO-3.25.1.1,IN12-PO-3,25,1,1,67,72.75,78,north
IN12-PO-3.25.1.2,IN12-PO-3,25,1,2,67,72.75,78,north
Md10.25.1.1,Md10,25,1,1,67,72.5,78,north
Md10.25.1.2,Md10,25,1,2,67,72.5,76.39,north
Md3.25.1.1,Md3,25,1,1,67,72.25,72.22,north
Md3.25.1.2,Md3,25,1,2,67,72.25,71.66,north
Md5.25.1.1,Md5,25,1,1,67,72,78,north
Md5.25.1.2,Md5,25,1,2,67,72,78,north
Md6.25.1.1,Md6,25,1,1,67,71.75,78,north
Md6.25.1.2,Md6,25,1,2,67,71.75,78,north
Md7.25.1.1,Md7,25,1,1,67,71.5,78,north
Md7.25.1.2,Md7,25,1,2,67,71.5,78,north
MP144.25.1.1,MP144,25,1,1,67,71.25,67.16,south
MP144.25.1.2,MP144,25,1,2,67,71.25,65.25,south
MP220.25.1.1,MP220,25,1,1,67,71,72.45,south
MP220.25.1.2,MP220,25,1,2,67,71,74.03,south
MP223.25.1.1,MP223,25,1,1,67,70.75,61.26,south
MP223.25.1.2,MP223,25,1,2,67,70.75,63.01,south
MP249.25.1.1,MP249,25,1,1,67,70.5,78,south
MP249.25.1.2,MP249,25,1,2,67,70.5,78,south
MP250.25.1.1,MP250,25,1,1,67,70.25,78,south
MP250.25.1.2,MP250,25,1,2,67,70.25,78,south
MP258.25.1.1,MP258,25,1,1,67,70,78,south
MP258.25.1.2,MP258,25,1,2,67,70,78,south
TN262.25.1.1,TN262,25,1,1,67,69.75,66.62,south
TN262.25.1.2,TN262,25,1,2,67,69.75,66.1,south
TN264.25.1.1,TN264,25,1,1,67,69.5,78,south
TN264.25.1.2,TN264,25,1,2,67,69.5,78,south
TN270.25.1.1,TN270,25,1,1,67,69.25,78,south
TN270.25.1.2,TN270,25,1,2,67,69.25,78,south
TN279.25.1.1,TN279,25,1,1,67,69,75.03,south
TN279.25.1.2,TN279,25,1,2,67,69,75.28,south
TN280.25.1.1,TN280,25,1,1,67,68.75,78,south
TN280.25.1.2,TN280,25,1,2,67,68.75,78,south
TN380.25.1.1,TN380,25,1,1,67,68.5,39.46,south
TN380.25.1.2,TN380,25,1,2,67,68.5,40.36,south
TN4.25.1.1,TN4,25,1,1,67,67,70.96,south
TN4.25.1.2,TN4,25,1,2,67,67,69.4,south
TN501.25.1.1,TN501,25,1,1,67,68.25,48.36,south
TN501.25.1.2,TN501,25,1,2,67,68.25,49.39,south
TN550.25.1.1,TN550,25,1,1,67,68,78,south
TN550.25.1.2,TN550,25,1,2,67,68,78,south
W12-6.25.1.1,W12-6,25,1,1,67,67.75,73.94,north
W12-6.25.1.2,W12-6,25,1,2,67,67.75,75.05,north
W23.25.1.1,W23,25,1,1,67,67.5,78,north
W23.25.1.2,W23,25,1,2,67,67.5,78,north
W3-5.25.1.1,W3-5,25,1,1,67,67.25,69.37,north
