code,isolate,temp_C,replicate,axis,hpi,hpi_corr,col_diam_mm_corr,region
TN380.35.1.1,TN380,35,1,1,140,141.5,78,south
TN380.35.1.2,TN380,35,1,2,140,141.5,78,south
TN4.35.1.1,TN4,35,1,1,140,140,78,south
TN4.35.1.2,TN4,35,1,2,140,140,78,south
TN501.35.1.1,TN501,35,1,1,140,141.25,78,south
TN501.35.1.2,TN501,35,1,2,140,141.25,78,south
TN550.35.1.1,TN550,35,1,1,140,141,78,south
TN550.35.1.2,TN550,35,1,2,140,141,78,south
W12-6.35.1.1,W12-6,35,1,1,140,140.75,78,north
W12-6.35.1.2,W12-6,35,1,2,140,140.75,78,north
W23.35.1.1,W23,35,1,1,140,140.5,78,north
W23.35.1.2,W23,35,1,2,140,140.5,78,north
W3-5.35.1.1,W3-5,35,1,1,140,140.25,78,north
W3-5.35.1.2,W3-5,35,1,2,140,140.25,78,north
Dm13.35.2.1,Dm13,35,2,1,140,148,78,north
Dm13.35.2.2,Dm13,35,2,2,140,148,78,north
Et12.35.2.1,Et12,35,2,1,140,147.75,78,north
Et12.35.2.2,Et12,35,2,2,140,147.75,78,north
Et14.35.2.1,Et14,35,2,1,140,147.5,78,north
Et14.35.2.2,Et14,35,2,2,140,147.5,78,north
Et17.35.2.1,Et17,35,2,1,140,147.25,78,north
Et17.35.2.2,Et17,35,2,2,140,147.25,78,north
Et18.35.2.1,Et18,35,2,1,140,147,78,north
Et18.35.2.2,Et18,35,2,2,140,147,78,north
IN12-4.35.2.1,IN12-4,35,2,1,140,146.75,78,north
IN12-4.35.2.2,IN12-4,35,2,2,140,146.75,78,north
IN12-8-3.35.2.1,IN12-8-3,35,2,1,140,146.5,78,north
IN12-8-3.35.2.2,IN12-8-3,35,2,2,140,146.5,78,north
IN12-9-4.35.2.1,IN12-9-4,35,2,1,140,146.25,78,north
IN12-9-4.35.2.2,IN12-9-4,35,2,2,140,146.25,78,north
IN12-9-6.35.2.1,IN12-9-6,35,2,1,140,146,78,north
IN12-9-6.35.2.2,IN12-9-6,35,2,2,140,146,78,north
IN12-PO-3.35.2.1,IN12-PO-3,35,2,1,140,145.75,78,north
IN12-PO-3.35.2.2,IN12-PO-3,35,2,2,140,145.75,78,north
Md10.35.2.1,Md10,35,2,1,140,145.5,78,north
Md10.35.2.2,Md10,35,2,2,140,145.5,78,north
Md3.35.2.1,Md3,35,2,1,140,145.25,78,north
Md3.35.2.2,Md3,35,2,2,140,145.25,78,north
Md5.35.2.1,Md5,35,2,1,140,145,78,north
Md5.35.2.2,Md5,35,2,2,140,145,78,north
Md6.35.2.1,Md6,35,2,1,140,144.75,78,north
Md6.35.2.2,Md6,35,2,2,140,144.75,78,north
Md7.35.2.1,Md7,35,2,1,140,144.5,78,north
Md7.35.2.2,Md7,35,2,2,140,144.5,78,north
MP144.35.2.1,MP144,35,2,1,140,144.25,78,south
MP144.35.2.2,MP144,35,2,2,140,144.25,78,south
MP220.35.2.1,MP220,35,2,1,140,144,78,south
MP220.35.2.2,MP220,35,2,2,140,144,78,south
MP223.35.2.1,MP223,35,2,1,140,143.75,78,south
MP223.35.2.2,MP223,35,2,2,140,143.75,78,south
MP249.35.2.1,MP249,35,2,1,140,143.5,78,south
MP249.35.2.2,MP249,35,2,2,140,143.5,78,south
MP250.35.2.1,MP250,35,2,1,140,143.25,78,south
MP250.35.2.2,MP250,35,2,2,140,143.25,78,south
MP258.35.2.1,MP258,35,2,1,140,143,78,south
MP258.35.2.2,MP258,35,2,2,140,143,78,south
TN262.35.2.1,TN262,35,2,1,140,142.75,78,south
TN262.35.2.2,TN262,35,2,2,140,142.75,78,south
TN264.35.2.1,TN264,35,2,1,140,142.5,78,south
TN264.35.2.2,TN264,35,2,2,140,142.5,78,south
TN270.35.2.1,TN270,35,2,1,140,142.25,78,south
TN270.35.2.2,TN270,35,2,2,140,142.25,78,south
TN279.35.2.1,TN279,35,2,1,140,142,78,south
TN279.35.2.2,TN279,35,2,2,140,142,78,south
TN280.35.2.1,TN280,35,2,1,140,141.75,78,south
TN280.35.2.2,TN280,35,2,2,140,141.75,78,south
TN380.35.2.1,TN380,35,2,1,140,141.5,78,south
TN380.35.2.2,TN380,35,2,2,140,141.5,78,south
TN4.35.2.1,TN4,35,2,1,140,140,78,south
TN4.35.2.2,TN4,35,2,2,140,140,78,south
TN501.35.2.1,TN501,35,2,1,140,141.25,78,south
TN501.35.2.2,TN501,35,2,2,140,141.25,78,south
TN550.35.2.1,TN550,35,2,1,140,141,78,south
TN550.35.2.2,TN550,35,2,2,140,141,78,south
W12-6.35.2.1,W12-6,35,2,1,140,140.75,78,north
W12-6.35.2.2,W12-6,35,2,2,140,140.75,78,north
W23.35.2.1,W23,35,2,1,140,140.5,78,north
W23.35.2.2,W23,35,2,2,140,140.5,78,north
W3-5.35.2.1,W3-5,35,2,1,140,140.25,78,north
W3-5.35.2.2,W3-5,35,2,2,140,140.25,78,north
Dm13.40.1.1,Dm13,40,1,1,140,148,71.98,north
Dm13.40.1.2,Dm13,40,1,2,140,148,73.63,north
Et12.40.1.1,Et12,40,1,1,140,147.75,78,north
Et12.40.1.2,Et12,40,1,2,140,147.75,78,north
Et14.40.1.1,Et14,40,1,1,140,147.5,78,north
Et14.40.1.2,Et14,40,1,2,140,147.5,78,north
Et17.40.1.1,Et17,40,1,1,140,147.25,53.16,north
Et17.40.1.2,Et17,40,1,2,140,147.25,46.01,north
Et18.40.1.1,Et18,40,1,1,140,147,78,north
Et18.40.1.2,Et18,40,1,2,140,147,78,north
IN12-4.40.1.1,IN12-4,40,1,1,140,146.75,78,north
IN12-4.40.1.2,IN12-4,40,1,2,140,146.75,78,north
IN12-8-3.40.1.1,IN12-8-3,40,1,1,140,146.5,77.46,north
IN12-8-3.40.1.2,IN12-8-3,40,1,2,140,146.5,77.27,north
IN12-9-4.40.1.1,IN12-9-4,40,1,1,140,146.25,32.05,north
IN12-9-4.40.1.2,IN12-9-4,40,1,2,140,146.25,30.61,north
IN12-9-6.40.1.1,IN12-9-6,40,1,1,140,146,73.14,north
IN12-9-6.40.1.2,IN12-9-6,40,1,2,140,146,71.52,north
IN12-PO-3.40.1.1,IN12-PO-3,40,1,1,140,145.75,45.88,north
IN12-PO-3.40.1.2,IN12-PO-3,40,1,2,140,145.75,45.06,north
Md10.40.1.1,Md10,40,1,1,140,145.5,78,north
Md10.40.1.2,Md10,40,1,2,140,145.5,78,north
Md3.40.1.1,Md3,40,1,1,140,145.25,78,north
Md3.40.1.2,Md3,40,1,2,140,145.25,78,north
Md5.40.1.1,Md5,40,1,1,140,145,43.9,north
Md5.40.1.2,Md5,40,1,2,140,145,47.86,north
Md6.40.1.1,Md6,40,1,1,140,144.75,78,north
Md6.40.1.2,Md6,40,1,2,140,144.75,78,north
Md7.40.1.1,Md7,40,1,1,140,144.5,78,north
Md7.40.1.2,Md7,40,1,2,140,144.5,78,north
MP144.40.1.1,MP144,40,1,1,140,144.25,31.96,south
MP144.40.1.2,MP144,40,1,2,140,144.25,35,south
MP220.40.1.1,MP220,40,1,1,140,144,78,south
MP220.40.1.2,MP220,40,1,2,140,144,78,south
MP223.40.1.1,MP223,40,1,1,140,143.75,49.84,south
MP223.40.1.2,MP223,40,1,2,140,143.75,46.89,south
MP249.40.1.1,MP249,40,1,1,140,143.5,65.38,south
MP249.40.1.2,MP249,40,1,2,140,143.5,68.22,south
MP250.40.1.1,MP250,40,1,1,140,143.25,58.14,south
MP250.40.1.2,MP250,40,1,2,140,143.25,58.41,south
MP258.40.1.1,MP258,40,1,1,140,143,56.42,south
MP258.40.1.2,MP258,40,1,2,140,143,57.13,south
TN262.40.1.1,TN262,40,1,1,140,142.75,65.64,south
TN262.40.1.2,TN262,40,1,2,140,142.75,64.77,south
TN264.40.1.1,TN264,40,1,1,140,142.5,67.17,south
TN264.40.1.2,TN264,40,1,2,140,142.5,63.64,south
TN270.40.1.1,TN270,40,1,1,140,142.25,78,south
TN270.40.1.2,TN270,40,1,2,140,142.25,78,south
TN279.40.1.1,TN279,40,1,1,140,142,78,south
TN279.40.1.2,TN279,40,1,2,140,142,78,south
TN280.40.1.1,TN280,40,1,1,140,141.75,78,south
TN280.40.1.2,TN280,40,1,2,140,141.75,78,south
TN380.40.1.1,TN380,40,1,1,140,141.5,78,south
TN380.40.1.2,TN380,40,1,2,140,141.5,78,south
TN4.40.1.1,TN4,40,1,1,140,140,78,south
TN4.40.1.2,TN4,40,1,2,140,140,78,south
TN501.40.1.1,TN501,40,1,1,140,141.25,60.54,south
TN501.40.1.2,TN501,40,1,2,140,141.25,62.31,south
TN550.40.1.1,TN550,40,1,1,140,141,70.14,south
TN550.40.1.2,TN550,40,1,2,140,141,70.03,south
W12-6.40.1.1,W12-6,40,1,1,140,140.75,34.41,north
W12-6.40.1.2,W12-6,40,1,2,140,140.75,33.37,north
W23.40.1.1,W23,40,1,1,140,140.5,58.47,north
W23.40.1.2,W23,40,1,2,140,140.5,61.7,north
W3-5.40.1.1,W3-5,40,1,1,140,140.25,31.85,north
W3-5.40.1.2,W3-5,40,1,2,140,140.25,31.65,north
Dm13.40.2.1,Dm13,40,2,1,140,148,78,north
Dm13.40.2.2,Dm13,40,2,2,140,148,78,north
Et12.40.2.1,Et12,40,2,1,140,147.75,78,north
Et12.40.2.2,Et12,40,2,2,140,147.75,78,north
Et14.40.2.1,Et14,40,2,1,140,147.5,78,north
Et14.40.2.2,Et14,40,2,2,140,147.5,78,north
Et17.40.2.1,Et17,40,2,1,140,147.25,78,north
Et17.40.2.2,Et17,40,2,2,140,147.25,78,north
Et18.40.2.1,Et18,40,2,1,140,147,78,north
Et18.40.2.2,Et18,40,2,2,140,147,78,north
IN12-4.40.2.1,IN12-4,40,2,1,140,146.75,78,north
IN12-4.40.2.2,IN12-4,40,2,2,140,146.75,78,north
IN12-8-3.40.2.1,IN12-8-3,40,2,1,140,146.5,78,north
IN12-8-3.40.2.2,IN12-8-3,40,2,2,140,146.5,78,north
IN12-9-4.40.2.1,IN12-9-4,40,2,1,140,146.25,29.51,north
IN12-9-4.40.2.2,IN12-9-4,40,2,2,140,146.25,28.47,north
IN12-9-6.40.2.1,IN12-9-6,40,2,1,140,146,78,north
IN12-9-6.40.2.2,IN12-9-6,40,2,2,140,146,78,north
IN12-PO-3.40.2.1,IN12-PO-3,40,2,1,140,145.75,72.47,north
IN12-PO-3.40.2.2,IN12-PO-3,40,2,2,140,145.75,73.32,north
Md10.40.2.1,Md10,40,2,1,140,145.5,78,north
Md10.40.2.2,Md10,40,2,2,140,145.5,78,north
Md3.40.2.1,Md3,40,2,1,140,145.25,78,north
Md3.40.2.2,Md3,40,2,2,140,145.25,78,north
Md5.40.2.1,Md5,40,2,1,140,145,78,north
Md5.40.2.2,Md5,40,2,2,140,145,78,north
Md6.40.2.1,Md6,40,2,1,140,144.75,78,north
Md6.40.2.2,Md6,40,2,2,140,144.75,78,north
Md7.40.2.1,Md7,40,2,1,140,144.5,78,north
Md7.40.2.2,Md7,40,2,2,140,144.5,78,north
MP144.40.2.1,MP144,40,2,1,140,144.25,32.43,south
MP144.40.2.2,MP144,40,2,2,140,144.25,27.61,south
MP220.40.2.1,MP220,40,2,1,140,144,78,south
MP220.40.2.2,MP220,40,2,2,140,144,78,south
MP223.40.2.1,MP223,40,2,1,140,143.75,37.02,south
MP223.40.2.2,MP223,40,2,2,140,143.75,34.34,south
MP249.40.2.1,MP249,40,2,1,140,143.5,73.22,south
MP249.40.2.2,MP249,40,2,2,140,143.5,69.73,south
MP250.40.2.1,MP250,40,2,1,140,143.25,68.41,south
MP250.40.2.2,MP250,40,2,2,140,143.25,67.68,south
MP258.40.2.1,MP258,40,2,1,140,143,64.17,south
MP258.40.2.2,MP258,40,2,2,140,143,64.71,south
TN262.40.2.1,TN262,40,2,1,140,142.75,78,south
TN262.40.2.2,TN262,40,2,2,140,142.75,78,south
TN264.40.2.1,TN264,40,2,1,140,142.5,50.84,south
TN264.40.2.2,TN264,40,2,2,140,142.5,50.42,south
TN270.40.2.1,TN270,40,2,1,140,142.25,75.31,south
TN270.40.2.2,TN270,40,2,2,140,142.25,74.81,south
TN279.40.2.1,TN279,40,2,1,140,142,78,south
TN279.40.2.2,TN279,40,2,2,140,142,78,south
TN280.40.2.1,TN280,40,2,1,140,141.75,78,south
TN280.40.2.2,TN280,40,2,2,140,141.75,78,south
TN380.40.2.1,TN380,40,2,1,140,141.5,78,south
TN380.40.2.2,TN380,40,2,2,140,141.5,78,south
TN4.40.2.1,TN4,40,2,1,140,140,78,south
TN4.40.2.2,TN4,40,2,2,140,140,78,south
TN501.40.2.1,TN501,40,2,1,140,141.25,72.49,south
TN501.40.2.2,TN501,40,2,2,140,141.25,72.49,south
TN550.40.2.1,TN550,40,2,1,140,141,78,south
TN550.40.2.2,TN550,40,2,2,140,141,78,south
W12-6.40.2.1,W12-6,40,2,1,140,140.75,24.51,north
W12-6.40.2.2,W12-6,40,2,2,140,140.75,27.63,north
W23.40.2.1,W23,40,2,1,140,140.5,60.97,north
W23.40.2.2,W23,40,2,2,140,140.5,61.27,north
W3-5.40.2.1,W3-5,40,2,1,140,140.25,30.65,north
W3-5.40.2.2,W3-5,40,2,2,140,140.25,29.1,north
Dm13.15.1.1,Dm13,15,1,1,163,171,75,north
Dm13.15.1.2,Dm13,15,1,2,163,171,77.38,north
Et12.15.1.1,Et12,15,1,1,163,170.75,77.01,north
Et12.15.1.2,Et12,15,1,2,163,170.75,75.31,north
Et14.15.1.1,Et14,15,1,1,163,170.5,69.94,north
Et14.15.1.2,Et14,15,1,2,163,170.5,70.14,north
Et17.15.1.1,Et17,15,1,1,163,170.25,77.58,north
Et17.15.1.2,Et17,15,1,2,163,170.25,76.95,north
Et18.15.1.1,Et18,15,1,1,163,170,75.52,north
Et18.15.1.2,Et18,15,1,2,163,170,73.39,north
IN12-4.15.1.1,IN12-4,15,1,1,163,169.75,69.48,north
IN12-4.15.1.2,IN12-4,15,1,2,163,169.75,69.64,north
IN12-8-3.15.1.1,IN12-8-3,15,1,1,163,169.5,78,north
IN12-8-3.15.1.2,IN12-8-3,15,1,2,163,169.5,78,north
IN12-9-4.15.1.1,IN12-9-4,15,1,1,163,169.25,78,north
IN12-9-4.15.1.2,IN12-9-4,15,1,2,163,169.25,78,north
IN12-9-6.15.1.1,IN12-9-6,15,1,1,163,169,70.64,north
IN12-9-6.15.1.2,IN12-9-6,15,1,2,163,169,72.42,north
IN12-PO-3.15.1.1,IN12-PO-3,15,1,1,163,168.75,69.1,north
IN12-PO-3.15.1.2,IN12-PO-3,15,1,2,163,168.75,67.3,north
Md10.15.1.1,Md10,15,1,1,163,168.5,68.28,north
Md10.15.1.2,Md10,15,1,2,163,168.5,67.7,north
Md3.15.1.1,Md3,15,1,1,163,168.25,64.54,north
Md3.15.1.2,Md3,15,1,2,163,168.25,64.53,north
Md5.15.1.1,Md5,15,1,1,163,168,74.71,north
Md5.15.1.2,Md5,15,1,2,163,168,76.59,north
Md6.15.1.1,Md6,15,1,1,163,167.75,72.59,north
Md6.15.1.2,Md6,15,1,2,163,167.75,71.72,north
Md7.15.1.1,Md7,15,1,1,163,167.5,70.56,north
Md7.15.1.2,Md7,15,1,2,163,167.5,69.8,north
MP144.15.1.1,MP144,15,1,1,163,167.25,56.14,south
MP144.15.1.2,MP144,15,1,2,163,167.25,57.53,south
MP220.15.1.1,MP220,15,1,1,163,167,67.59,south
MP220.15.1.2,MP220,15,1,2,163,167,69.06,south
MP223.15.1.1,MP223,15,1,1,163,166.75,50.92,south
MP223.15.1.2,MP223,15,1,2,163,166.75,46.75,south
MP249.15.1.1,MP249,15,1,1,163,166.5,66.81,south
MP249.15.1.2,MP249,15,1,2,163,166.5,65.62,south
MP250.15.1.1,MP250,15,1,1,163,166.25,73.66,south
MP250.15.1.2,MP250,15,1,2,163,166.25,74.58,south
MP258.15.1.1,MP258,15,1,1,163,166,78,south
MP258.15.1.2,MP258,15,1,2,163,166,78,south
TN262.15.1.1,TN262,15,1,1,163,165.75,72.7,south
TN262.15.1.2,TN262,15,1,2,163,165.75,71.01,south
TN264.15.1.1,TN264,15,1,1,163,165.5,78,south
TN264.15.1.2,TN264,15,1,2,163,165.5,78,south
TN270.15.1.1,TN270,15,1,1,163,165.25,78,south
TN270.15.1.2,TN270,15,1,2,163,165.25,78,south
TN279.15.1.1,TN279,15,1,1,163,165,70.67,south
TN279.15.1.2,TN279,15,1,2,163,165,75.52,south
TN280.15.1.1,TN280,15,1,1,163,164.75,65.77,south
TN280.15.1.2,TN280,15,1,2,163,164.75,65.51,south
TN380.15.1.1,TN380,15,1,1,163,164.5,55.98,south
TN380.15.1.2,TN380,15,1,2,163,164.5,62.65,south
TN4.15.1.1,TN4,15,1,1,163,163,63.2,south
TN4.15.1.2,TN4,15,1,2,163,163,62.08,south
TN501.15.1.1,TN501,15,1,1,163,164.25,41.63,south
TN501.15.1.2,TN501,15,1,2,163,164.25,42.48,south
TN550.15.1.1,TN550,15,1,1,163,164,72.41,south
TN550.15.1.2,TN550,15,1,2,163,164,68.11,south
W12-6.15.1.1,W12-6,15,1,1,163,163.75,74.61,north
W12-6.15.1.2,W12-6,15,1,2,163,163.75,71.32,north
W23.15.1.1,W23,15,1,1,163,163.5,78,north
W23.15.1.2,W23,15,1,2,163,163.5,78,north
W3-5.15.1.1,W3-5,15,1,1,163,163.25,77.29,north
W3-5.15.1.2,W3-5,15,1,2,163,163.25,74.47,north
Dm13.15.2.1,Dm13,15,2,1,163,171,78,north
Dm13.15.2.2,Dm13,15,2,2,163,171,78,north
Et12.15.2.1,Et12,15,2,1,163,170.75,78,north
Et12.15.2.2,Et12,15,2,2,163,170.75,77.08,north
Et14.15.2.1,Et14,15,2,1,163,170.5,72.75,north
Et14.15.2.2,Et14,15,2,2,163,170.5,74.66,north
Et17.15.2.1,Et17,15,2,1,163,170.25,78,north
Et17.15.2.2,Et17,15,2,2,163,170.25,78,north
Et18.15.2.1,Et18,15,2,1,163,170,72.55,north
Et18.15.2.2,Et18,15,2,2,163,170,76.82,north
IN12-4.15.2.1,IN12-4,15,2,1,163,169.75,66.74,north
IN12-4.15.2.2,IN12-4,15,2,2,163,169.75,66.63,north
IN12-8-3.15.2.1,IN12-8-3,15,2,1,163,169.5,78,north
IN12-8-3.15.2.2,IN12-8-3,15,2,2,163,169.5,78,north
IN12-9-4.15.2.1,IN12-9-4,15,2,1,163,169.25,78,north
IN12-9-4.15.2.2,IN12-9-4,15,2,2,163,169.25,78,north
IN12-9-6.15.2.1,IN12-9-6,15,2,1,163,169,77.74,north
IN12-9-6.15.2.2,IN12-9-6,15,2,2,163,169,73.38,north
IN12-PO-3.15.2.1,IN12-PO-3,15,2,1,163,168.75,73.58,north
IN12-PO-3.15.2.2,IN12-PO-3,15,2,2,163,168.75,71.22,north
Md10.15.2.1,Md10,15,2,1,163,168.5,67.73,north
Md10.15.2.2,Md10,15,2,2,163,168.5,67.15,north
Md3.15.2.1,Md3,15,2,1,163,168.25,68.2,north
Md3.15.2.2,Md3,15,2,2,163,168.25,67.44,north
Md5.15.2.1,Md5,15,2,1,163,168,74.66,north
Md5.15.2.2,Md5,15,2,2,163,168,75.43,north
Md6.15.2.1,Md6,15,2,1,163,167.75,74.01,north
Md6.15.2.2,Md6,15,2,2,163,167.75,75.26,north
Md7.15.2.1,Md7,15,2,1,163,167.5,68.96,north
Md7.15.2.2,Md7,15,2,2,163,167.5,70.9,north
MP144.15.2.1,MP144,15,2,1,163,167.25,56.03,south
MP144.15.2.2,MP144,15,2,2,163,167.25,56.38,south
MP220.15.2.1,MP220,15,2,1,163,167,70.16,south
MP220.15.2.2,MP220,15,2,2,163,167,69.96,south
MP223.15.2.1,MP223,15,2,1,163,166.75,48.8,south
MP223.15.2.2,MP223,15,2,2,163,166.75,48.79,south
MP249.15.2.1,MP249,15,2,1,163,166.5,67.77,south
MP249.15.2.2,MP249,15,2,2,163,166.5,67.25,south
MP250.15.2.1,MP250,15,2,1,163,166.25,74.36,south
MP250.15.2.2,MP250,15,2,2,163,166.25,75.64,south
MP258.15.2.1,MP258,15,2,1,163,166,78,south
MP258.15.2.2,MP258,15,2,2,163,166,78,south
TN262.15.2.1,TN262,15,2,1,163,165.75,69.44,south
TN262.15.2.2,TN262,15,2,2,163,165.75,71.52,south
TN264.15.2.1,TN264,15,2,1,163,165.5,77.85,south
TN264.15.2.2,TN264,15,2,2,163,165.5,76.77,south
TN270.15.2.1,TN270,15,2,1,163,165.25,78,south
TN270.15.2.2,TN270,15,2,2,163,165.25,78,south
TN279.15.2.1,TN279,15,2,1,163,165,77.67,south
TN279.15.2.2,TN279,15,2,2,163,165,75.64,south
TN280.15.2.1,TN280,15,2,1,163,164.75,67.54,south
TN280.15.2.2,TN280,15,2,2,163,164.75,67.32,south
TN380.15.2.1,TN380,15,2,1,163,164.5,59.01,south
TN380.15.2.2,TN380,15,2,2,163,164.5,61.71,south
TN4.15.2.1,TN4,15,2,1,163,163,55.19,south
TN4.15.2.2,TN4,15,2,2,163,163,59.36,south
TN501.15.2.1,TN501,15,2,1,163,164.25,47.86,south
TN501.15.2.2,TN501,15,2,2,163,164.25,47.15,south
TN550.15.2.1,TN550,15,2,1,163,164,77.29,south
TN550.15.2.2,TN550,15,2,2,163,164,75.66,south
W12-6.15.2.1,W12-6,15,2,1,163,163.75,76.4,north
W12-6.15.2.2,W12-6,15,2,2,163,163.75,75.37,north
W23.15.2.1,W23,15,2,1,163,163.5,73.61,north
W23.15.2.2,W23,15,2,2,163,163.5,75.57,north
W3-5.15.2.1,W3-5,15,2,1,163,163.25,77.4,north
W3-5.15.2.2,W3-5,15,2,2,163,163.25,77.26,north
Dm13.20.1.1,Dm13,20,1,1,163,171,78,north
Dm13.20.1.2,Dm13,20,1,2,163,171,78,north
Et12.20.1.1,Et12,20,1,1,163,170.75,78,north
Et12.20.1.2,Et12,20,1,2,163,170.75,78,north
Et14.20.1.1,Et14,20,1,1,163,170.5,78,north
Et14.20.1.2,Et14,20,1,2,163,170.5,78,north
Et17.20.1.1,Et17,20,1,1,163,170.25,78,north
Et17.20.1.2,Et17,20,1,2,163,170.25,78,north
Et18.20.1.1,Et18,20,1,1,163,170,78,north
Et18.20.1.2,Et18,20,1,2,163,170,78,north
IN12-4.20.1.1,IN12-4,20,1,1,163,169.75,78,north
IN12-4.20.1.2,IN12-4,20,1,2,163,169.75,78,north
IN12-8-3.20.1.1,IN12-8-3,20,1,1,163,169.5,78,north
IN12-8-3.20.1.2,IN12-8-3,20,1,2,163,169.5,78,north
IN12-9-4.20.1.1,IN12-9-4,20,1,1,163,169.25,78,north
IN12-9-4.20.1.2,IN12-9-4,20,1,2,163,169.25,78,north
IN12-9-6.20.1.1,IN12-9-6,20,1,1,163,169,78,north
IN12-9-6.20.1.2,IN12-9-6,20,1,2,163,169,78,north
IN12-PO-3.20.1.1,IN12-PO-3,20,1,1,163,168.75,78,north
IN12-PO-3.20.1.2,IN12-PO-3,20,1,2,163,168.75,78,north
Md10.20.1.1,Md10,20,1,1,163,168.5,78,north
Md10.20.1.2,Md10,20,1,2,163,168.5,78,north
Md3.20.1.1,Md3,20,1,1,163,168.25,78,north
Md3.20.1.2,Md3,20,1,2,163,168.25,78,north
Md5.20.1.1,Md5,20,1,1,163,168,78,north
Md5.20.1.2,Md5,20,1,2,163,168,78,north
Md6.20.1.1,Md6,20,1,1,163,167.75,78,north
Md6.20.1.2,Md6,20,1,2,163,167.75,78,north
Md7.20.1.1,Md7,20,1,1,163,167.5,78,north
Md7.20.1.2,Md7,20,1,2,163,167.5,78,north
MP144.20.1.1,MP144,20,1,1,163,167.25,78,south
MP144.20.1.2,MP144,20,1,2,163,167.25,78,south
MP220.20.1.1,MP220,20,1,1,163,167,78,south
MP220.20.1.2,MP220,20,1,2,163,167,78,south
MP223.20.1.1,MP223,20,1,1,163,166.75,77.32,south
MP223.20.1.2,MP223,20,1,2,163,166.75,76.31,south
MP249.20.1.1,MP249,20,1,1,163,166.5,78,south
MP249.20.1.2,MP249,20,1,2,163,166.5,78,south
MP250.20.1.1,MP250,20,1,1,163,166.25,78,south
MP250.20.1.2,MP250,20,1,2,163,166.25,78,south
MP258.20.1.1,MP258,20,1,1,163,166,78,south
MP258.20.1.2,MP258,20,1,2,163,166,78,south
TN262.20.1.1,TN262,20,1,1,163,165.75,78,south
TN262.20.1.2,TN262,20,1,2,163,165.75,78,south
TN264.20.1.1,TN264,20,1,1,163,165.5,78,south
TN264.20.1.2,TN264,20,1,2,163,165.5,78,south
TN270.20.1.1,TN270,20,1,1,163,165.25,78,south
TN270.20.1.2,TN270,20,1,2,163,165.25,78,south
TN279.20.1.1,TN279,20,1,1,163,165,78,south
TN279.20.1.2,TN279,20,1,2,163,165,78,south
TN280.20.1.1,TN280,20,1,1,163,164.75,78,south
TN280.20.1.2,TN280,20,1,2,163,164.75,78,south
TN380.20.1.1,TN380,20,1,1,163,164.5,64.44,south
TN380.20.1.2,TN380,20,1,2,163,164.5,67.91,south
TN4.20.1.1,TN4,20,1,1,163,163,78,south
TN4.20.1.2,TN4,20,1,2,163,163,78,south
TN501.20.1.1,TN501,20,1,1,163,164.25,78,south
TN501.20.1.2,TN501,20,1,2,163,164.25,78,south
TN550.20.1.1,TN550,20,1,1,163,164,78,south
TN550.20.1.2,TN550,20,1,2,163,164,78,south
W12-6.20.1.1,W12-6,20,1,1,163,163.75,78,north
W12-6.20.1.2,W12-6,20,1,2,163,163.75,78,north
W23.20.1.1,W23,20,1,1,163,163.5,78,north
W23.20.1.2,W23,20,1,2,163,163.5,78,north
W3-5.20.1.1,W3-5,20,1,1,163,163.25,78,north
W3-5.20.1.2,W3-5,20,1,2,163,163.25,78,north
Dm13.20.2.1,Dm13,20,2,1,163,171,78,north
Dm13.20.2.2,Dm13,20,2,2,163,171,78,north
Et12.20.2.1,Et12,20,2,1,163,170.75,78,north
Et12.20.2.2,Et12,20,2,2,163,170.75,78,north
Et14.20.2.1,Et14,20,2,1,163,170.5,78,north
Et14.20.2.2,Et14,20,2,2,163,170.5,78,north
Et17.20.2.1,Et17,20,2,1,163,170.25,78,north
Et17.20.2.2,Et17,20,2,2,163,170.25,78,north
Et18.20.2.1,Et18,20,2,1,163,170,78,north
Et18.20.2.2,Et18,20,2,2,163,170,78,north
IN12-4.20.2.1,IN12-4,20,2,1,163,169.75,78,north
IN12-4.20.2.2,IN12-4,20,2,2,163,169.75,78,north
IN12-8-3.20.2.1,IN12-8-3,20,2,1,163,169.5,78,north
IN12-8-3.20.2.2,IN12-8-3,20,2,2,163,169.5,78,north
IN12-9-4.20.2.1,IN12-9-4,20,2,1,163,169.25,78,north
IN12-9-4.20.2.2,IN12-9-4,20,2,2,163,169.25,78,north
IN12-9-6.20.2.1,IN12-9-6,20,2,1,163,169,78,north
IN12-9-6.20.2.2,IN12-9-6,20,2,2,163,169,78,north
IN12-PO-3.20.2.1,IN12-PO-3,20,2,1,163,168.75,78,north
IN12-PO-3.20.2.2,IN12-PO-3,20,2,2,163,168.75,78,north
Md10.20.2.1,Md10,20,2,1,163,168.5,78,north
Md10.20.2.2,Md10,20,2,2,163,168.5,78,north
Md3.20.2.1,Md3,20,2,1,163,168.25,78,north
Md3.20.2.2,Md3,20,2,2,163,168.25,78,north
Md5.20.2.1,Md5,20,2,1,163,168,78,north
Md5.20.2.2,Md5,20,2,2,163,168,78,north
Md6.20.2.1,Md6,20,2,1,163,167.75,78,north
Md6.20.2.2,Md6,20,2,2,163,167.75,78,north
Md7.20.2.1,Md7,20,2,1,163,167.5,78,north
Md7.20.2.2,Md7,20,2,2,163,167.5,78,north
MP144.20.2.1,MP144,20,2,1,163,167.25,78,south
MP144.20.2.2,MP144,20,2,2,163,167.25,78,south
